,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,updated_github_id,trending,cran_id,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,46,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2024-02-14 14:15:59.000000,2024-02-08 09:32:35,26879.0,122.0,4285.0,755.0,7018.0,1593.0,5657.0,16085.0,2021-01-30 02:36:56.000,7.18.1,320759.0,38013520.0,95.0,504823.0,504823.0,980.0,https://pypi.org/project/ipython,37349306.0,https://anaconda.org/conda-forge/ipython,2024-02-01 14:09:19.226,25805111.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,44,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2024-02-14 19:40:46.000000,2024-02-13 15:24:16,13516.0,41.0,4547.0,322.0,2391.0,2010.0,2813.0,12017.0,2024-02-13 15:25:48.000,7.1.0,16625.0,20438500.0,147.0,273910.0,264800.0,645.0,https://pypi.org/project/notebook,20025441.0,https://anaconda.org/conda-forge/jupyter,2023-10-02 14:08:37.561,4043963.0,1.0,jupyter/datascience-notebook,2024-02-13 15:25:37.000,9110.0,https://hub.docker.com/r/jupyter/datascience-notebook,2023-10-20 20:06:40.614669,1067.0,32178481.0,,,,,,,,,,,,,,,,,,
3,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,43,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2024-02-15 13:01:33.000000,2024-02-15 13:01:32,20386.0,84.0,4091.0,444.0,5969.0,720.0,6821.0,18579.0,,,,4384534.0,58.0,83431.0,83431.0,682.0,https://pypi.org/project/bokeh,4071328.0,https://anaconda.org/conda-forge/bokeh,2024-01-25 20:54:18.325,13373451.0,1.0,,,,,,,,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,9264.0,,,,,,,,,,,,,,,
4,panel,Panel: The powerful data exploration & web app framework for Python.,https://github.com/holoviz/panel,,widgets,39,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2024-02-15 13:45:19.000000,2024-02-15 13:45:19,3611.0,217.0,422.0,53.0,3128.0,961.0,2230.0,3830.0,2024-01-24 17:32:42.000,1.3.8,,761037.0,64.0,10103.0,10103.0,159.0,https://pypi.org/project/panel,673220.0,https://anaconda.org/conda-forge/panel,2024-01-27 09:14:49.749,1279785.0,1.0,,,,,,,,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,58731.0,,,,,,,,,,,,,,,
5,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,39,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2024-02-09 01:49:53.000000,2024-02-09 01:49:51,4045.0,28.0,524.0,52.0,961.0,503.0,644.0,1630.0,2024-02-07 13:42:05.000,7.16.0,992.0,24057485.0,69.0,254657.0,254657.0,271.0,https://pypi.org/project/nbconvert,23645792.0,https://anaconda.org/conda-forge/nbconvert,2024-02-07 17:28:28.248,16055400.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
6,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,38,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2024-02-08 21:24:52.939000,2024-02-08 15:35:20,7825.0,10.0,944.0,77.0,1885.0,742.0,1321.0,2995.0,2024-02-08 15:31:21.000,8.1.2,,14092161.0,155.0,9723.0,3.0,212.0,https://pypi.org/project/ipywidgets,13708492.0,https://anaconda.org/conda-forge/ipywidgets,2024-02-08 21:24:52.939,12729676.0,1.0,,2024-02-08 15:31:21.000,9622.0,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,73190.0,2024-02-08 15:12:36.059,98.0,,,,,,,,,,,,,
7,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,38,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2024-02-15 10:50:27.000000,2024-02-15 02:26:07,2904.0,31.0,362.0,38.0,720.0,270.0,238.0,601.0,2024-02-07 13:43:16.000,6.29.2,2118.0,21621708.0,130.0,343503.0,332854.0,181.0,https://pypi.org/project/ipykernel,21612986.0,https://anaconda.org/anaconda/ipykernel,2024-01-22 15:02:52.448,857222.0,1.0,,2024-02-07 13:43:09.000,10610.0,,,,,,,,,,39.0,,,,,,,,,,,,
8,pandas-profiling,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,https://github.com/ydataai/ydata-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-02-13 19:21:14.000000,2024-02-13 09:33:32,1373.0,19.0,1616.0,151.0,753.0,203.0,556.0,11820.0,2024-01-08 15:03:46.000,4.6.4,45.0,545624.0,55.0,2629.0,2433.0,118.0,https://pypi.org/project/pandas-profiling,540977.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,418313.0,1.0,,2023-02-03 17:59:40.571,196.0,,,,,,,,,,,ydataai/ydata-profiling,,,,,,,,,,,
9,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,37,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2024-02-14 20:20:57.000000,2024-02-13 11:51:33,7245.0,86.0,1974.0,266.0,2278.0,180.0,2188.0,7841.0,2023-08-10 09:30:00.000,4.0.2,,388086.0,74.0,3113.0,2719.0,354.0,https://pypi.org/project/jupyterhub,319913.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1047027.0,1.0,jupyterhub/jupyterhub,2023-08-10 09:30:00.000,394.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2024-02-13 11:56:58.146183,331.0,5083663.0,,,,,,,,,,,,,,,,,,
10,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,36,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2024-02-14 23:37:17.000000,2024-01-13 17:13:08,2445.0,44.0,374.0,71.0,563.0,116.0,534.0,6340.0,2024-01-13 17:14:35.000,1.16.1,,657663.0,100.0,6754.0,6754.0,85.0,https://pypi.org/project/jupytext,635109.0,https://anaconda.org/conda-forge/jupytext,2024-01-13 18:58:26.560,749103.0,1.0,,,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,5529.0,,,,,,,,,,,,,,,
11,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,36,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2024-02-15 13:38:54.000000,2024-02-12 19:52:40,1972.0,97.0,482.0,43.0,677.0,123.0,193.0,4399.0,2024-02-08 20:07:36.000,0.4.15,12.0,6517212.0,67.0,2894.0,2894.0,59.0,https://pypi.org/project/evidently,6516750.0,https://anaconda.org/conda-forge/evidently,2024-02-09 20:04:35.286,13862.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,35,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2024-02-14 11:28:07.000000,2024-02-08 15:59:34,1527.0,86.0,600.0,61.0,759.0,586.0,740.0,3626.0,2024-01-26 21:10:26.000,1.0.0,,78214.0,43.0,12650.0,12650.0,136.0,https://pypi.org/project/jupyter-book,74857.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,120870.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,35,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-11-25 20:30:31.000000,2023-11-25 20:30:31,1971.0,6.0,198.0,23.0,261.0,108.0,230.0,388.0,2023-11-15 22:59:37.000,5.5.1,,5312837.0,48.0,170231.0,163843.0,122.0,https://pypi.org/project/qtconsole,5207864.0,https://anaconda.org/conda-forge/qtconsole,2023-11-16 21:13:55.750,4618825.0,1.0,,2023-11-15 22:59:37.000,6388.0,,,,,,,,,,,,,,,,,,,,,,
14,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,34,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2024-02-14 12:08:32.000000,2024-02-08 22:25:17,980.0,21.0,402.0,92.0,385.0,132.0,255.0,5536.0,2023-11-01 22:59:26.000,2.5.0,,1460481.0,74.0,5910.0,5659.0,117.0,https://pypi.org/project/papermill,1448012.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,548640.0,1.0,,2023-11-01 22:59:26.000,251.0,,,,,,,,,,,,,,,,,,,,,,
15,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2024-02-07 10:00:48.000000,2024-02-07 10:00:20,1443.0,10.0,487.0,77.0,727.0,290.0,424.0,5107.0,2023-10-31 09:04:25.000,0.5.5,1033.0,74595.0,102.0,10864.0,10773.0,68.0,https://pypi.org/project/voila,66527.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,317933.0,2.0,,2023-10-31 09:04:11.000,88.0,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,279.0,2020-05-19 10:24:11.555,3.0,,,,,,,,,,,,,
16,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,34,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-01-26 10:55:56.000000,2024-01-26 10:55:56,1171.0,21.0,344.0,65.0,595.0,234.0,347.0,1440.0,2024-01-23 17:51:37.000,0.18.2,,180012.0,70.0,7258.0,7258.0,87.0,https://pypi.org/project/ipyleaflet,140164.0,https://anaconda.org/conda-forge/ipyleaflet,2024-01-23 20:31:49.209,1102515.0,1.0,,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,15348.0,,,,,,,,,,,,,,,
17,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,34,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2024-02-10 13:35:11.000000,2024-02-10 13:34:46,2593.0,6.0,271.0,35.0,638.0,184.0,197.0,346.0,2023-11-06 12:55:30.000,8.6.0,1497.0,25496021.0,93.0,2428.0,,131.0,https://pypi.org/project/jupyter-client,25019679.0,https://anaconda.org/conda-forge/jupyter_client,2023-11-06 15:36:13.460,20480640.0,1.0,,2023-11-06 12:55:23.000,2428.0,,,,,,,,,,,,6.0,,,,,,,,,,
18,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,33,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2024-02-13 00:53:11.000000,2024-02-12 09:00:22,3699.0,103.0,2977.0,191.0,1218.0,10.0,866.0,8115.0,,,,876777.0,,21.0,21.0,240.0,,,,,,2.0,jupyter/scipy-notebook,,,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,440.0,90308129.0,,,,,,,,,,,,,,,,,,
19,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2024-02-12 18:08:00.000000,2024-02-12 18:07:59,10406.0,23.0,375.0,79.0,1550.0,60.0,2106.0,2523.0,2024-01-10 20:52:22.000,8.3.0,92.0,2913.0,79.0,501.0,501.0,238.0,https://pypi.org/project/nikola,2913.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
20,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-12-30 16:09:02.000000,2023-12-30 16:09:02,11273.0,2.0,579.0,151.0,3990.0,189.0,1522.0,6127.0,2021-10-22 17:46:48.907,7.0.20,1490000.0,80397.0,94.0,45.0,3.0,180.0,https://pypi.org/project/nteract_on_jupyter,863.0,,,,2.0,,2019-07-16 03:59:16.000,5.0,,,,,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,63513.0,2021-10-22 17:46:48.907,37.0,,,,,,,,,,,,,
21,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,32,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2024-02-14 22:31:59.000000,2024-02-09 23:42:37,8616.0,175.0,251.0,44.0,4330.0,313.0,9249.0,1183.0,2023-11-14 18:47:44.000,2023.10.1100000000,,1830.0,33.0,3.0,3.0,266.0,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,64077.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,32,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2024-02-15 13:12:54.000000,2024-02-15 02:17:54,12722.0,42.0,251.0,38.0,960.0,150.0,277.0,436.0,2024-01-16 14:58:23.000,2.12.5,2681.0,25134101.0,107.0,,,519.0,https://pypi.org/project/jupyter_server,24890648.0,https://anaconda.org/conda-forge/jupyter_server,2024-01-16 15:28:38.695,9978656.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
23,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2024-02-13 10:35:01.002000,,,,3010.0,,,2415.0,,13607.0,2024-02-13 00:37:20.180,4.1.1,,16278715.0,509.0,2884.0,,472.0,https://pypi.org/project/jupyterlab,15886209.0,https://anaconda.org/conda-forge/jupyterlab,2024-02-13 10:35:01.002,9704453.0,2.0,,2024-02-13 00:29:38.000,2503.0,,,,,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,176852.0,2024-02-13 00:37:20.180,381.0,,,,,,,,,,,,,
24,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,31,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-02-15 14:09:49.000000,2024-02-15 14:09:48,5914.0,103.0,926.0,111.0,1610.0,92.0,627.0,7164.0,2023-11-29 21:48:30.000,2.7.1,2151.0,19549.0,117.0,131.0,113.0,93.0,https://pypi.org/project/perspective-python,6967.0,https://anaconda.org/conda-forge/perspective,2023-12-04 04:58:10.833,518759.0,1.0,,2023-11-29 16:47:42.000,15.0,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,486.0,2023-11-29 16:47:08.922,3.0,,,,,,,,,,,,,
25,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-31 21:54:07.762000,2024-01-31 21:05:41,785.0,20.0,365.0,74.0,283.0,56.0,508.0,4437.0,2024-01-31 21:31:51.000,3.10.0,,109778.0,141.0,1022.0,1022.0,30.0,https://pypi.org/project/dtale,103883.0,https://anaconda.org/conda-forge/dtale,2024-01-31 21:54:07.762,265313.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-31 21:54:07.762000,2024-01-31 21:05:41,785.0,20.0,365.0,74.0,283.0,56.0,508.0,4437.0,2024-01-31 21:31:51.000,3.10.0,,109778.0,141.0,1022.0,1022.0,30.0,https://pypi.org/project/dtale,103883.0,https://anaconda.org/conda-forge/dtale,2024-01-31 21:54:07.762,265313.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
27,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,31,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2024-02-08 03:16:02.000000,2024-02-04 15:51:29,2872.0,19.0,128.0,20.0,519.0,175.0,359.0,1682.0,2024-02-04 20:44:02.000,5.0.3,,77950.0,56.0,1802.0,1802.0,51.0,https://pypi.org/project/jupyterlab-lsp,46042.0,https://anaconda.org/conda-forge/jupyter-lsp,2024-01-17 23:02:45.582,1255130.0,1.0,,,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,1296.0,,,,,,,,,,,,,,,
28,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2024-01-29 13:55:28.000000,2024-01-29 13:53:38,515.0,5.0,224.0,40.0,251.0,150.0,157.0,1501.0,2023-02-15 19:39:15.846,0.11.3,,235952.0,49.0,10391.0,10199.0,33.0,https://pypi.org/project/ipympl,206645.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1522991.0,2.0,,2023-02-15 19:26:01.770,188.0,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,11390.0,2023-02-15 19:39:15.846,4.0,,,,,,,,,,,,,
29,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2024-02-13 17:52:25.000000,2024-02-10 21:27:57,1365.0,19.0,436.0,49.0,442.0,151.0,300.0,1273.0,2023-09-13 15:53:21.000,0.21.0,,39932.0,56.0,354.0,332.0,64.0,https://pypi.org/project/sparkmagic,37178.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,112951.0,1.0,,2023-09-13 15:53:21.000,22.0,,,,,,,,,,,,,,,,,,,,,,
30,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,31,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2024-02-05 20:40:58.000000,2024-01-02 13:34:27,1041.0,2.0,148.0,22.0,251.0,60.0,80.0,240.0,2023-07-31 10:35:35.000,5.9.2,223.0,20109220.0,26.0,265211.0,265211.0,79.0,https://pypi.org/project/nbformat,19618623.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,21094066.0,1.0,,,,,,,,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,33.0,,,,,,,,,,,,,,,
31,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2024-02-05 20:42:59.000000,2024-01-02 13:44:52,376.0,3.0,50.0,11.0,202.0,34.0,69.0,132.0,2023-11-07 18:01:22.000,0.9.0,416.0,16213912.0,32.0,148185.0,148185.0,37.0,https://pypi.org/project/nbclient,15932969.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,13484672.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
32,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,30,False,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2024-01-03 13:58:38.000000,2022-12-21 19:56:24,2660.0,,803.0,135.0,851.0,352.0,462.0,5145.0,2022-11-15 17:33:00.905,0.7.0,,424530.0,18.0,273.0,20.0,135.0,https://pypi.org/project/jupyter_contrib_nbextensions,403620.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1881961.0,1.0,,2022-11-15 17:33:00.905,253.0,,,,,,,,,,,,4.0,,,,,,,,,,
33,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2024-02-08 03:18:32.000000,2023-04-21 20:49:35,292.0,,297.0,48.0,97.0,111.0,43.0,1745.0,2023-02-27 00:06:57.430,0.5.0,,132207.0,19.0,5994.0,5926.0,55.0,https://pypi.org/project/ipython-sql,129428.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,250133.0,1.0,,2023-02-27 00:06:57.430,68.0,,,,,,,,,,,,,,,,,,,,,,
34,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2024-01-26 11:42:00.000000,2023-12-04 18:34:04,3409.0,4.0,319.0,44.0,935.0,264.0,644.0,1246.0,2023-09-05 12:35:02.000,0.9.1,308.0,13472.0,39.0,545.0,523.0,105.0,https://pypi.org/project/nbgrader,9023.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,155627.0,1.0,,2023-09-05 12:34:49.000,22.0,,,,,,,,,,,,,,,,,,,,,,
35,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,30,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2024-02-14 22:10:32.000000,2024-02-14 21:07:32,1939.0,86.0,288.0,23.0,2242.0,48.0,226.0,1118.0,2024-02-09 18:33:49.000,0.34.1,,4746.0,39.0,85.0,85.0,42.0,https://pypi.org/project/raiwidgets,4746.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,30,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2024-02-06 07:26:25.000000,2024-02-06 07:26:24,1599.0,27.0,304.0,28.0,463.0,85.0,282.0,511.0,2023-11-23 11:08:31.000,6.2.0,,203340.0,38.0,170.0,156.0,84.0,https://pypi.org/project/jupyterhub-kubespawner,202750.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-11-23 12:55:19.939,20666.0,1.0,,2023-11-23 11:08:31.000,14.0,,,,,,,,,,,,,,,,,,,,,,
37,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2024-02-13 09:23:34.000000,2024-02-13 09:23:34,1590.0,73.0,359.0,20.0,436.0,54.0,247.0,393.0,2023-11-27 17:40:41.000,16.2.1,,31924.0,44.0,454.0,405.0,121.0,https://pypi.org/project/oauthenticator,30764.0,https://anaconda.org/conda-forge/oauthenticator,2023-11-28 06:31:15.831,46412.0,1.0,,2023-11-27 17:40:41.000,49.0,,,,,,,,,,,,,,,,,,,,,,
38,xonsh,"Python-powered, cross-platform, Unix-gazing shell.",https://github.com/xonsh/xonsh,,kernels,29,False,xonsh,xonsh/xonsh,,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh/blob/main/license,2015-01-21 22:05:27.000,2024-02-14 14:14:30.000000,2024-02-13 01:17:28,10498.0,26.0,607.0,106.0,2603.0,282.0,2210.0,7751.0,2024-01-16 13:58:53.000,0.14.4,9675.0,26878.0,100.0,,,323.0,https://pypi.org/project/xonsh,26774.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
