,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
75,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,25,True,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,BSD-3-Clause,2015-04-09 09:40:33.000,2022-02-27 21:43:50.000000,2022-01-05 15:51:17,446.0,,42.0,10.0,84.0,35.0,61.0,382.0,2020-07-30 10:58:32.000,0.9.6,,107779.0,19.0,1715.0,1512.0,29.0,https://pypi.org/project/nbval,2020-07-30 10:58:32.000,203.0,104372.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,211259.0,2.0,,,,,,,,,,,,,,,,,,,,,,
76,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,25,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2022-06-27 21:24:39.000000,2022-06-27 21:24:37,380.0,32.0,47.0,12.0,117.0,12.0,28.0,57.0,2022-06-20 14:32:13.000,0.12.2,21.0,438671.0,38.0,50.0,,29.0,https://pypi.org/project/jupyter-packaging,2022-06-20 14:32:05.000,50.0,428128.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-06-21 12:51:47.176,263570.0,3.0,,,,,,,,,,,,,,,,,,,,,,
77,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2022-06-24 21:23:52.000000,2022-06-24 21:23:52,2711.0,74.0,317.0,77.0,861.0,273.0,447.0,2151.0,2018-11-07 17:41:58.000,0.1.0,,39.0,1.0,6.0,6.0,84.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,39.0,,,,2.0,,,,,,,,,,,,,,binderhub,,,,,,,,
78,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,24,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-06-13 22:52:52.000000,2022-03-15 12:00:47,1409.0,,489.0,92.0,438.0,159.0,403.0,2024.0,,,,23525.0,,7.0,7.0,89.0,,,,,,,,2.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-03-15 12:02:39.244788,29.0,2775960.0,,,,,,,,,,,,
79,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,331.0,,183.0,41.0,42.0,52.0,177.0,1861.0,2021-11-15 23:43:33.000,5.2.1,,2270.0,33.0,83.0,61.0,15.0,,,,,,,,1.0,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,22.0,2270.0,,,,,,,,,,,,,,,,,
80,mercury,Convert Python notebook to web app and share with others.,https://github.com/mljar/mercury,,notebook-tools,24,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,,2021-12-20 13:43:44.000,2022-06-30 14:41:42.000000,2022-06-30 14:41:32,313.0,112.0,104.0,24.0,12.0,31.0,72.0,1706.0,2022-06-22 07:49:55.000,1.0.1,,1750.0,43.0,61.0,61.0,5.0,https://pypi.org/project/mljar-mercury,2022-06-22 07:49:55.000,,1750.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
81,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,24,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-06-16 23:17:02.000000,2022-06-14 11:13:51,1014.0,25.0,217.0,62.0,638.0,110.0,193.0,1440.0,2022-06-13 23:40:07.000,0.13.0,1193.0,188.0,38.0,,,35.0,,,,,,,,1.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-06-14 12:11:58.584196,6.0,14254.0,,,,,,,,,,,,
82,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,24,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,146.0,26.0,154.0,67.0,136.0,743.0,2019-07-21 08:49:48.715,0.9.0,,15733.0,95.0,45.0,1.0,16.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,9864.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,263851.0,3.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1544.0,,,,,,,,,,,,,,,,,
83,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,24,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-05-30 23:29:14.790000,2022-05-27 13:53:40,97.0,3.0,80.0,12.0,43.0,17.0,28.0,644.0,2022-05-27 13:55:46.000,2.3.1,,23946.0,22.0,1601.0,1522.0,19.0,https://pypi.org/project/watermark,2022-05-27 13:55:46.000,79.0,20859.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,209949.0,2.0,,,,,,,,,,,,,,,,,,,,,,
84,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,24,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-06-23 14:43:02.000000,2022-06-01 01:16:06,582.0,8.0,59.0,31.0,327.0,12.0,82.0,330.0,2022-02-10 02:01:39.000,3.6.0,,13436.0,39.0,84.0,,11.0,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,6644.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,489095.0,3.0,,,,,,,,,,,,,,,,,,,,,,
85,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-05-31 17:34:28.000000,2022-05-31 17:31:46,396.0,2.0,233.0,78.0,77.0,47.0,124.0,3305.0,2022-05-31 17:34:28.000,0.7.5,40.0,1111.0,22.0,9.0,8.0,29.0,,,,,,,,2.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85547.0,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,,
86,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,23,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2022-06-07 04:50:44.000000,2022-06-07 04:50:41,2122.0,10.0,243.0,46.0,619.0,32.0,706.0,2369.0,2018-08-01 13:19:52.714,0.0.6,,12.0,6.0,4.0,4.0,108.0,,,,,,,,2.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,,12.0,,,,,,IHaskell/IHaskell,,,,,,,,,,,
87,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-06-27 06:47:51.574330,2022-06-24 09:09:04,589.0,1.0,288.0,60.0,138.0,56.0,509.0,1542.0,2022-01-03 22:04:04.000,1.3,,13993.0,17.0,,,41.0,,,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,73831.0,2.0,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-06-27 06:47:51.574330,44.0,1313599.0,,,,,,,,,IRkernel,,,
88,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,False,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2021-03-04 09:52:38.721000,2020-03-01 13:46:17,488.0,,106.0,21.0,55.0,51.0,32.0,901.0,2018-12-29 12:36:16.000,0.4.1,,295980.0,13.0,181.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,2018-12-29 12:36:16.000,181.0,281703.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2021-03-04 09:52:38.721,1013696.0,2.0,,,,,,,,,,,,,,,,,,,,,,
89,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,23,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2022-04-21 19:01:00.000000,2022-03-15 19:55:24,1150.0,,213.0,52.0,195.0,12.0,,701.0,2020-08-01 16:46:23.000,0.4.0,,11794.0,14.0,9.0,,103.0,https://pypi.org/project/toree,2022-04-21 19:01:00.000,9.0,11794.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
90,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,127.0,116.0,91.0,35.0,67.0,611.0,2019-06-03 21:24:10.000,0.10.2,,20801.0,20.0,151.0,137.0,21.0,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000,14.0,20801.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
91,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,23,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-06-23 09:42:26.000000,2022-06-19 14:42:46,389.0,36.0,44.0,7.0,115.0,24.0,129.0,561.0,2022-05-01 12:17:14.000,1.4.11,,48174.0,56.0,7.0,,34.0,https://pypi.org/project/jupyterlab_code_formatter,2022-05-01 12:17:14.000,7.0,29217.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2022-05-01 14:09:43.224,527895.0,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2022-05-01 12:16:20.880,,5066.0,,,,,,,,,,,,,,,,,
92,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,23,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,63.0,21.0,7.0,17.0,41.0,464.0,2018-01-15 18:14:37.000,0.9.0,,12572.0,10.0,262.0,240.0,3.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,22.0,12553.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1492.0,3.0,,,,,,,,,,,,,,,,,,,,,,
93,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,23,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-06-16 16:28:34.000000,2022-06-16 16:26:55,882.0,3.0,57.0,24.0,275.0,79.0,102.0,441.0,2022-06-16 15:38:57.000,1.0a4,64.0,15160.0,68.0,12.0,,21.0,https://pypi.org/project/itkwidgets,2022-06-16 15:50:05.000,12.0,7839.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,273270.0,3.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,2021-05-14 15:18:42.716,,964.0,,,,,,,,,,,,,,,,,
94,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,23,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2022-06-23 08:04:32.287000,2022-06-22 08:56:46,826.0,47.0,62.0,18.0,372.0,53.0,121.0,341.0,2022-06-14 10:37:23.000,0.14.0,,32474.0,74.0,3.0,,19.0,https://pypi.org/project/xeus-python,2022-06-15 11:52:07.000,3.0,8159.0,https://anaconda.org/conda-forge/xeus-python,2022-06-23 08:04:32.287,1021270.0,2.0,,,,,,,,,,,,,,,,,,,,,,
95,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,23,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2022-06-29 11:42:33.000000,2022-06-29 11:42:13,9066.0,570.0,21.0,15.0,1.0,,,333.0,2020-07-31 19:39:55.000,0.3.0,,1140.0,12.0,,,25.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,97.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,36512.0,2.0,,,,,,,,,,,,,,,,,,,,,,
96,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,23,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2022-06-29 10:31:06.000000,2022-02-07 12:02:17,208.0,,43.0,14.0,56.0,45.0,121.0,255.0,2022-02-07 15:18:40.000,1.8.2,,70484.0,47.0,30.0,4.0,10.0,https://pypi.org/project/ipyvuetify,2022-02-07 12:27:29.000,25.0,60966.0,https://anaconda.org/conda-forge/ipyvuetify,2022-02-07 15:52:42.724,78350.0,3.0,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2022-02-07 12:38:56.331,1.0,7280.0,,,,,,widgetti/ipyvuetify,,,,,,,,,,,
97,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,23,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2022-04-24 12:40:36.000000,2022-02-20 08:36:22,197.0,,19.0,6.0,23.0,2.0,45.0,226.0,2022-02-12 12:24:45.000,0.1.0,,30590.0,30.0,205.0,193.0,4.0,https://pypi.org/project/ipytest,2022-02-12 12:15:23.000,12.0,30590.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
98,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,False,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-06-22 05:20:15.000000,2021-03-29 11:25:59,209.0,,34.0,13.0,58.0,39.0,20.0,209.0,2021-03-29 11:25:34.632,0.6.0,,60588.0,12.0,546.0,534.0,9.0,https://pypi.org/project/ipywebrtc,2019-07-04 12:53:46.000,11.0,55817.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,256175.0,3.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,1.0,355.0,,,,,,,,,,,,,,,,,
99,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,23,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2022-06-27 11:49:10.000000,2022-06-27 11:48:12,1561.0,173.0,20.0,2.0,908.0,11.0,25.0,101.0,2021-09-07 13:41:02.000,0.7.0,,21241.0,771.0,225.0,199.0,13.0,https://pypi.org/project/mknotebooks,2022-06-27 11:49:10.000,26.0,21241.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
100,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,23,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2022-06-30 14:28:55.000000,2022-06-29 17:16:14,3347.0,371.0,33.0,15.0,805.0,250.0,379.0,59.0,2022-05-25 17:33:39.000,2.6.0,,960.0,14.0,,,26.0,https://pypi.org/project/jdaviz,2022-05-25 17:33:39.000,,960.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
101,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,22,True,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36,44.0,,244.0,18.0,37.0,42.0,32.0,1776.0,2021-06-11 15:17:12.000,0.3.0,,16596.0,13.0,75.0,75.0,8.0,https://pypi.org/project/colabcode,2021-06-11 15:17:12.000,,16596.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
102,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,22,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,207.0,46.0,12.0,22.0,8.0,765.0,2021-01-22 17:06:54.671,0.4.0,,16012.0,10.0,245.0,244.0,7.0,https://pypi.org/project/jupyterlab-dash,2019-07-13 16:38:26.000,1.0,2009.0,,,,1.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,14003.0,,,,,,,,,,,,,,,,,
103,datapane,Datapane is the easiest way to create data science reports from Python.,https://github.com/datapane/datapane,,others,22,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2022-06-29 21:18:23.000000,2022-06-23 22:27:01,350.0,30.0,47.0,12.0,9.0,9.0,70.0,565.0,2022-04-09 14:26:48.000,0.14.0,,11835.0,74.0,4.0,,12.0,https://pypi.org/project/datapane,2022-04-09 14:26:48.000,4.0,10581.0,https://anaconda.org/conda-forge/datapane,2022-04-10 13:49:10.441,28851.0,3.0,,,,,,,,,,,,,,,,,,,,,,
104,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,True,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2022-06-24 22:53:00.000000,2021-06-29 12:29:51,101.0,,62.0,29.0,47.0,40.0,25.0,533.0,2021-04-29 10:22:28.814,0.9.0,,6658.0,11.0,399.0,399.0,16.0,https://pypi.org/project/jupyterlab-drawio,2021-04-29 10:19:55.000,,1837.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2021-05-05 11:07:42.247,4874.0,1.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,,4447.0,,,,,,,,,,,,,,,,,
105,nbQA,"Run isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,22,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-06-20 20:24:19.000000,2022-06-20 20:24:18,610.0,4.0,31.0,6.0,476.0,5.0,246.0,514.0,2022-03-09 09:31:55.000,1.3.1,,31798.0,77.0,2.0,,24.0,https://pypi.org/project/nbqa,2022-03-09 09:31:55.000,2.0,30246.0,https://anaconda.org/conda-forge/nbqa,2022-05-28 11:26:58.183,31043.0,3.0,,,,,,,,,,,,,,,,,,,,,,
106,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,22,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-05-03 22:45:44.000000,2022-05-03 22:45:44,409.0,9.0,61.0,26.0,47.0,29.0,142.0,405.0,2022-03-31 08:36:27.000,0.34.2,50.0,20532.0,112.0,7.0,,18.0,https://pypi.org/project/octave_kernel,2022-03-31 08:36:20.000,7.0,14327.0,https://anaconda.org/conda-forge/octave_kernel,2022-03-31 10:34:34.891,409545.0,2.0,,,,,,,,,,,,,,,,,,,,,,
107,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,22,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,561.0,,115.0,40.0,197.0,14.0,162.0,394.0,2021-08-25 00:19:46.000,2.5.1,105.0,11640.0,27.0,6.0,,44.0,https://pypi.org/project/jupyter-kernel-gateway,2021-08-24 23:55:16.000,6.0,9127.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2021-08-25 14:07:50.232,173259.0,2.0,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,,,,
108,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2022-06-15 12:06:59.000000,2022-06-15 12:06:56,199.0,15.0,70.0,8.0,73.0,39.0,27.0,317.0,2021-12-06 09:34:12.000,0.6.1,55.0,38781.0,5.0,3.0,,22.0,https://pypi.org/project/jupyter-resource-usage,2021-12-06 09:34:10.000,3.0,20288.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,490731.0,2.0,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2021-12-06 09:34:07.883,,316.0,,,,,,,,,,,,,,,,,
109,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,22,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-06-22 14:17:08.997000,2022-06-21 23:17:54,367.0,27.0,50.0,18.0,105.0,36.0,93.0,265.0,2022-06-21 23:30:24.000,5.3.0,,23954.0,28.0,4.0,,19.0,https://pypi.org/project/dask-labextension,2022-06-21 23:23:11.000,4.0,5446.0,https://anaconda.org/conda-forge/dask-labextension,2022-06-22 14:17:08.997,560347.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-06-21 23:23:38.435,,2943.0,,,,,,,,,,,,,,,,,
110,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,True,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,184.0,1.0,25.0,18.0,41.0,24.0,25.0,244.0,2021-01-06 19:12:18.000,0.4.2,,66400.0,7.0,157.0,140.0,11.0,https://pypi.org/project/nteract-scrapbook,2021-01-06 19:12:18.000,17.0,66087.0,https://anaconda.org/conda-forge/nteract-scrapbook,2021-02-27 20:02:05.432,8775.0,3.0,,,,,,,,,,,,,,,,,,,,,,
111,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-03-31 15:56:58.000000,2021-06-27 18:55:19,167.0,,152.0,18.0,74.0,58.0,80.0,176.0,2020-08-28 12:01:56.000,1.3.2,,7524.0,9.0,101.0,94.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,7007.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,24856.0,1.0,,,,,,,,,,,,,,,,,,,,,,
112,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,22,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2022-05-23 09:12:47.321000,2022-05-19 10:50:15,287.0,21.0,7.0,5.0,36.0,3.0,6.0,29.0,2021-01-04 10:18:03.000,4.2.0,,78764.0,17.0,558.0,532.0,5.0,https://pypi.org/project/ipydatawidgets,2022-05-19 09:59:51.000,26.0,75502.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-05-23 09:12:47.321,156617.0,3.0,,,,,,,,,,,,,,,,,,,,,,
113,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,21,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2022-06-18 22:42:58.000000,2022-03-25 21:26:26,2361.0,,352.0,91.0,872.0,164.0,1096.0,3808.0,2021-06-02 09:44:54.000,2.16.3,,,90.0,,,89.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
