,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,cran_id,pypi,go_id,go_url,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,45,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-06-20 13:08:39.000000,2023-06-20 11:42:27,26590.0,114.0,4250.0,762.0,6894.0,1538.0,5601.0,15851.0,2021-01-30 02:36:56.000,7.18.1,320178.0,24138569.0,86.0,416282.0,416282.0,950.0,https://pypi.org/project/ipython,23895022.0,https://anaconda.org/conda-forge/ipython,2023-06-02 17:57:56.118,20711796.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,44,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-06-22 12:05:28.000000,2023-06-19 16:35:16,20145.0,87.0,4112.0,449.0,5739.0,703.0,6617.0,17686.0,2023-06-21 19:10:54.287,3.2.0,,3458290.0,102.0,71188.0,71181.0,660.0,https://pypi.org/project/bokeh,3290023.0,https://anaconda.org/conda-forge/bokeh,2023-06-16 13:23:47.229,11613042.0,1.0,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,2023-06-21 19:10:54.287,7.0,11334.0,,,,,,,,,,,,,,,,,
3,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-06-22 12:00:25.000000,2023-06-22 09:11:41,13402.0,63.0,4131.0,321.0,2254.0,1992.0,2689.0,11258.0,2023-04-06 15:10:11.599,6.5.4,13099.0,12546831.0,127.0,8861.0,23.0,635.0,https://pypi.org/project/notebook,12196002.0,https://anaconda.org/conda-forge/jupyter,2023-06-16 13:17:46.215,3406874.0,1.0,,,,,,jupyter/datascience-notebook,2021-05-12 18:26:55.000,8838.0,https://hub.docker.com/r/jupyter/datascience-notebook,2023-06-19 19:32:36.988324,1027.0,30028894.0,,,,,,,,,,
4,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,39,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2023-06-22 13:04:12.000000,2023-06-19 18:54:56,3970.0,25.0,523.0,50.0,907.0,496.0,625.0,1514.0,2023-06-19 18:56:39.083,7.6.0,481.0,16746292.0,78.0,222263.0,213847.0,260.0,https://pypi.org/project/nbconvert,16337810.0,https://anaconda.org/conda-forge/nbconvert,2023-06-19 19:22:16.371,12662688.0,1.0,,,,,,,2017-05-24 22:15:42.000,8416.0,,,,,,,,,,,,,,
5,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,38,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2023-06-21 20:56:17.000000,2023-06-14 14:28:06,6869.0,136.0,1911.0,267.0,2133.0,190.0,2115.0,7559.0,2023-06-08 08:41:01.436,4.0.1,,215598.0,73.0,2720.0,2340.0,337.0,https://pypi.org/project/jupyterhub,160672.0,https://anaconda.org/conda-forge/jupyterhub,2023-06-09 00:00:05.747,945647.0,1.0,,,,,,jupyterhub/jupyterhub,2022-06-06 14:27:26.000,380.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-06-14 14:35:09.238806,326.0,4730607.0,,,,,,,,,,
6,panel,Panel: The powerful data exploration & web app framework for Python.,https://github.com/holoviz/panel,,widgets,38,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-06-22 08:22:44.000000,2023-06-22 08:22:43,3043.0,355.0,344.0,52.0,2547.0,713.0,1897.0,2884.0,2023-06-21 14:04:15.994,1.1.1,,553129.0,304.0,7485.0,7338.0,127.0,https://pypi.org/project/panel,454139.0,https://anaconda.org/conda-forge/panel,2023-06-19 16:51:22.640,1031845.0,1.0,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,2023-06-21 14:04:15.994,2.0,70328.0,,2022-07-05 13:31:06.000,145.0,,,,,,,,,,,,,,
7,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,38,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-06-20 08:01:47.000000,2023-06-20 05:06:07,7750.0,25.0,922.0,75.0,1851.0,698.0,1299.0,2817.0,2023-03-28 15:17:11.056,8.0.6,,8252892.0,149.0,16683.0,7508.0,206.0,https://pypi.org/project/ipywidgets,8087375.0,https://anaconda.org/conda-forge/ipywidgets,2023-06-16 13:17:27.059,9909708.0,1.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2023-03-28 15:12:19.903,93.0,50288.0,,2017-02-27 19:03:36.000,9082.0,,,,,,,,,,,,,,
8,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,38,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2023-06-21 06:48:57.000000,2023-06-12 20:23:25,2841.0,13.0,337.0,35.0,664.0,252.0,228.0,556.0,2023-06-12 20:24:16.330,6.23.2,1548.0,14806926.0,118.0,274059.0,264124.0,168.0,https://pypi.org/project/ipykernel,14798992.0,https://anaconda.org/anaconda/ipykernel,2023-06-16 13:05:58.237,716497.0,1.0,,,,,,,2022-03-31 10:30:02.000,9899.0,,,,,36.0,,,,,,,,,
9,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/ydataai/ydata-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-06-21 12:55:41.000000,2023-06-21 12:32:35,1308.0,37.0,1489.0,152.0,666.0,161.0,522.0,10750.0,2023-06-21 12:39:17.000,4.3.1,,956398.0,46.0,894.0,708.0,110.0,https://pypi.org/project/pandas-profiling,951811.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,376174.0,1.0,,,,,,,2021-09-27 23:12:22.000,186.0,,,,,,ydataai/ydata-profiling,,,,,,,,
10,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,35,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-06-21 22:47:33.000000,2023-06-20 21:17:13,2317.0,14.0,383.0,69.0,496.0,104.0,488.0,6025.0,2023-06-04 20:30:40.247,1.14.6,,490961.0,117.0,5488.0,5298.0,78.0,https://pypi.org/project/jupytext,472595.0,https://anaconda.org/conda-forge/jupytext,2023-06-11 21:30:07.018,610086.0,1.0,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2023-06-04 20:20:55.075,2.0,7274.0,,2022-07-03 09:09:53.000,188.0,,,,,,,,,,,,,,
11,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,34,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-06-16 13:21:26.060000,2023-05-14 21:34:31,1939.0,18.0,184.0,23.0,253.0,103.0,224.0,368.0,,,,3140504.0,38.0,138040.0,138040.0,120.0,https://pypi.org/project/qtconsole,3092211.0,https://anaconda.org/conda-forge/qtconsole,2023-06-16 13:21:26.060,4104976.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,33,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-06-20 14:57:08.000000,2023-06-15 07:55:35,1383.0,12.0,472.0,75.0,667.0,293.0,386.0,4810.0,2022-10-26 15:14:01.592,0.4.0,698.0,237490.0,88.0,9960.0,9887.0,65.0,https://pypi.org/project/voila,232123.0,https://anaconda.org/conda-forge/voila,2023-06-16 16:11:55.055,277120.0,1.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,2.0,386.0,,2022-03-29 17:15:53.000,71.0,,,,,,,,,,,,,,
13,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,33,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-06-22 14:00:21.000000,2023-06-22 14:00:20,1728.0,79.0,393.0,36.0,433.0,66.0,145.0,3567.0,2023-06-12 18:23:14.000,0.3.3,,156333.0,51.0,1827.0,1827.0,39.0,https://pypi.org/project/evidently,156025.0,https://anaconda.org/conda-forge/evidently,2023-06-12 20:39:40.191,6788.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,33,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-06-16 19:24:49.553000,2023-06-11 07:57:10,1422.0,8.0,626.0,62.0,729.0,555.0,724.0,3412.0,2023-03-14 01:34:01.609,0.15.1,,106515.0,46.0,10421.0,10311.0,125.0,https://pypi.org/project/jupyter-book,103576.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,82298.0,1.0,,,,,,,2020-04-28 17:42:58.000,110.0,,,,,,,,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-05-29 17:53:06.000000,2023-05-29 17:47:50,10342.0,30.0,360.0,79.0,1520.0,54.0,2082.0,2447.0,2023-04-30 10:42:55.000,8.2.4,,1457.0,78.0,486.0,486.0,236.0,https://pypi.org/project/nikola,1457.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
16,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,33,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-06-06 16:50:28.000000,2023-06-06 16:50:15,1019.0,7.0,139.0,26.0,227.0,60.0,78.0,209.0,2023-05-31 13:33:50.000,5.9.0,157.0,14359076.0,24.0,221473.0,221473.0,76.0,https://pypi.org/project/nbformat,14167542.0,https://anaconda.org/conda-forge/nbformat,2023-05-31 13:59:17.447,16460435.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,,,129.0,,,,,,,,,,,,,,,,,
17,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,32,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2023-06-20 22:16:36.000000,2023-04-30 15:45:30,2000.0,21.0,161.0,46.0,365.0,77.0,237.0,2469.0,2023-04-30 16:02:31.000,3.2.1,,252159.0,29.0,262.0,118.0,45.0,https://pypi.org/project/nbdime,203534.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,866759.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2023-04-22 13:32:12.327,3.0,37513.0,,2023-04-30 15:45:50.349,141.0,,,,,,,4.0,,,,,,,
18,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,32,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-06-05 07:39:09.482000,2023-06-02 07:03:26,1146.0,1.0,325.0,64.0,563.0,215.0,340.0,1375.0,2023-06-02 07:09:46.000,0.17.3,,187615.0,66.0,4586.0,4586.0,83.0,https://pypi.org/project/ipyleaflet,130461.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1029545.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,,,45042.0,,,,,,,,,,,,,,,,,
19,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,32,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-06-22 13:45:34.000000,2023-06-22 13:45:30,361.0,14.0,49.0,12.0,187.0,34.0,68.0,120.0,2023-05-22 15:04:06.000,0.8.0,327.0,9715342.0,32.0,110404.0,110404.0,37.0,https://pypi.org/project/nbclient,9468425.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,9876130.0,1.0,,,,,,,,,,,,,,,,,,,,,,
20,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,31,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-03-26 09:07:10.000000,2023-03-26 09:07:05,11254.0,5.0,577.0,156.0,3985.0,185.0,1522.0,6035.0,2021-10-22 17:46:48.907,7.0.20,1447481.0,114497.0,94.0,42.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,3750.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,35.0,93718.0,,2019-07-16 03:59:16.000,5.0,,,,,,,,,,,,,,
21,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,31,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-06-16 16:09:40.383000,2023-06-08 14:23:52,939.0,1.0,392.0,92.0,347.0,129.0,246.0,5272.0,2022-08-15 04:13:05.241,2.4.0,,902123.0,72.0,5180.0,4971.0,109.0,https://pypi.org/project/papermill,894285.0,https://anaconda.org/conda-forge/papermill,2023-06-16 16:09:40.383,454645.0,2.0,,,,,,,2018-06-13 17:50:14.000,209.0,,,,,,,,,,,,,,
22,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,31,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-06-16 13:17:51.662000,2023-06-06 06:37:27,2821.0,65.0,962.0,122.0,466.0,53.0,289.0,2421.0,2023-04-14 13:35:06.415,8.6.1,,126902.0,45.0,290.0,,112.0,https://pypi.org/project/ipyparallel,116990.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,852460.0,1.0,,,,,,,2015-10-27 13:25:37.000,290.0,,,,,,,6.0,,,,,,,
23,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-06-16 13:22:32.078000,2023-06-16 01:18:19,510.0,2.0,212.0,39.0,246.0,141.0,150.0,1441.0,2023-02-15 19:39:15.846,0.11.3,,242794.0,49.0,7875.0,7742.0,32.0,https://pypi.org/project/ipympl,208767.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1367204.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2023-02-15 19:39:15.846,2.0,16272.0,,2022-04-25 12:03:10.000,131.0,,,,,,,,,,,,,,
24,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,31,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2023-06-16 13:24:44.059000,2023-04-05 15:30:30,1283.0,11.0,424.0,50.0,389.0,142.0,296.0,1228.0,2023-04-05 15:34:02.134,0.20.5,,25727.0,55.0,329.0,307.0,59.0,https://pypi.org/project/sparkmagic,24428.0,https://anaconda.org/conda-forge/sparkmagic,2023-06-16 13:24:44.059,90964.0,1.0,,,,,,,2023-01-30 15:51:14.959,22.0,,,,,,,,,,,,,,
25,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,31,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-06-22 07:12:30.000000,2023-06-19 14:19:17,12622.0,27.0,225.0,38.0,889.0,131.0,264.0,400.0,2023-05-25 17:04:53.000,2.6.0,1647.0,14081543.0,100.0,,,504.0,https://pypi.org/project/jupyter_server,13972172.0,https://anaconda.org/conda-forge/jupyter_server,2023-06-16 16:09:49.959,6231887.0,3.0,,,,,,,,,,,,,,,-4.0,,,,,,,
26,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-06-12 19:28:41.000000,,,,2676.0,,,2315.0,,13020.0,2023-06-08 16:55:57.893,4.0.2,,2265098.0,483.0,2472.0,,430.0,https://pypi.org/project/jupyterlab,1988772.0,https://anaconda.org/conda-forge/jupyterlab,2023-06-09 01:20:19.894,8132960.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,2023-06-08 16:55:57.893,349.0,179506.0,,2022-06-09 13:09:14.000,2123.0,,,,,,,,,,,,,,
27,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-06-20 08:57:18.000000,2023-06-19 13:57:19,3342.0,46.0,2891.0,191.0,1094.0,21.0,806.0,7756.0,,,,940405.0,,,,233.0,,,,,,2.0,,,,,,jupyter/scipy-notebook,,,https://hub.docker.com/r/jupyter/scipy-notebook,2023-06-19 19:30:36.171294,406.0,89338552.0,,,,,,,,,,
28,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,30,True,facets-overview,pair-code/facets,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,3.0,907.0,269.0,98.0,82.0,81.0,7141.0,2023-05-24 15:58:01.158,1.1.1,,118062.0,9.0,196.0,187.0,31.0,https://pypi.org/project/facets-overview,118062.0,,,,2.0,,,,,,,2023-01-30 13:48:01.697,9.0,,,,,,,,,,,,,,
29,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-06-22 04:49:00.000000,2023-06-20 06:51:18,5655.0,127.0,726.0,112.0,1467.0,96.0,551.0,6380.0,2023-06-20 14:35:02.022,2.3.0,,17567.0,107.0,24.0,11.0,89.0,https://pypi.org/project/perspective-python,5744.0,https://anaconda.org/conda-forge/perspective,2023-06-06 11:18:11.825,381466.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2023-06-20 14:39:05.075,3.0,1227.0,,2023-01-02 16:46:26.700,10.0,,,,,,,,,,,,,,
30,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-06-22 09:03:58.000000,2023-06-19 15:45:28,702.0,31.0,341.0,73.0,250.0,47.0,470.0,4080.0,2023-06-19 16:41:22.569,3.0.0,,146026.0,166.0,766.0,750.0,29.0,https://pypi.org/project/dtale,139943.0,https://anaconda.org/conda-forge/dtale,2023-06-19 18:36:50.273,225083.0,2.0,,,,,,,2022-06-17 17:45:42.000,16.0,,,,,,,,,,,,,,
31,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-06-22 09:03:58.000000,2023-06-19 15:45:28,702.0,31.0,332.0,73.0,250.0,46.0,470.0,4080.0,2023-06-19 15:47:08.000,3.0.0,,146026.0,128.0,750.0,750.0,29.0,https://pypi.org/project/dtale,139943.0,https://anaconda.org/conda-forge/dtale,2023-06-19 18:36:50.273,225083.0,1.0,,,,,,,,,,,,,,,,,,,,,,
32,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-06-16 13:16:29.498000,2023-04-11 14:07:26,3641.0,6.0,442.0,103.0,1019.0,216.0,364.0,3447.0,2023-04-11 15:00:49.000,0.12.39,,145211.0,61.0,43.0,43.0,62.0,https://pypi.org/project/bqplot,128163.0,https://anaconda.org/conda-forge/bqplot,2023-06-16 13:16:29.498,1174701.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,,,3228.0,,,,,,,,,,,,,,,,,
33,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,30,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-06-21 18:56:20.000000,2023-04-21 20:49:35,292.0,2.0,297.0,49.0,94.0,111.0,42.0,1702.0,2023-02-27 00:06:57.430,0.5.0,,103511.0,19.0,4772.0,4704.0,55.0,https://pypi.org/project/ipython-sql,100752.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,226278.0,1.0,,,,,,,2022-06-12 04:51:46.000,68.0,,,,,,,,,,,,,,
34,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,30,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-06-22 08:14:31.000000,2023-06-19 16:00:23,1898.0,14.0,291.0,46.0,1455.0,258.0,1349.0,1617.0,2023-03-29 14:23:28.000,3.15.0,,4803.0,126.0,55.0,46.0,58.0,https://pypi.org/project/elyra,2877.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,35007.0,1.0,@elyra/services,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,897.0,,2022-07-06 22:27:20.000,3.0,,,,,,,,,,,,,,
35,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,30,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-06-16 19:21:35.480000,2023-05-28 15:11:21,2631.0,38.0,118.0,16.0,469.0,171.0,304.0,1524.0,2023-05-28 15:29:13.000,4.2.0,,43979.0,46.0,1559.0,1559.0,48.0,https://pypi.org/project/jupyterlab-lsp,32932.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-06-16 19:21:35.480,209492.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,,,4699.0,,,,,,,,,,,,,,,,,
36,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-06-16 13:48:53.000000,2023-06-16 12:25:54,3387.0,21.0,319.0,42.0,910.0,244.0,633.0,1196.0,2023-06-16 12:26:21.798,0.8.4,166.0,5181.0,34.0,477.0,459.0,101.0,https://pypi.org/project/nbgrader,3301.0,https://anaconda.org/conda-forge/nbgrader,2023-06-16 13:21:18.863,144712.0,1.0,,,,,,,2022-07-06 09:43:23.000,18.0,,,,,,,,,,,,,,
37,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,30,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-06-22 03:44:14.000000,2023-06-06 07:42:18,1434.0,76.0,294.0,31.0,418.0,74.0,262.0,473.0,2023-05-31 09:13:00.761,6.0.0,,56666.0,35.0,147.0,133.0,80.0,https://pypi.org/project/jupyterhub-kubespawner,56085.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-06-16 19:25:10.727,15687.0,1.0,,,,,,,2018-01-30 12:48:13.000,14.0,,,,,,,,,,,,,,
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-06-16 16:14:52.865000,2023-06-06 07:04:54,1294.0,65.0,348.0,24.0,363.0,47.0,215.0,368.0,2022-09-08 08:55:21.120,15.1.0,,24079.0,31.0,399.0,354.0,112.0,https://pypi.org/project/oauthenticator,23321.0,https://anaconda.org/conda-forge/oauthenticator,2023-06-16 16:14:52.865,37925.0,1.0,,,,,,,2022-06-09 11:01:21.000,45.0,,,,,,,,,,,,,,
