,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,hex_id,bitbucket_id
38,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-07-21 13:51:59.000000,2023-07-21 13:51:37,3393.0,19.0,317.0,43.0,917.0,250.0,633.0,1210.0,2023-06-16 12:26:21.798,0.8.4,210.0,6778.0,36.0,484.0,466.0,103.0,https://pypi.org/project/nbgrader,4886.0,https://anaconda.org/conda-forge/nbgrader,2023-06-16 13:21:18.863,147497.0,1.0,,2023-07-21 13:51:59.000,18.0,,,,,,,,,,,,,,,,,,,
39,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,29,True,RISE,damianavila/RISE,conda-forge/rise,https://github.com/damianavila/RISE,BSD-3-Clause,2013-08-26 18:55:36.000,2023-06-16 16:08:42.704000,2023-04-07 08:27:12,764.0,,414.0,83.0,199.0,154.0,288.0,3565.0,2020-10-29 01:31:20.000,5.7.1,,12906.0,31.0,2702.0,2530.0,44.0,https://pypi.org/project/RISE,8646.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,276262.0,2.0,rise-reveal,2022-11-03 16:45:29.021,171.0,https://www.npmjs.com/package/rise-reveal,2019-07-03 12:51:16.722,1.0,10.0,,,,,,,,,,,,,,,
40,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,29,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-07-26 17:26:12.000000,2023-04-21 20:49:35,292.0,,265.0,49.0,95.0,108.0,42.0,1707.0,,,,180981.0,3.0,4857.0,4857.0,55.0,https://pypi.org/project/ipython-sql,178193.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,231436.0,1.0,,,,,,,,,,,,,,,,,,,,,,
41,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,29,True,elyra,elyra-ai/elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-07-19 05:21:42.000000,2023-06-19 16:00:23,1898.0,6.0,291.0,45.0,1457.0,258.0,1349.0,1641.0,2023-03-29 14:23:28.000,3.15.0,,4355.0,126.0,56.0,47.0,58.0,https://pypi.org/project/elyra,2441.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,37374.0,1.0,@elyra/services,2022-07-06 22:27:20.000,3.0,https://www.npmjs.com/package/@elyra/services,2023-03-29 00:30:07.768,6.0,847.0,,,,,,,,,,,,,,,
42,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,29,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-07-26 13:46:54.000000,2023-07-18 15:12:28,2681.0,47.0,323.0,48.0,782.0,162.0,353.0,1508.0,2022-10-18 19:01:00.000,2022.10.0,,2840.0,12.0,186.0,186.0,119.0,https://pypi.org/project/jupyter-repo2docker,2840.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
43,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,29,True,sos-notebook,vatlab/SOS,conda-forge/sos,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-06-20 14:53:13.483000,2023-06-15 19:17:00,7588.0,5.0,36.0,8.0,68.0,63.0,1377.0,255.0,2023-03-20 03:31:01.876,0.24.1,,5326.0,165.0,4442.0,4406.0,36.0,https://pypi.org/project/sos-notebook,1243.0,https://anaconda.org/conda-forge/sos,2023-06-20 14:53:13.483,155173.0,2.0,,2022-08-09 15:38:02.363,36.0,,,,,,,,,,,,,,,,,,,
44,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,28,False,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-07-26 18:50:15.000000,2023-07-26 18:50:14,1289.0,6.0,400.0,51.0,394.0,129.0,296.0,1236.0,2023-04-05 15:31:34.000,0.20.5,,30359.0,22.0,308.0,308.0,60.0,https://pypi.org/project/sparkmagic,28999.0,https://anaconda.org/conda-forge/sparkmagic,2023-06-16 13:24:44.059,96599.0,1.0,,,,,,,,,,,,,,,,,,,,,,
45,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,28,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-07-26 00:19:09.000000,2023-07-26 00:19:08,8161.0,177.0,220.0,44.0,3753.0,576.0,8516.0,1082.0,2022-10-12 16:44:26.000,2022.09.120,,2141.0,32.0,,,264.0,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,59949.0,2.0,,,,,,,,,,,,,,,,,,,,,,
46,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,28,False,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,2157.0,,159.0,42.0,374.0,164.0,261.0,1030.0,2019-12-04 15:06:08.000,1.1.18,,16455.0,19.0,257.0,257.0,33.0,https://pypi.org/project/pixiedust,15380.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,47336.0,2.0,,,,,,,,,,,,,,,,,,,,,,
47,responsible-ai-widgets,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,https://github.com/microsoft/responsible-ai-toolbox,,widgets,28,True,raiwidgets,microsoft/responsible-ai-toolbox,,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-07-27 13:41:48.000000,2023-07-26 00:28:24,1686.0,125.0,228.0,20.0,1903.0,44.0,222.0,898.0,2023-07-07 00:29:03.000,0.29.0,,5352.0,32.0,60.0,60.0,38.0,https://pypi.org/project/raiwidgets,5352.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
48,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,28,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-07-26 08:43:57.000000,2023-07-07 23:22:32,2564.0,6.0,253.0,34.0,603.0,162.0,195.0,322.0,2023-06-23 10:13:15.000,8.3.0,1211.0,22118456.0,60.0,,,129.0,https://pypi.org/project/jupyter-client,21649158.0,https://anaconda.org/conda-forge/jupyter_client,2023-06-25 13:58:35.934,16892857.0,2.0,,,,,,,,,,,,,,,,,,,,,,
49,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,27,False,qgrid,quantopian/qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2023-06-16 16:08:00.950000,2020-04-07 18:56:49,405.0,,424.0,88.0,104.0,178.0,127.0,2968.0,2020-04-07 16:43:54.000,1.3.1,,64964.0,73.0,89.0,,30.0,https://pypi.org/project/qgrid,58598.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,391235.0,2.0,qgrid,2020-04-07 16:43:54.000,86.0,https://www.npmjs.com/package/qgrid,2018-07-11 05:36:40.781,3.0,347.0,,,,,,,,,,,,,,,
50,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,27,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2023-07-26 16:14:23.000000,2023-07-26 16:14:19,1418.0,260.0,224.0,60.0,906.0,109.0,203.0,1536.0,2023-05-15 14:58:56.000,0.13.14,2112.0,213.0,64.0,,,40.0,,,,,,1.0,,,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2023-07-17 13:12:50.397725,6.0,17899.0,,,,,,,,,,
51,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,27,True,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,conda-forge/jupyter_nbextensions_configurator,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,BSD-3-Clause,2016-06-24 22:29:05.000,2023-06-16 13:20:40.292000,2023-06-10 07:46:30,525.0,9.0,118.0,19.0,69.0,61.0,34.0,943.0,2023-05-05 07:10:14.000,0.6.3,,484047.0,17.0,474.0,459.0,23.0,https://pypi.org/project/jupyter_nbextensions_configurator,466189.0,https://anaconda.org/conda-forge/jupyter_nbextensions_configurator,2023-06-16 13:20:40.292,1500089.0,2.0,,2022-11-15 16:25:34.569,15.0,,,,,,,,,,,,,,,,,,,
52,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,True,jupyter-dash,plotly/jupyter-dash,conda-forge/jupyter-dash,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-07-21 16:04:13.000000,2022-10-21 14:50:27,161.0,,237.0,42.0,49.0,52.0,26.0,933.0,2022-04-01 20:13:44.000,0.4.2,99.0,339919.0,14.0,3205.0,3132.0,10.0,https://pypi.org/project/jupyter-dash,322493.0,https://anaconda.org/conda-forge/jupyter-dash,2023-06-16 19:23:51.624,334580.0,2.0,jupyterlab-dash,2022-04-01 20:05:08.000,71.0,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,2.0,6969.0,,,,,,,,,,,,,,,
53,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,27,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-07-26 17:50:53.000000,2023-07-26 17:50:52,448.0,74.0,76.0,27.0,420.0,110.0,144.0,537.0,2023-03-02 22:39:14.000,0.32.6,85.0,13005.0,50.0,258.0,258.0,7.0,https://pypi.org/project/itkwidgets,6483.0,https://anaconda.org/conda-forge/itkwidgets,2023-06-16 16:12:17.646,337324.0,2.0,itkwidgets,,,https://www.npmjs.com/package/itkwidgets,,,497.0,,,,,,,,,,,,,,,
54,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,27,True,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2023-07-04 06:26:55.000000,2023-06-01 09:50:05,684.0,28.0,300.0,27.0,225.0,22.0,242.0,457.0,2021-12-15 16:31:08.730,0.0.1,,15406.0,16.0,188.0,162.0,66.0,https://pypi.org/project/dockerspawner,15078.0,https://anaconda.org/conda-forge/dockerspawner,2023-06-16 16:11:56.911,18393.0,2.0,,2021-07-22 10:16:21.000,26.0,,,,,,,,,,,,,,,,,,,
55,lux,Automatically visualize your pandas dataframe via a single print!.,https://github.com/lux-org/lux,,widgets,26,True,lux-api,lux-org/lux,conda-forge/lux-api,https://github.com/lux-org/lux,Apache-2.0,2020-01-08 04:53:29.000,2023-07-12 17:45:36.000000,2023-07-04 23:34:35,692.0,2.0,354.0,92.0,262.0,81.0,159.0,4661.0,2022-02-19 00:48:20.000,0.5.1,,9514.0,18.0,155.0,151.0,21.0,https://pypi.org/project/lux-api,8439.0,https://anaconda.org/conda-forge/lux-api,2023-06-16 19:24:44.344,20036.0,2.0,luxwidget,2022-02-19 00:46:49.000,2.0,https://www.npmjs.com/package/luxwidget,2022-02-17 19:41:18.102,2.0,385.0,,,,,,,,,,,,,,,
56,nbdev,Create delightful software with Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,26,True,nbdev,fastai/nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-07-04 18:19:11.000000,2023-05-31 20:49:34,1634.0,4.0,436.0,45.0,531.0,118.0,703.0,4437.0,2023-02-03 22:33:26.000,2.3.11,,56441.0,24.0,,,38.0,https://pypi.org/project/nbdev,56441.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
57,mercury,Convert Jupyter Notebooks to Web Apps.,https://github.com/mljar/mercury,,notebook-tools,26,True,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,AGPL-3.0,2021-12-20 13:43:44.000,2023-07-22 10:13:20.000000,2023-07-22 10:13:14,742.0,58.0,191.0,43.0,19.0,31.0,284.0,3353.0,2023-06-05 11:41:41.000,2.3.1,,477.0,37.0,53.0,53.0,8.0,https://pypi.org/project/mljar-mercury,477.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
58,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,False,beakerx,twosigma/beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,1689.0,,376.0,123.0,3797.0,349.0,4175.0,2765.0,2018-12-04 18:27:21.000,1.3.0,35.0,17065.0,39.0,,,43.0,https://pypi.org/project/beakerx,5964.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,607510.0,2.0,beakerx,,,https://www.npmjs.com/package/beakerx,,,257.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249162.0,,,,,,,,,,
59,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,26,True,,kaggle/docker-python,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2023-07-26 22:30:25.000000,2023-07-20 17:48:09,2228.0,40.0,855.0,91.0,951.0,14.0,306.0,2370.0,2023-07-08 23:06:46.000,c9685df01da5eb87edda0deeba7af579b10f8e27d22811b0c2b32be3078465ed,,1965.0,100.0,,,150.0,,,,,,3.0,,,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2023-07-08 22:58:34.518300,169.0,194612.0,,,,,,,,,,
60,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/widgetti/ipyvolume,,widgets,26,True,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,1007.0,12.0,230.0,52.0,123.0,183.0,131.0,1873.0,,,,61502.0,20.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,54235.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,439107.0,2.0,ipyvolume,,,https://www.npmjs.com/package/ipyvolume,,,1565.0,,,,,,,widgetti/ipyvolume,,,,,,,,
61,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,26,True,datalab,googledatalab/datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 21:15:20.926000,2022-09-02 20:50:03,2055.0,,261.0,82.0,1293.0,232.0,667.0,977.0,2022-09-02 21:15:20.926,1.2.1,,113403.0,19.0,12.0,,53.0,https://pypi.org/project/datalab,113403.0,,,,3.0,,2022-09-02 21:15:20.926,12.0,,,,,,,,,,,,,,,,,,,
62,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,26,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2023-07-27 13:51:03.000000,2023-07-27 13:51:02,12435.0,815.0,75.0,20.0,1013.0,703.0,360.0,655.0,2023-04-28 21:31:24.000,0.19.0,,1392.0,14.0,,,61.0,https://pypi.org/project/lfortran,82.0,https://anaconda.org/conda-forge/lfortran,2023-06-16 16:16:06.531,62902.0,1.0,,2020-07-31 19:39:55.000,,,,,,,,,,,,,,,,,,,,
63,Kernel Gateway,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,26,True,jupyter-kernel-gateway,jupyter/kernel_gateway,conda-forge/jupyter_kernel_gateway,https://github.com/jupyter-server/kernel_gateway,BSD-3-Clause,2015-09-21 15:34:11.000,2023-06-16 13:21:45.404000,2023-03-02 17:55:59,566.0,,128.0,40.0,201.0,15.0,168.0,447.0,2023-02-06 19:50:03.769,2.5.2,138.0,11847.0,28.0,43.0,37.0,44.0,https://pypi.org/project/jupyter-kernel-gateway,9411.0,https://anaconda.org/conda-forge/jupyter_kernel_gateway,2023-06-16 13:21:45.404,199597.0,1.0,,2021-08-24 23:55:16.000,6.0,,,,,,,,,,,jupyter-server/kernel_gateway,,,,,,,,
64,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,26,True,metakernel,Calysto/metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2023-07-10 17:36:32.644000,2023-07-10 14:17:26,1142.0,3.0,84.0,17.0,122.0,29.0,115.0,316.0,2023-07-10 14:17:44.000,0.29.5,107.0,41281.0,54.0,757.0,757.0,33.0,https://pypi.org/project/metakernel,20535.0,https://anaconda.org/conda-forge/metakernel,2023-07-10 17:36:32.644,725957.0,1.0,,,,,,,,,,,,,,,,,,,,,,
65,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,26,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-06-16 16:15:58.169000,2023-04-26 08:52:00,246.0,,49.0,14.0,74.0,60.0,131.0,304.0,2023-04-18 19:26:36.690,1.8.10,,122962.0,55.0,905.0,866.0,12.0,https://pypi.org/project/ipyvuetify,111923.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,135563.0,2.0,jupyter-vuetify,2023-04-18 17:25:44.404,36.0,https://www.npmjs.com/package/jupyter-vuetify,2023-04-18 19:26:36.690,3.0,8215.0,,,,,,,widgetti/ipyvuetify,,,,,,,,
66,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,26,True,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2023-07-12 19:20:16.000000,2023-07-12 19:20:15,996.0,27.0,132.0,18.0,237.0,71.0,118.0,296.0,2023-04-20 15:00:02.386,4.0.0,,175526.0,29.0,126.0,2.0,69.0,https://pypi.org/project/jupyter-server-proxy,144620.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2023-06-16 16:14:16.845,1348873.0,2.0,@jupyterlab/server-proxy,2023-04-20 15:00:02.386,121.0,https://www.npmjs.com/package/@jupyterlab/server-proxy,2022-09-08 00:27:55.674,3.0,5456.0,,,,,,,,4.0,,,,,,,
67,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,26,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-07-25 23:58:20.000000,2023-07-25 23:58:19,213.0,7.0,38.0,5.0,67.0,23.0,71.0,264.0,2023-07-04 03:52:21.684,0.24.2,,75001.0,31.0,1437.0,1354.0,19.0,https://pypi.org/project/mkdocs-jupyter,73672.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-07-04 06:29:02.830,42542.0,2.0,,2023-07-04 03:52:21.684,83.0,,,,,,,,,,,,,,,,,,,
68,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,25,True,knowledge-repo,airbnb/knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-07-20 11:16:46.000000,2023-04-17 04:04:39,1329.0,,710.0,176.0,478.0,129.0,167.0,5346.0,2023-02-22 03:49:00.886,0.9.3,,559.0,33.0,1.0,,73.0,https://pypi.org/project/knowledge-repo,559.0,,,,2.0,,2022-04-20 02:55:58.000,1.0,,,,,,,,,,,,,,,,,,,
69,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,25,True,,jupyter/nbviewer,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2023-07-25 21:05:05.000000,2023-01-27 08:04:32,1494.0,,527.0,93.0,461.0,174.0,405.0,2141.0,,,,21251.0,,12.0,12.0,96.0,,,,,,2.0,,,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2023-01-27 08:07:14.487852,33.0,2783970.0,,,,,,,,,,
70,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,25,False,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176.0,39.0,173.0,58.0,173.0,883.0,2022-08-31 09:02:38.000,2.4.1,,77173.0,18.0,26.0,26.0,30.0,https://pypi.org/project/pythreejs,67360.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,498387.0,2.0,jupyter-threejs,,,https://www.npmjs.com/package/jupyter-threejs,,,4018.0,,,,,,,,,,,,,,,
71,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,25,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,24.0,87.0,13.0,47.0,17.0,28.0,818.0,2023-05-23 15:47:43.000,2.4.0,,27421.0,17.0,1962.0,1962.0,19.0,https://pypi.org/project/watermark,19147.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,264779.0,2.0,,,,,,,,,,,,,,,,,,,,,,
72,Stencila,"Author, collaborate on, and publish beautiful interactive documents.",https://github.com/stencila/stencila,,notebook-sharing,25,True,,stencila/stencila,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-07-26 22:53:32.000000,2023-07-24 07:27:03,10569.0,31.0,39.0,25.0,1037.0,77.0,562.0,682.0,2023-06-22 06:49:21.000,2.0.0-alpha.5,4102.0,455.0,100.0,9.0,,36.0,,,,,,2.0,stencila,,,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059,9.0,155.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,,,,
73,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,25,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-06-25 17:12:22.000000,2023-06-25 17:10:39,207.0,9.0,39.0,10.0,98.0,18.0,72.0,484.0,2023-06-11 13:28:34.000,1.5.3,,409695.0,38.0,279.0,279.0,6.0,https://pypi.org/project/itables,408395.0,https://anaconda.org/conda-forge/itables,2023-06-11 15:02:14.701,23402.0,2.0,,,,,,,,,,,,,,,,,,,,,,
74,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,25,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-07-26 08:12:08.000000,2023-07-26 08:12:08,363.0,9.0,95.0,8.0,126.0,40.0,42.0,379.0,2023-02-20 14:55:01.817,0.7.2,225.0,40739.0,11.0,408.0,400.0,33.0,https://pypi.org/project/jupyter-resource-usage,26985.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,539549.0,2.0,@jupyter-server/resource-usage,2023-01-06 07:20:00.619,6.0,https://www.npmjs.com/package/@jupyter-server/resource-usage,2023-02-20 14:54:28.527,2.0,259.0,,,,,,,,,,,,,,,
75,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,25,True,jupyter-console,jupyter/jupyter_console,conda-forge/jupyter_console,https://github.com/jupyter/jupyter_console,BSD-3-Clause,2015-04-09 06:58:55.000,2023-06-16 13:18:03.803000,2023-03-06 14:13:15,629.0,,143.0,27.0,140.0,60.0,93.0,222.0,2023-03-06 14:13:35.000,6.6.3,292.0,4917270.0,18.0,,,60.0,https://pypi.org/project/jupyter-console,4873966.0,https://anaconda.org/conda-forge/jupyter_console,2023-06-16 13:18:03.803,3765955.0,2.0,,,,,,,,,,,,,,,,,,,,,,
76,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,25,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-07-04 06:27:47.000000,2023-06-05 08:00:57,186.0,19.0,171.0,20.0,79.0,71.0,83.0,190.0,2020-08-28 12:01:56.000,1.3.2,,15984.0,9.0,119.0,112.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,15463.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,31781.0,1.0,,2020-08-28 12:01:56.000,7.0,,,,,,,,,,,,,,,,,,,
