,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,cran_id,pypi,go_id,go_url,gem_id,hex_id,docs_url,bitbucket_id
120,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,21,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2024-03-06 21:20:20.000000,2024-03-01 14:33:08,241.0,8.0,73.0,16.0,111.0,35.0,42.0,541.0,2023-08-25 14:12:11.000,0.9.0,,60158.0,123.0,8.0,3.0,20.0,https://pypi.org/project/jupyterlab-nvdashboard,2023-12-04 16:35:05.000,2.0,59210.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2023-06-16 16:21:24.095,38505.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,3.0,193.0,,,,,,,,,,,,,,,
121,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,21,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-03-01 01:43:30.000000,2024-02-01 02:10:41,658.0,6.0,60.0,30.0,447.0,11.0,91.0,369.0,2023-07-18 13:09:18.000,4.0.0,,34149.0,28.0,4.0,4.0,15.0,https://pypi.org/project/vega,,,27952.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,576393.0,3.0,,,,,,,,,,,,,,,,,,,,
122,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,21,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-08-04 21:07:12.374000,2023-08-04 14:43:59,410.0,,59.0,17.0,120.0,45.0,101.0,305.0,2023-11-07 09:41:30.000,7.0.0,,29854.0,21.0,3.0,3.0,24.0,https://pypi.org/project/dask-labextension,,,7524.0,https://anaconda.org/conda-forge/dask-labextension,2023-08-04 21:07:12.374,945881.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,,,333.0,,,,,,,,,,,,,,,
123,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,21,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-07-28 15:17:36.000000,2023-07-28 15:17:32,177.0,,30.0,6.0,60.0,,44.0,294.0,2021-02-04 22:39:49.000,0.8.0,,8762.0,2.0,166.0,166.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,,,6278.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,32213.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,,,1614.0,,,,,,,,,,,,,,,
124,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,21,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-10-07 22:03:22.000000,2023-07-28 20:05:17,217.0,,19.0,9.0,84.0,18.0,39.0,197.0,2023-07-28 20:17:21.000,0.8.4,,10673.0,13.0,227.0,227.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,,,7314.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2023-07-28 22:34:41.159,107852.0,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,,,278.0,,,,,,,,,,,,,,,
125,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,21,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2024-03-01 13:05:09.000000,2024-02-27 14:23:35,138.0,5.0,17.0,7.0,76.0,5.0,9.0,63.0,2024-02-27 15:52:41.000,1.10.2,,123505.0,22.0,737.0,737.0,6.0,https://pypi.org/project/ipyvue,,,116618.0,https://anaconda.org/conda-forge/ipyvue,2024-02-28 15:53:16.864,120668.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,,,4206.0,,,,,,widgetti/ipyvue,,,,,,,,,
126,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,21,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,307.0,,9.0,6.0,47.0,8.0,10.0,39.0,2023-06-14 12:41:06.000,4.3.5,,74864.0,22.0,1080.0,1050.0,5.0,https://pypi.org/project/ipydatawidgets,2023-06-14 11:16:58.611,30.0,71097.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,259963.0,3.0,,,,,,,,,,,,,,,,,,,,
127,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,20,False,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-09-08 15:20:37.000000,2022-04-28 20:49:58,640.0,,552.0,41.0,255.0,53.0,39.0,6129.0,2020-10-27 19:53:29.453,5.11.0,,51.0,71.0,5.0,2.0,27.0,,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,3.0,51.0,,,,,,,5.0,,,,,,,,
128,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,20,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2024-02-18 08:24:09.000000,2024-02-17 19:17:42,721.0,3.0,398.0,117.0,272.0,126.0,707.0,2730.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,107.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
129,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,20,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,264.0,,93.0,21.0,29.0,40.0,29.0,853.0,,,,4639.0,1.0,252.0,252.0,7.0,https://pypi.org/project/notedown,,,4124.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35561.0,3.0,,,,,,,,,,,,,,,,,,,,
130,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,20,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2023-12-06 04:45:55.894000,2018-12-04 14:43:25,32.0,,81.0,21.0,8.0,23.0,41.0,642.0,2018-01-15 18:11:51.000,0.9.0,,23300.0,8.0,411.0,411.0,3.0,https://pypi.org/project/pivottablejs,,,23271.0,https://anaconda.org/anaconda/pivottablejs,2023-12-06 04:45:55.894,2891.0,3.0,,,,,,,,,,,,,,,,,,,,
131,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,20,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,69.0,28.0,52.0,42.0,25.0,587.0,,,,4741.0,1.0,1355.0,1355.0,15.0,https://pypi.org/project/jupyterlab-drawio,,,1909.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,21461.0,2.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,,,2201.0,,,,,,,,,,,,,,,
132,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,20,True,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2024-03-06 22:53:59.000000,2024-03-06 22:53:59,385.0,42.0,67.0,19.0,106.0,14.0,135.0,553.0,2020-09-05 22:35:32.000,2.3.0,,29641.0,11.0,,,18.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2024-02-20 14:40:03.362,1274586.0,3.0,,,,,,,,,,,,,,,,,,,,
133,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2024-02-25 09:55:17.000000,2023-04-14 07:14:04,272.0,,39.0,20.0,112.0,19.0,24.0,449.0,2022-04-19 10:58:08.000,2.0.3,,1791.0,8.0,42.0,39.0,4.0,https://pypi.org/project/nbtutor,2022-04-19 10:58:08.000,3.0,149.0,https://anaconda.org/conda-forge/nbtutor,2023-06-16 13:17:46.107,142907.0,3.0,,,,,,,,,,,,,,,,,,,,
134,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,20,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2024-02-10 03:57:24.000000,2024-02-10 03:57:24,386.0,3.0,54.0,8.0,110.0,12.0,51.0,307.0,,,,2029.0,10.0,46.0,46.0,4.0,https://pypi.org/project/jupyter-flex,,,1626.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,16745.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,,,5.0,,,,,,,,,,,,,,,
135,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,20,False,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2023-06-16 19:25:35.462000,2022-07-20 12:02:54,113.0,,35.0,5.0,46.0,21.0,17.0,200.0,2022-07-20 12:04:00.552,4.0.0,,3214.0,13.0,1319.0,1316.0,7.0,https://pypi.org/project/theme-darcula,2022-07-20 12:04:00.552,,2414.0,https://anaconda.org/conda-forge/theme-darcula,2023-06-16 19:25:35.462,23785.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2022-07-20 12:02:58.154,3.0,121.0,,,,,,,,,,,,,,,
136,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,20,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2024-02-23 22:09:46.000000,2024-02-20 07:57:44,656.0,17.0,25.0,9.0,322.0,25.0,44.0,184.0,2024-01-02 11:09:14.000,0.4.2,5346.0,1818.0,61.0,3.0,3.0,12.0,https://pypi.org/project/jupyverse,2024-01-02 11:09:06.000,,633.0,https://anaconda.org/conda-forge/fps-auth,2024-01-02 12:50:50.347,24035.0,3.0,,,,,,,,,,,,,,,,,,,,
137,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,BSD-3-Clause,2016-11-21 02:23:14.000,2024-01-11 09:22:04.000000,2018-09-20 15:43:57,188.0,,33.0,12.0,29.0,22.0,20.0,181.0,2018-03-23 20:36:58.000,0.4.1,,4819.0,14.0,153.0,153.0,6.0,https://pypi.org/project/spylon-kernel,2018-03-23 20:36:58.000,,3309.0,https://anaconda.org/conda-forge/spylon-kernel,2023-06-16 13:20:41.310,128387.0,3.0,,,,,,,,,,,,,,,,,,,,
138,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,20,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2024-03-04 17:09:17.000000,2024-02-29 16:28:43,1703.0,14.0,34.0,10.0,498.0,33.0,457.0,151.0,,,,1981.0,,,,25.0,,,,,,,,3.0,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2024-02-29 16:29:47.151305,5.0,170412.0,,,,,,,,,,
139,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,20,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2023-08-11 11:59:54.000000,2023-08-11 11:59:53,1742.0,,20.0,2.0,1078.0,13.0,26.0,122.0,2023-08-07 10:13:29.000,0.8.0,,20183.0,15.0,512.0,512.0,14.0,https://pypi.org/project/mknotebooks,,,20183.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
140,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,20,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2024-02-04 01:33:19.000000,2024-02-04 01:33:18,238.0,1.0,77.0,13.0,65.0,32.0,48.0,110.0,,,,32328.0,9.0,48.0,48.0,22.0,https://pypi.org/project/jupyter-rsession-proxy,,,31612.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2023-06-25 05:31:24.530,23654.0,2.0,,,,,,,,,,,,,,,,,,,,
141,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,20,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2024-02-01 09:30:12.000000,2024-02-01 09:30:12,240.0,5.0,47.0,9.0,70.0,27.0,49.0,88.0,2023-06-08 13:14:00.415,1.0.1,,5152.0,20.0,42.0,41.0,21.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-06-08 13:14:00.415,1.0,4585.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,31779.0,3.0,,,,,,,,,,,,,,,,,,,,
142,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2024-02-05 20:40:47.000000,2024-01-02 13:42:37,435.0,4.0,46.0,12.0,142.0,11.0,30.0,61.0,2022-08-25 15:31:47.000,0.12.3,62.0,382532.0,32.0,,,30.0,https://pypi.org/project/jupyter-packaging,,,370549.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,551206.0,3.0,,,,,,,,,,,,,,,,,,,,
143,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,19,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,261.0,19.0,39.0,43.0,33.0,2009.0,,,,3421.0,,169.0,169.0,8.0,https://pypi.org/project/colabcode,,,3421.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
144,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,19,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2024-01-28 02:10:35.000000,2019-12-08 22:22:20,90.0,,209.0,34.0,14.0,83.0,59.0,1025.0,2019-05-06 03:28:50.000,1.3.0,157687.0,2285.0,5.0,,,4.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
145,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2024-02-17 10:09:11.000000,2023-10-01 17:07:29,1172.0,,220.0,49.0,222.0,,,729.0,,,,7315.0,,,,107.0,https://pypi.org/project/toree,,,7315.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
146,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,19,False,,jupyterlab/jupyterlab-toc,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,523.0,,102.0,30.0,63.0,64.0,51.0,724.0,2018-04-16 17:16:10.000,0.2.0,,108126.0,1.0,,,14.0,,,,,,,,2.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,,,108126.0,,,,,,,,,,,,,,,
147,ipysheet,Jupyter handsontable integration.,https://github.com/jupyter-widgets-contrib/ipysheet,,widgets,19,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/jupyter-widgets-contrib/ipysheet,MIT,2017-07-10 13:46:31.000,2024-01-04 06:37:51.000000,2024-01-04 06:37:51,311.0,2.0,66.0,20.0,125.0,63.0,60.0,535.0,,,,81583.0,15.0,7.0,7.0,14.0,https://pypi.org/project/ipysheet,,,78997.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,107340.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,,,855.0,,,,,,jupyter-widgets-contrib/ipysheet,,,,,,,,,
148,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,19,False,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,38.0,17.0,65.0,45.0,47.0,401.0,,,,1592.0,7.0,337.0,337.0,15.0,https://pypi.org/project/nteract-testbook,,,22.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,62831.0,3.0,,,,,,,,,,,,,,,,,,,,
149,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2023-08-03 14:11:51.000000,2023-08-03 14:11:49,247.0,,99.0,32.0,90.0,21.0,41.0,395.0,2023-08-03 14:12:11.000,4.0.0,30.0,2834.0,7.0,6.0,6.0,17.0,https://pypi.org/project/jupyterlab-github,,,2273.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,,,561.0,,,,,,,,,,,,,,,
150,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,19,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2024-02-05 14:28:40.000000,2024-02-05 14:28:39,541.0,5.0,21.0,13.0,28.0,5.0,194.0,342.0,2020-02-02 22:32:28.000,0.1.6,,133.0,26.0,19.0,19.0,3.0,https://pypi.org/project/pylantern,,,133.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
151,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,19,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2024-02-15 00:39:31.021000,2024-02-14 22:31:10,60.0,5.0,44.0,8.0,50.0,8.0,55.0,325.0,,,,60941.0,13.0,4.0,4.0,17.0,https://pypi.org/project/jupyterlab-execute-time,,,58167.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2024-02-15 00:39:31.021,59332.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,,,1213.0,,,,,,,,,,,,,,,
152,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,False,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2023-06-16 19:26:36.235000,2022-08-04 11:15:04,66.0,,26.0,13.0,12.0,4.0,10.0,293.0,2022-08-04 11:25:18.993,0.1.4,,26524.0,5.0,108.0,101.0,5.0,https://pypi.org/project/treon,2022-08-04 11:25:18.993,7.0,26246.0,https://anaconda.org/conda-forge/treon,2023-06-16 19:26:36.235,9203.0,3.0,,,,,,,,,,,,,,,,,,,,
