,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,conda_dependent_project_count,updated_github_id,new_addition,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
115,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-03-29 09:07:02.000000,2023-03-29 09:05:21,401.0,,255.0,83.0,78.0,54.0,128.0,3677.0,2022-05-31 17:34:28.000,0.7.5,43.0,936.0,22.0,14.0,13.0,29.0,,,,,,,,2.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,87051.0,,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,2022-05-31 17:31:46,1.0,,,
116,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,22,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-09-27 20:57:02.000000,2023-04-27 23:44:02,329.0,,154.0,29.0,107.0,80.0,56.0,840.0,2021-10-12 17:42:50.869,1.8.1,,56824.0,40.0,5.0,,20.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,4.0,4806.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2045659.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,1.0,877.0,,,,,,,,,,,,,,,,,,
117,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,67.0,29.0,52.0,42.0,25.0,574.0,2021-04-29 10:22:28.814,0.9.0,,5840.0,11.0,1337.0,1335.0,16.0,https://pypi.org/project/jupyterlab-drawio,2021-04-29 10:19:55.000,,2734.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,19639.0,1.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,2.0,2429.0,,,,,,,,,,,,,,,,,,
118,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,22,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2023-10-04 21:24:18.000000,2023-08-25 13:35:42,232.0,3.0,70.0,16.0,101.0,33.0,40.0,523.0,2023-08-25 14:12:11.000,0.9.0,,71535.0,122.0,6.0,2.0,18.0,https://pypi.org/project/jupyterlab-nvdashboard,2023-10-04 21:24:18.000,2.0,70410.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2023-06-16 16:21:24.095,36372.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,2.0,335.0,,,,,,,,,,,,,,,,,,
119,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,22,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2023-06-16 13:23:23.036000,2023-05-18 15:12:24,102.0,,70.0,25.0,16.0,7.0,53.0,428.0,2023-05-18 14:28:00.000,0.9.0,,4217.0,17.0,370.0,349.0,9.0,https://pypi.org/project/appmode,2020-06-09 08:23:50.000,21.0,1163.0,https://anaconda.org/conda-forge/appmode,2023-06-16 13:23:23.036,216871.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
120,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,22,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2023-10-04 02:09:36.000000,2023-10-04 02:09:34,382.0,10.0,53.0,7.0,103.0,10.0,50.0,295.0,2023-03-28 23:50:00.718,0.9.1,,1587.0,18.0,47.0,45.0,4.0,https://pypi.org/project/jupyter-flex,2021-09-29 21:27:13.000,,931.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,15584.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,2.0,235.0,,,,,,,,,,,,,,,,,,
121,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,False,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2023-06-16 19:17:54.716000,2022-04-13 16:57:42,184.0,,28.0,19.0,41.0,24.0,25.0,268.0,2021-01-06 19:12:18.000,0.4.2,,13340.0,7.0,305.0,287.0,11.0,https://pypi.org/project/nteract-scrapbook,2021-01-06 19:12:18.000,18.0,12989.0,https://anaconda.org/conda-forge/nteract-scrapbook,2023-06-16 19:17:54.716,15448.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
122,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,22,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,23.0,21.0,109.0,35.0,39.0,197.0,2021-12-15 14:37:42.138,0.0.0,,65955.0,19.0,16.0,15.0,7.0,https://pypi.org/project/bookstore,2013-09-26 04:24:45.000,1.0,65955.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
123,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,22,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-07-28 22:34:41.159000,2023-07-28 20:05:17,217.0,8.0,18.0,9.0,83.0,17.0,39.0,188.0,2023-07-28 20:19:38.000,0.8.4,,10878.0,19.0,191.0,188.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2023-07-28 20:19:38.000,1.0,6930.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2023-07-28 22:34:41.159,94357.0,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,2.0,803.0,,,,,,,,,,,,,,,,,,
124,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,22,True,jupyter-rsession-proxy,jupyterhub/jupyter-rsession-proxy,conda-forge/jupyter-rsession-proxy,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2023-06-25 05:31:24.530000,2023-06-23 00:48:01,236.0,,84.0,13.0,65.0,32.0,48.0,109.0,2023-06-23 01:00:00.721,2.2.0,,8894.0,14.0,46.0,45.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,2022-09-07 23:29:00.801,1.0,8132.0,https://anaconda.org/conda-forge/jupyter-rsession-proxy,2023-06-25 05:31:24.530,21353.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
125,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,22,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2023-09-18 14:54:11.000000,2023-09-07 14:55:32,128.0,11.0,14.0,6.0,68.0,6.0,7.0,55.0,2023-09-07 15:01:13.667,1.10.1,,168702.0,29.0,604.0,574.0,4.0,https://pypi.org/project/ipyvue,2023-09-07 15:01:01.000,18.0,161431.0,https://anaconda.org/conda-forge/ipyvue,2023-09-07 16:06:30.904,108074.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2023-09-07 15:01:13.667,12.0,4570.0,,,,,,,,widgetti/ipyvue,,,,,,,,,,
126,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,22,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,307.0,,9.0,5.0,47.0,8.0,10.0,38.0,2023-06-14 12:41:06.000,4.3.5,,95976.0,22.0,957.0,928.0,5.0,https://pypi.org/project/ipydatawidgets,2023-06-14 11:16:58.611,29.0,92115.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,247108.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
127,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,False,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-12-25 14:22:01.000000,2021-11-22 20:42:15,846.0,,394.0,75.0,32.0,3.0,91.0,3187.0,2021-07-13 22:12:59.000,0.13.2,,10235.0,4.0,,,11.0,,,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,542500.0,,,,,,,,,,,,,
128,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,21,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2023-09-25 10:00:46.000000,2023-08-05 06:50:25,531.0,9.0,267.0,64.0,223.0,149.0,123.0,2775.0,,,,5495.0,20.0,,,26.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2023-09-10 19:24:00.969,219836.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
129,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,21,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2023-08-18 00:03:30.000000,2023-06-02 22:48:38,718.0,,393.0,119.0,269.0,122.0,702.0,2683.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,106.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
130,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,284.0,19.0,39.0,63.0,33.0,1970.0,2021-06-11 15:17:12.000,0.3.0,,3253.0,13.0,140.0,140.0,8.0,https://pypi.org/project/colabcode,2021-06-11 15:17:12.000,,3253.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
131,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,21,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,237.0,50.0,12.0,22.0,8.0,885.0,2021-01-22 17:06:54.671,0.4.0,,4362.0,10.0,494.0,490.0,7.0,https://pypi.org/project/jupyterlab-dash,2019-07-13 16:38:26.000,2.0,1108.0,,,,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,2.0,3254.0,,,,,,,,,,,,,,,,,,
132,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,21,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-08-16 07:33:28.000000,2023-01-11 06:17:33,718.0,,22.0,31.0,141.0,45.0,144.0,791.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,202.0,202.0,46.0,,,,,,,,2.0,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,1986.0,,,,,,,,,,,iruby,,
133,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,21,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2023-10-01 17:07:29.000000,2023-10-01 17:07:29,1172.0,19.0,218.0,50.0,221.0,,,722.0,,,,10132.0,,,,107.0,https://pypi.org/project/toree,,,10132.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
134,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,21,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2023-10-03 03:45:22.000000,2023-09-26 03:18:06,1345.0,7.0,207.0,41.0,747.0,64.0,494.0,576.0,2023-03-18 23:02:09.000,3.2.2,31130.0,4425.0,40.0,,,113.0,https://pypi.org/project/jupyter_enterprise_gateway,2023-03-18 22:38:00.459,,2135.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2023-06-16 13:24:38.315,131922.0,2.0,,,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,
135,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,21,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2023-08-03 13:34:28.000000,2023-08-01 13:48:57,620.0,2.0,74.0,33.0,198.0,40.0,74.0,474.0,2023-08-01 12:55:42.001,3.4.0,,4343.0,33.0,4.0,,31.0,https://pypi.org/project/jupyterlab-katex,2023-05-23 12:27:01.602,1.0,1533.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2023-06-16 19:25:17.752,3305.0,2.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2023-08-01 12:55:42.001,3.0,2704.0,,,,,,,,,,,,,,,,,,
136,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,21,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2023-08-03 14:12:04.000000,2023-08-03 14:11:49,247.0,9.0,104.0,32.0,90.0,29.0,41.0,381.0,2023-08-03 14:12:11.000,4.0.0,24.0,3498.0,24.0,9.0,5.0,17.0,https://pypi.org/project/jupyterlab-github,2023-08-03 14:12:04.000,2.0,2211.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2023-08-02 17:40:03.884,2.0,1287.0,,,,,,,,,,,,,,,,,,
137,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,21,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2023-08-30 18:18:16.177000,2023-08-30 15:29:37,94.0,12.0,40.0,13.0,76.0,37.0,12.0,230.0,2023-08-30 15:33:27.000,0.7.0,,9547.0,8.0,16.0,6.0,16.0,https://pypi.org/project/sidecar,2023-08-30 15:33:27.000,8.0,8289.0,https://anaconda.org/conda-forge/sidecar,2023-08-30 18:18:16.177,20330.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,2.0,642.0,,,,,,,,,,,,,,,,,,
138,BatchSpawner,Custom Spawner for Jupyterhub to start servers in batch scheduled systems.,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,True,batchspawner,jupyterhub/batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2023-10-03 10:42:24.000000,2023-10-03 10:42:23,378.0,4.0,115.0,18.0,144.0,67.0,80.0,159.0,2022-10-05 04:48:28.224,1.2.0,,5340.0,10.0,34.0,30.0,42.0,https://pypi.org/project/batchspawner,2022-10-05 04:48:28.224,4.0,5340.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
139,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,21,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2023-09-28 14:25:45.000000,2023-09-28 14:23:27,1664.0,51.0,29.0,10.0,461.0,38.0,437.0,152.0,,,,2091.0,,,,23.0,,,,,,,,3.0,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2023-09-28 14:24:39.376505,5.0,169414.0,,,,,,,,,,,,,
140,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,21,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-10-03 10:41:38.000000,2023-10-03 10:41:37,232.0,4.0,47.0,9.0,66.0,27.0,49.0,89.0,2023-06-08 13:14:00.415,1.0.1,,4050.0,20.0,31.0,30.0,21.0,https://pypi.org/project/jupyterhub-systemdspawner,2023-01-11 00:33:05.122,1.0,3452.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2023-06-16 16:16:00.682,30536.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
141,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,21,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2023-09-25 12:30:09.000000,2023-09-25 12:30:07,231.0,7.0,12.0,4.0,85.0,2.0,36.0,66.0,2023-08-15 15:28:38.000,3.4.0,3269.0,19467.0,36.0,98.0,94.0,10.0,https://pypi.org/project/jupyter-archive,2023-08-15 15:28:33.000,2.0,16844.0,https://anaconda.org/conda-forge/jupyter-archive,2023-08-16 14:54:33.988,54441.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2023-08-15 15:28:31.802,2.0,1160.0,,,,,,,,,,,,,,,,,,
142,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,21,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-10-03 10:43:22.000000,2023-10-03 10:43:21,442.0,8.0,49.0,7.0,131.0,5.0,43.0,61.0,2023-06-16 08:44:01.377,1.6.1,,2216.0,13.0,105.0,96.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2023-06-16 08:44:01.377,9.0,2216.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
143,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,20,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2023-10-02 05:21:49.000000,2023-10-02 05:21:48,2200.0,39.0,249.0,49.0,645.0,47.0,726.0,2493.0,2015-03-26 05:06:25.000,0.6,,13.0,1.0,,,112.0,,,,,,,,3.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,,,13.0,,,,,,,,IHaskell/IHaskell,,,,,,,,,,
144,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,,lab-extensions,20,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/jupyterlab-contrib/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2023-09-26 08:25:52.000000,2023-09-26 08:25:48,171.0,2.0,83.0,27.0,103.0,45.0,124.0,1006.0,2021-04-10 13:07:39.934,3.0.9,,11944.0,11.0,7.0,5.0,20.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,2021-04-10 13:07:22.000,,7452.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2023-06-16 19:25:32.000,20683.0,2.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,2.0,3803.0,,,,,,,,jupyterlab-contrib/jupyterlab-variableInspector,,,,,,,,,,
145,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,57.0,6.0,26.0,4.0,5.0,615.0,2022-11-21 06:29:00.831,2.2.0,,95082.0,29.0,156.0,,5.0,https://pypi.org/project/pick,2021-12-06 15:27:43.000,156.0,95082.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
146,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,20,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2023-06-16 16:15:33.557000,2022-02-11 15:18:23,212.0,,56.0,21.0,51.0,16.0,29.0,521.0,2022-02-11 15:19:00.000,1.0.0,,1405.0,11.0,11.0,11.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,89.0,https://anaconda.org/conda-forge/ansible-kernel,2023-06-16 16:15:33.557,14416.0,3.0,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66542.0,,,,,,,,,,,,,
147,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,20,False,matlab_kernel,calysto/matlab_kernel,conda-forge/matlab_kernel,https://github.com/Calysto/matlab_kernel,BSD-3-Clause,2015-01-31 12:51:06.000,2023-10-02 12:02:47.993000,2022-05-09 10:21:01,216.0,,76.0,24.0,33.0,27.0,106.0,463.0,2022-05-09 10:23:00.581,0.17.1,,1917.0,56.0,5.0,,18.0,https://pypi.org/project/matlab_kernel,2017-04-20 00:39:18.000,5.0,739.0,https://anaconda.org/conda-forge/matlab_kernel,2023-10-02 12:02:47.993,41251.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
148,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2023-10-04 22:41:48.000000,2023-04-14 07:14:04,272.0,,39.0,20.0,112.0,19.0,24.0,443.0,2022-04-19 10:58:08.000,2.0.3,,1805.0,8.0,41.0,38.0,4.0,https://pypi.org/project/nbtutor,2022-04-19 10:58:08.000,3.0,104.0,https://anaconda.org/conda-forge/nbtutor,2023-06-16 13:17:46.107,139499.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
149,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,20,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,42.0,16.0,65.0,50.0,47.0,367.0,2020-08-11 16:50:08.000,0.1.3,,1564.0,7.0,280.0,280.0,15.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,8.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,54492.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
150,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,20,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2023-09-21 20:20:06.140000,2023-09-21 20:03:34,49.0,4.0,39.0,6.0,42.0,9.0,45.0,297.0,2023-08-02 18:16:36.000,3.0.1,,46912.0,12.0,6.0,3.0,16.0,https://pypi.org/project/jupyterlab-execute-time,2023-08-02 18:16:36.000,1.0,44298.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2023-09-21 20:20:06.140,50976.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,2.0,1070.0,,,,,,,,,,,,,,,,,,
151,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,20,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2023-09-08 12:57:22.000000,2023-09-08 12:54:36,64.0,5.0,58.0,15.0,18.0,40.0,27.0,294.0,2017-09-08 07:23:49.000,0.4.3,,1868.0,10.0,129.0,119.0,11.0,https://pypi.org/project/nbopen,2023-09-08 12:57:09.000,10.0,1868.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
