,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
75,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,25,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2022-11-29 02:36:00.000000,2022-11-29 02:35:59,412.0,12.0,49.0,13.0,132.0,12.0,30.0,59.0,2022-08-25 15:33:01.697,0.12.3,37.0,308629.0,39.0,51.0,,30.0,https://pypi.org/project/jupyter-packaging,2022-06-20 14:32:05.000,51.0,296291.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-08-25 23:51:15.963,382474.0,3.0,,,,,,,,,,,,,,,,,,,,,,
76,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,24,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,8.0,796.0,43.0,326.0,,328.0,3438.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,137.0,137.0,55.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
77,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,24,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2022-12-06 16:35:24.000000,2022-12-06 01:57:34,2878.0,123.0,357.0,75.0,921.0,217.0,455.0,2222.0,2018-11-07 17:41:58.000,0.1.0,,30.0,1.0,6.0,6.0,89.0,https://pypi.org/project/binderhub,2018-11-07 17:41:58.000,,30.0,,,,3.0,,,,,,,,,,,,,,binderhub,,,,,,,,
78,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,24,True,,n-riesco/ijavascript,,https://github.com/n-riesco/ijavascript,BSD-3-Clause,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,331.0,,182.0,42.0,42.0,53.0,179.0,1946.0,2021-11-15 23:43:33.000,5.2.1,,2039.0,33.0,87.0,65.0,15.0,,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2021-11-15 23:33:51.644,22.0,2039.0,,,,,,,,,,,,
79,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-12-05 18:43:35.148477,2022-11-03 10:02:52,592.0,2.0,291.0,60.0,139.0,61.0,511.0,1580.0,2022-11-03 10:05:23.000,1.3.1,,15115.0,18.0,,,42.0,,,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,100855.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-12-05 18:43:35.148477,48.0,1486098.0,,,,,,,,,,IRkernel,,,,,,,
80,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,24,True,,almond-sh/almond,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-12-07 16:38:20.000000,2022-11-28 10:03:24,1077.0,26.0,233.0,62.0,720.0,116.0,198.0,1474.0,2022-11-16 14:06:16.000,0.13.2,1369.0,189.0,40.0,,,38.0,,,,,,,,1.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-11-17 09:03:24.805870,6.0,15224.0,,,,,,,,,,,,,,,,,
81,datapane,Datapane is the easiest way to create data science reports from Python.,https://github.com/datapane/datapane,,others,24,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2022-12-02 17:17:58.446000,2022-12-01 15:51:00,192.0,192.0,60.0,16.0,117.0,7.0,89.0,726.0,2022-11-25 13:35:38.927,0.15.5,,23417.0,80.0,7.0,,15.0,https://pypi.org/project/datapane,2022-04-09 14:26:48.000,7.0,21770.0,https://anaconda.org/conda-forge/datapane,2022-12-02 17:17:58.446,47772.0,3.0,,,,,,,,,,,,,,,,,,,,,,
82,nbQA,"Run isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,24,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-12-05 19:52:32.000000,2022-11-21 20:12:27,653.0,29.0,36.0,7.0,512.0,2.0,262.0,635.0,2022-10-20 09:25:33.395,1.5.3,,40126.0,82.0,4.0,,28.0,https://pypi.org/project/nbqa,2022-03-09 09:31:55.000,4.0,37634.0,https://anaconda.org/conda-forge/nbqa,2022-10-20 13:44:43.112,64811.0,2.0,,,,,,,,,,,,,,,,,,,,,,
83,nglview,Jupyter widget to interactively view molecular structures and trajectories.,https://github.com/nglviewer/nglview,,widgets,24,True,nglview,nglviewer/nglview,conda-forge/nglview,https://github.com/nglviewer/nglview,MIT,2015-11-09 16:48:57.000,2022-11-22 05:46:24.000000,2022-09-12 19:20:00,1421.0,1.0,113.0,23.0,595.0,35.0,406.0,613.0,2021-06-11 00:32:29.000,3.0.3,249.0,21608.0,75.0,41.0,2.0,34.0,https://pypi.org/project/nglview,2021-06-11 00:32:29.000,37.0,7212.0,https://anaconda.org/conda-forge/nglview,2021-06-11 04:58:09.722,523718.0,2.0,,,,,,nglview-js-widgets,https://www.npmjs.com/package/nglview-js-widgets,2021-04-16 05:05:11.629,2.0,6804.0,,,,,,,,,,,,
84,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,24,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2022-12-08 02:40:06.000000,2022-12-05 22:04:42,1266.0,50.0,200.0,45.0,651.0,58.0,479.0,537.0,2022-12-01 19:54:02.056,3.1.0,23340.0,3886.0,37.0,,,108.0,https://pypi.org/project/jupyter_enterprise_gateway,2022-01-27 22:13:14.000,,1741.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2022-12-05 17:08:42.221,107942.0,1.0,,,,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,
85,LFortran,Official main repository for LFortran.,https://github.com/lfortran/lfortran,,kernels,24,True,lfortran,lfortran/lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,MIT,2019-03-24 13:22:20.000,2022-12-08 12:02:42.000000,2022-12-07 21:48:47,10599.0,572.0,48.0,14.0,454.0,519.0,111.0,472.0,2020-07-31 19:39:55.000,0.3.0,,1247.0,13.0,,,50.0,https://pypi.org/project/lfortran,2020-07-31 19:39:55.000,,79.0,https://anaconda.org/conda-forge/lfortran,2022-10-18 23:55:11.816,47901.0,1.0,,,,,,,,,,,,,,,,,,,,,,
86,itables,Pandas DataFrames as Interactive DataTables.,https://github.com/mwouts/itables,,widgets,24,True,itables,mwouts/itables,conda-forge/itables,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2022-12-05 23:02:15.000000,2022-12-04 23:04:04,168.0,40.0,31.0,8.0,74.0,11.0,62.0,358.0,2022-12-04 23:07:00.360,1.4.1,,17871.0,29.0,190.0,183.0,5.0,https://pypi.org/project/itables,2022-07-02 21:19:36.000,7.0,17227.0,https://anaconda.org/conda-forge/itables,2022-12-05 05:06:36.252,7087.0,2.0,,,,,,,,,,,,,,,,,,,,,,
87,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,24,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-12-05 12:32:01.000000,2022-09-12 13:05:27,715.0,3.0,58.0,30.0,185.0,62.0,99.0,213.0,2022-04-04 22:26:36.000,1.3.3,3.0,15980.0,22.0,104.0,93.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,11.0,8438.0,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,224919.0,2.0,,,,,,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,2022-04-04 22:06:25.396,,727.0,,,,,,,,,,,,
88,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,23,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2022-11-29 21:24:35.000000,2022-11-21 21:34:45,2368.0,7.0,352.0,92.0,873.0,164.0,1100.0,3824.0,2022-11-21 21:35:39.000,2.16.4,,,91.0,,,89.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
89,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,23,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,1380.0,,146.0,25.0,154.0,71.0,137.0,748.0,2019-07-21 08:49:48.715,0.9.0,,11375.0,95.0,45.0,1.0,16.0,https://pypi.org/project/gmaps,2021-12-15 15:42:57.506,44.0,5551.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,285162.0,3.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715,,1568.0,,,,,,,,,,,,
90,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,True,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-12-07 08:24:44.000000,2022-10-24 07:11:22,467.0,5.0,57.0,11.0,168.0,46.0,72.0,643.0,2022-11-07 16:48:10.000,0.13.1,,21471.0,34.0,26.0,4.0,21.0,https://pypi.org/project/ipycanvas,2022-05-03 07:57:48.000,21.0,16413.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,111355.0,3.0,,,,,,ipycanvas,https://www.npmjs.com/package/ipycanvas,2022-08-29 08:22:51.872,1.0,2203.0,,,,,,,,,,,,
91,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,132.0,119.0,91.0,35.0,67.0,621.0,2019-06-03 21:24:10.000,0.10.2,,15274.0,20.0,160.0,146.0,21.0,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000,14.0,15274.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
92,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,23,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2022-11-16 03:35:42.000000,2021-06-29 12:29:51,101.0,,64.0,28.0,51.0,40.0,25.0,549.0,2021-04-29 10:22:28.814,0.9.0,,6823.0,11.0,935.0,935.0,16.0,https://pypi.org/project/jupyterlab-drawio,2021-04-29 10:19:55.000,,2842.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2021-05-05 11:07:42.247,9653.0,1.0,,,,,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,,3473.0,,,,,,,,,,,,
93,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,23,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2022-11-28 14:56:47.302000,2022-11-28 09:20:26,307.0,10.0,67.0,19.0,119.0,68.0,61.0,513.0,2022-11-28 09:27:38.314,0.7.0,,49643.0,24.0,23.0,3.0,13.0,https://pypi.org/project/ipysheet,2021-08-11 12:28:11.000,20.0,46343.0,https://anaconda.org/conda-forge/ipysheet,2022-11-28 14:56:47.302,65231.0,3.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2022-11-28 09:27:38.314,,1913.0,,,,,,,,,,,,
94,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,23,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2022-12-05 14:51:37.000000,2022-12-05 14:51:37,848.0,10.0,65.0,17.0,382.0,58.0,122.0,358.0,2022-08-23 16:18:01.026,0.14.3,,33184.0,76.0,3.0,,21.0,https://pypi.org/project/xeus-python,2022-06-15 11:52:07.000,3.0,9175.0,https://anaconda.org/conda-forge/xeus-python,2022-11-29 23:35:18.690,1152453.0,2.0,,,,,,,,,,,,,,,,,,,,,,
95,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2022-12-08 02:32:59.000000,2022-11-30 07:18:38,250.0,29.0,82.0,7.0,99.0,36.0,29.0,346.0,2022-11-14 12:49:03.556,0.6.4,107.0,39779.0,8.0,3.0,,26.0,https://pypi.org/project/jupyter-resource-usage,2021-12-06 09:34:10.000,3.0,23575.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,514483.0,2.0,,,,,,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2022-11-14 12:47:19.485,,610.0,,,,,,,,,,,,
96,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,23,True,vega,vega/ipyvega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-12-05 16:11:57.491000,2022-12-01 01:09:48,603.0,6.0,59.0,31.0,353.0,13.0,82.0,335.0,2022-02-10 02:01:39.000,3.6.0,,19471.0,39.0,84.0,,11.0,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,12748.0,https://anaconda.org/conda-forge/vega,2022-12-05 16:11:57.491,524440.0,3.0,,,,,,,,,,,,,,,,,,,,,,
97,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,23,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-11-17 07:14:10.000000,2022-11-02 00:22:40,390.0,22.0,54.0,17.0,112.0,40.0,96.0,283.0,2022-11-02 00:31:35.000,6.0.0,,27082.0,28.0,4.0,,21.0,https://pypi.org/project/dask-labextension,2022-06-21 23:23:11.000,4.0,6504.0,https://anaconda.org/conda-forge/dask-labextension,2022-11-02 09:51:07.642,799215.0,2.0,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-06-21 23:23:38.435,,1550.0,,,,,,,,,,,,
98,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,False,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-12-06 14:47:30.000000,2021-03-29 11:25:59,209.0,,34.0,12.0,64.0,39.0,20.0,217.0,2021-03-29 11:25:34.632,0.6.0,,65327.0,12.0,653.0,641.0,9.0,https://pypi.org/project/ipywebrtc,2019-07-04 12:53:46.000,11.0,60388.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,285502.0,3.0,,,,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,2021-03-29 11:25:34.632,1.0,479.0,,,,,,,,,,,,
99,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,False,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-09-13 07:14:14.000000,2021-06-27 18:55:19,167.0,,153.0,19.0,75.0,58.0,82.0,183.0,2020-08-28 12:01:56.000,1.3.2,,8343.0,9.0,110.0,103.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,7823.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,28097.0,1.0,,,,,,,,,,,,,,,,,,,,,,
100,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,23,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2022-12-08 13:07:04.000000,2022-12-07 14:51:56,167.0,2.0,29.0,4.0,46.0,21.0,47.0,178.0,2022-09-23 17:23:00.717,0.22.0,,20006.0,26.0,596.0,578.0,14.0,https://pypi.org/project/mkdocs-jupyter,2022-05-09 04:04:40.000,18.0,18902.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2022-09-24 00:33:50.011,27623.0,3.0,,,,,,,,,,,2.0,,,,,,,,,,,
101,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,23,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2022-12-08 13:58:19.000000,2022-12-07 20:39:33,4056.0,408.0,45.0,17.0,1118.0,324.0,508.0,84.0,2022-11-23 20:52:01.000,3.1.1,,649.0,25.0,,,31.0,https://pypi.org/project/jdaviz,2022-07-06 20:49:58.000,,649.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
102,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,22,True,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2022-12-03 07:43:42.000000,2022-04-28 20:49:58,640.0,,571.0,42.0,251.0,52.0,39.0,5898.0,2020-10-27 19:53:29.453,5.11.0,,199.0,71.0,3.0,3.0,27.0,,,,,,,,3.0,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,,199.0,,,,,,,,,,,,
103,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,22,False,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-11-21 21:03:50.000000,2021-11-22 20:42:15,846.0,,349.0,70.0,31.0,5.0,87.0,2863.0,2021-07-13 22:12:59.000,0.13.2,,11891.0,4.0,,,11.0,,,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,26.0,511341.0,,,,,,,,,,,,,,,,,
104,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,22,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2022-12-05 15:43:05.000000,2022-12-05 14:58:49,499.0,27.0,258.0,62.0,209.0,140.0,118.0,2444.0,,,,3619.0,16.0,,,23.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2022-11-02 18:56:54.904,173719.0,2.0,,,,,,,,,,,,,,,,,,,,,,
105,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,22,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2022-12-04 23:46:40.000000,2022-12-04 23:46:36,2153.0,22.0,250.0,47.0,633.0,38.0,715.0,2431.0,2018-08-01 13:19:52.714,0.0.6,,4.0,6.0,,,111.0,,,,,,,,2.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:19:52.714,,4.0,,IHaskell/IHaskell,,,,,,,,,,
106,mercury,Convert Jupyter Notebook to web app and share with non-technical users.,https://github.com/mljar/mercury,,notebook-tools,22,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,,2021-12-20 13:43:44.000,2022-12-08 13:42:59.000000,2022-10-27 07:28:25,345.0,4.0,144.0,32.0,13.0,71.0,99.0,2193.0,2022-09-02 09:06:22.000,1.1.6,,2144.0,50.0,147.0,147.0,5.0,https://pypi.org/project/mljar-mercury,2022-07-01 11:13:50.000,,2144.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
107,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,22,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,212.0,46.0,12.0,22.0,8.0,808.0,2021-01-22 17:06:54.671,0.4.0,,12760.0,10.0,298.0,297.0,7.0,https://pypi.org/project/jupyterlab-dash,2019-07-13 16:38:26.000,1.0,1281.0,,,,2.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,,11479.0,,,,,,,,,,,,
108,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,22,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-12-05 02:27:45.000000,2022-01-05 20:19:46,328.0,,144.0,29.0,103.0,63.0,56.0,763.0,2021-10-12 17:42:50.869,1.8.1,,59916.0,40.0,3.0,,20.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,3.0,9875.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1450186.0,3.0,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,1702.0,,,,,,,,,,,,
109,ipyvizzu,Build animated charts in Jupyter Notebook and in many other environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,22,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2022-12-08 09:39:43.000000,2022-12-06 08:00:52,628.0,44.0,56.0,14.0,132.0,25.0,48.0,706.0,2022-10-19 12:12:10.141,0.13.0,33.0,512.0,18.0,20.0,20.0,10.0,https://pypi.org/project/ipyvizzu,2022-06-30 07:39:25.000,,509.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
110,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,22,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2022-12-05 22:12:48.000000,2022-12-05 22:12:47,1151.0,1.0,216.0,51.0,197.0,12.0,,705.0,2020-08-01 16:46:23.000,0.4.0,,9562.0,14.0,9.0,,105.0,https://pypi.org/project/toree,2022-04-21 19:01:00.000,9.0,9562.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
111,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,22,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-08-13 00:57:17.000000,2022-08-11 18:59:13,428.0,,50.0,7.0,126.0,26.0,138.0,633.0,2022-08-10 21:15:00.665,1.5.3,,99042.0,60.0,7.0,,37.0,https://pypi.org/project/jupyterlab_code_formatter,2022-05-01 12:17:14.000,7.0,83431.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2022-08-11 01:44:26.140,581497.0,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2022-08-10 21:12:04.073,,2396.0,,,,,,,,,,,,
112,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,22,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2022-10-23 13:53:47.000000,2022-08-26 10:30:01,97.0,,122.0,26.0,28.0,42.0,60.0,615.0,2022-08-22 11:09:02.644,0.8.0,,11068.0,11.0,28.0,,15.0,https://pypi.org/project/bash_kernel,2019-07-22 16:07:09.000,28.0,8825.0,https://anaconda.org/conda-forge/bash_kernel,2022-08-24 15:20:16.712,87488.0,2.0,,,,,,,,,,,,,,,,,,,,,,
113,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,22,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000,2022-05-02 20:28:33.947000,2018-12-04 14:43:25,32.0,,62.0,22.0,7.0,19.0,41.0,508.0,2018-01-15 18:14:37.000,0.9.0,,23257.0,10.0,304.0,282.0,3.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000,22.0,23235.0,https://anaconda.org/anaconda/pivottablejs,2022-05-02 20:28:33.947,1867.0,3.0,,,,,,,,,,,,,,,,,,,,,,
