,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,cran_id,go_id,go_url,pypi,gem_id,hex_id,bitbucket_id
78,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,25,True,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2023-08-01 08:34:53.000000,2023-06-05 08:00:57,186.0,19.0,171.0,20.0,79.0,71.0,83.0,191.0,2020-08-28 12:01:56.000,1.3.2,,9133.0,9.0,126.0,119.0,32.0,https://pypi.org/project/jupyterhub-ldapauthenticator,2020-08-28 12:01:56.000,7.0,8614.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2023-06-16 16:08:49.184,32225.0,1.0,,,,,,,,,,,,,,,,,,,
79,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,25,True,jdaviz,spacetelescope/jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2023-08-31 13:03:41.000000,2023-08-29 20:35:49,4546.0,175.0,49.0,18.0,1473.0,306.0,623.0,102.0,2023-08-25 20:16:43.000,3.6.2,,2337.0,28.0,27.0,27.0,30.0,https://pypi.org/project/jdaviz,,,2337.0,,,,2.0,,,,,,,,,,,,,,,,,,,
80,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,24,True,ipydagred3,timkpaine/ipydagred3,conda-forge/ipydagred3,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2023-08-09 02:21:33.000000,2023-07-18 22:23:40,330.0,4.0,928.0,5.0,99.0,4.0,17.0,2849.0,2023-07-31 10:03:09.349,3.1.5,,51213.0,116.0,97.0,2.0,3.0,https://pypi.org/project/ipydagred3,,,272.0,https://anaconda.org/conda-forge/ipydagred3,2023-06-15 21:19:08.323,23992.0,3.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,50326.0,,2023-07-31 10:03:09.349,95.0,8.0,,,,,,,
81,.NET Interactive,".NET Interactive combines the power of .NET with many other languages to create notebooks, REPLs, and embedded coding..",https://github.com/dotnet/interactive,,kernels,24,True,,dotnet/interactive,,https://github.com/dotnet/interactive,MIT,2020-01-22 00:39:04.000,2023-08-31 02:25:46.000000,2023-08-26 18:03:10,4844.0,118.0,342.0,65.0,1692.0,418.0,951.0,2506.0,2023-08-03 16:36:00.000,1.0.4403010,427.0,15.0,23.0,,,113.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
82,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,24,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-08-01 19:18:42.000000,2023-07-27 00:28:47,2830.0,11.0,945.0,122.0,480.0,53.0,289.0,2463.0,,,,303590.0,28.0,,,112.0,https://pypi.org/project/ipyparallel,,,293464.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,891102.0,2.0,,,,,,,,,,,,-6.0,,,,,,,
83,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,24,True,,IRkernel/IRkernel,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-08-28 19:54:58.545410,2023-03-06 15:57:54,599.0,,283.0,62.0,144.0,65.0,518.0,1640.0,2023-01-20 20:54:32.000,1.3.2,,16049.0,19.0,,,43.0,,,,,https://anaconda.org/r/r-irkernel,2023-06-16 13:05:29.034,136369.0,2.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-08-28 19:54:58.545410,54.0,1674300.0,,,,,,,,IRkernel,,,,,,
84,ipyvizzu,Build animated charts in Jupyter Notebook and similar environments with a simple Python syntax.,https://github.com/vizzuhq/ipyvizzu,,widgets,24,True,ipyvizzu,vizzuhq/ipyvizzu,,https://github.com/vizzuhq/ipyvizzu,Apache-2.0,2022-01-05 22:37:39.000,2023-08-29 10:23:03.000000,2023-08-29 10:23:02,1133.0,164.0,85.0,16.0,181.0,13.0,73.0,858.0,2023-08-22 14:31:02.000,0.16.1,94.0,988.0,22.0,67.0,67.0,20.0,https://pypi.org/project/ipyvizzu,,,984.0,,,,3.0,,,,,,,,,,,,,,,,,,,
85,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,24,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2023-06-16 16:08:46.317000,2017-11-16 19:29:56,264.0,,114.0,21.0,29.0,46.0,29.0,845.0,2017-11-16 17:59:43.000,1.5.1,,8744.0,26.0,263.0,234.0,7.0,https://pypi.org/project/notedown,2017-11-16 17:59:43.000,29.0,8175.0,https://anaconda.org/conda-forge/notedown,2023-06-16 16:08:46.317,35289.0,3.0,,,,,,,,,,,,,,,,,,,
86,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,24,True,watermark,rasbt/watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,123.0,4.0,88.0,13.0,47.0,19.0,28.0,822.0,2023-07-02 14:38:00.400,2.4.3,,28924.0,27.0,2095.0,2004.0,19.0,https://pypi.org/project/watermark,2023-07-02 14:38:00.400,91.0,20802.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,268057.0,2.0,,,,,,,,,,,,,,,,,,,
87,Octave Kernel,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,24,True,octave_kernel,calysto/octave_kernel,conda-forge/octave_kernel,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2023-06-16 13:22:04.819000,2022-12-18 16:07:56,423.0,,64.0,24.0,52.0,32.0,150.0,431.0,2022-11-29 02:05:39.186,0.35.1,135.0,11772.0,114.0,59.0,52.0,20.0,https://pypi.org/project/octave_kernel,2022-11-29 02:05:39.186,7.0,5501.0,https://anaconda.org/conda-forge/octave_kernel,2023-06-16 13:22:04.819,501637.0,2.0,,,,,,,,,,,,,,,,,,,
88,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,24,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2023-08-30 14:35:11.000000,2023-08-21 10:04:21,785.0,51.0,58.0,23.0,477.0,89.0,115.0,342.0,2021-10-26 10:05:57.827,0.8.2,,9617.0,15.0,8.0,7.0,28.0,,,,,,,,3.0,,,,,,thebe,https://www.npmjs.com/package/thebe,9617.0,,2023-08-10 17:03:36.134,1.0,,,,,,,,
89,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,24,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2023-08-15 03:20:31.000000,2023-08-15 03:20:30,214.0,4.0,36.0,5.0,68.0,24.0,72.0,277.0,,,,94483.0,16.0,1453.0,1453.0,19.0,https://pypi.org/project/mkdocs-jupyter,,,93137.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2023-07-04 06:29:02.830,44434.0,3.0,,,,,,,,,,,,,,,,,,,
90,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,24,True,ipycytoscape,cytoscape/ipycytoscape,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2023-07-03 21:14:52.000000,2023-05-23 19:06:45,716.0,,57.0,31.0,191.0,62.0,99.0,240.0,2022-04-04 22:26:36.000,1.3.3,3.0,20063.0,22.0,171.0,155.0,32.0,https://pypi.org/project/ipycytoscape,2022-04-04 22:26:36.000,16.0,11132.0,https://anaconda.org/conda-forge/ipycytoscape,2023-06-16 19:18:19.577,322823.0,3.0,,,,,,jupyter-cytoscape,https://www.npmjs.com/package/jupyter-cytoscape,1058.0,,,,,,,,,,,
91,fastpages,"An easy to use blogging platform, with enhanced support for Jupyter Notebooks.",https://github.com/fastai/fastpages,,notebook-tools,23,True,,fastai/fastpages,,https://github.com/fastai/fastpages,Apache-2.0,2020-02-03 05:19:46.000,2022-11-13 18:05:19.000000,2022-11-13 18:05:19,1208.0,,765.0,44.0,326.0,,328.0,3495.0,2020-09-05 21:53:23.000,2.1.6,,,9.0,143.0,143.0,55.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
92,nbQA,"Run ruff, isort, pyupgrade, mypy, pylint, flake8, and more on Jupyter Notebooks.",https://github.com/nbQA-dev/nbQA,,notebook-tools,23,True,nbqa,nbQA-dev/nbQA,conda-forge/nbqa,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2023-08-21 22:47:29.000000,2023-08-15 06:29:06,691.0,7.0,38.0,8.0,545.0,7.0,278.0,855.0,2023-04-02 18:18:43.000,1.7.0,,84601.0,46.0,,,25.0,https://pypi.org/project/nbqa,,,81078.0,https://anaconda.org/conda-forge/nbqa,2023-06-16 19:23:19.382,119790.0,2.0,,,,,,,,,,,,,,,,,,,
93,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,False,mapboxgl,mapbox/mapboxgl-jupyter,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,221.0,,132.0,120.0,91.0,34.0,67.0,637.0,2019-06-03 21:24:10.000,0.10.2,,12402.0,14.0,168.0,168.0,21.0,https://pypi.org/project/mapboxgl,,,12402.0,,,,3.0,,,,,,,,,,,,,,,,,,,
94,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,23,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2023-06-16 13:23:23.036000,2023-05-18 15:12:24,102.0,,68.0,25.0,16.0,4.0,53.0,426.0,2023-05-18 14:28:00.000,0.9.0,,4443.0,9.0,349.0,349.0,9.0,https://pypi.org/project/appmode,,,1323.0,https://anaconda.org/conda-forge/appmode,2023-06-16 13:23:23.036,215322.0,2.0,,,,,,,,,,,,,,,,,,,
95,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,23,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,BSD-3-Clause,2019-07-19 09:06:19.000,2023-08-26 22:38:24.000000,2023-08-24 07:17:44,763.0,4.0,41.0,14.0,317.0,51.0,64.0,418.0,2023-05-23 07:55:17.000,1.1.16,,9853.0,36.0,86.0,86.0,17.0,https://pypi.org/project/ipydatagrid,,,7929.0,https://anaconda.org/conda-forge/ipydatagrid,2023-06-16 19:25:00.911,49096.0,3.0,,,,,,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,288.0,,,,,,,,,,,
96,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,False,nbval,computationalmodelling/nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-08-08 00:32:38.000000,2023-01-11 11:27:13,465.0,,46.0,11.0,96.0,39.0,65.0,411.0,,,,143407.0,8.0,2404.0,2404.0,33.0,https://pypi.org/project/nbval,,,138506.0,https://anaconda.org/conda-forge/nbval,2023-06-16 13:18:53.317,372477.0,2.0,,,,,,,,,,,,,,,,,,,
97,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/finos/jupyterlab_templates,,lab-extensions,23,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/finos/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2023-08-17 13:29:47.158000,2023-07-19 01:08:26,417.0,21.0,62.0,16.0,138.0,7.0,80.0,349.0,2023-07-14 16:49:01.102,0.5.0,,15614.0,20.0,12.0,7.0,18.0,https://pypi.org/project/jupyterlab_templates,2023-07-14 16:49:01.102,5.0,12034.0,https://anaconda.org/conda-forge/jupyterlab_templates,2023-08-17 13:29:47.158,15595.0,1.0,,,,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3170.0,finos/jupyterlab_templates,,,,,,,,,,
98,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,23,False,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2023-06-16 19:17:54.716000,2022-04-13 16:57:42,184.0,,28.0,19.0,41.0,24.0,25.0,265.0,2021-01-06 19:12:18.000,0.4.2,,19767.0,7.0,296.0,278.0,11.0,https://pypi.org/project/nteract-scrapbook,2021-01-06 19:12:18.000,18.0,19404.0,https://anaconda.org/conda-forge/nteract-scrapbook,2023-06-16 19:17:54.716,15258.0,3.0,,,,,,,,,,,,,,,,,,,
99,mknotebooks,A plugin for mkdocs to help you include Jupyter notebooks in your projects.,https://github.com/greenape/mknotebooks,,notebook-sharing,23,True,mknotebooks,greenape/mknotebooks,,https://github.com/greenape/mknotebooks,MIT,2018-09-18 08:13:25.000,2023-08-11 12:01:01.000000,2023-08-11 11:59:53,1742.0,41.0,20.0,2.0,1078.0,36.0,26.0,114.0,2023-08-07 10:13:29.000,0.8.0,,22544.0,866.0,446.0,413.0,14.0,https://pypi.org/project/mknotebooks,2023-08-11 12:01:01.000,33.0,22544.0,,,,3.0,,,,,,,,,,,,,,,,,,,
100,Native Authenticator,JupyterHub-native User Authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,23,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2023-08-01 11:38:26.000000,2023-08-01 11:38:25,566.0,6.0,63.0,11.0,151.0,30.0,73.0,63.0,2023-05-22 08:28:01.738,1.2.0,,9587.0,13.0,61.0,61.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2022-09-09 11:33:03.525,,9587.0,,,,2.0,,,,,,,,,,,,,,,,,,,
101,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,23,True,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2023-08-01 09:32:46.000000,2023-04-15 13:12:28,431.0,,50.0,12.0,140.0,14.0,30.0,62.0,2022-08-25 15:33:01.697,0.12.3,61.0,292515.0,39.0,64.0,,30.0,https://pypi.org/project/jupyter-packaging,2022-08-25 15:33:01.697,64.0,278850.0,https://anaconda.org/conda-forge/jupyter-packaging,2023-06-16 19:19:02.319,532893.0,3.0,,,,,,,,,,,,,,,,,,,
102,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,23,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,307.0,7.0,9.0,5.0,47.0,8.0,10.0,38.0,2023-06-14 12:41:06.000,4.3.5,,118232.0,22.0,926.0,897.0,5.0,https://pypi.org/project/ipydatawidgets,2023-06-14 11:16:58.611,29.0,114330.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,241952.0,3.0,,,,,,,,,,,,,,,,,,,
103,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,22,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2023-08-31 12:53:09.000000,2023-01-10 01:11:13,2371.0,,352.0,89.0,877.0,170.0,1102.0,3870.0,2023-01-10 01:02:49.000,2.16.5,,,92.0,,,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
104,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,,gopherdata/gophernotes,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2023-03-29 09:07:02.000000,2023-03-29 09:05:21,401.0,,238.0,82.0,78.0,53.0,128.0,3663.0,2022-05-31 17:34:28.000,0.7.5,43.0,955.0,17.0,13.0,13.0,29.0,,,,,,,,2.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86972.0,,,,,,,,,github.com/gopherdata/gophernotes,https://pkg.go.dev/github.com/gopherdata/gophernotes,,,,
105,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,22,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2023-08-11 22:35:23.000000,2023-08-05 06:50:25,531.0,11.0,266.0,63.0,222.0,148.0,123.0,2740.0,,,,5654.0,20.0,,,26.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2023-07-24 09:31:44.074,214878.0,2.0,,,,,,,,,,,,,,,,,,,
106,BinderHub,"Run your code in the cloud, with technology so advanced, it feels like magic!.",https://github.com/jupyterhub/binderhub,,notebook-sharing,22,True,binderhub,jupyterhub/binderhub,,https://github.com/jupyterhub/binderhub,BSD-3-Clause,2017-04-26 00:28:26.000,2023-08-14 23:33:31.000000,2023-08-02 08:28:21,3170.0,42.0,355.0,79.0,1038.0,199.0,477.0,2361.0,,,,21.0,1.0,9.0,9.0,95.0,https://pypi.org/project/binderhub,,,21.0,,,,3.0,,,,,,,,,,,,,,,,binderhub,,,
107,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,22,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2023-06-16 19:20:28.498000,2023-04-27 23:44:02,329.0,,150.0,29.0,104.0,64.0,56.0,830.0,2021-10-12 17:36:36.000,1.8.1,,62302.0,4.0,,,20.0,https://pypi.org/project/witwidget,,,8799.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2003383.0,3.0,,,,,,wit-widget,https://www.npmjs.com/package/wit-widget,783.0,,,,,,,,,,,
108,Code Formatter,A JupyterLab plugin to facilitate invocation of code formatters.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,22,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2023-08-04 10:23:30.000000,2023-06-18 21:06:46,488.0,15.0,53.0,6.0,137.0,23.0,163.0,740.0,,,,90351.0,42.0,,,42.0,https://pypi.org/project/jupyterlab_code_formatter,,,75641.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2023-06-16 16:15:01.154,664415.0,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,1933.0,,,,,,,,,,,
109,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,22,True,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-07-24 09:05:48.000000,2023-07-22 07:41:10,105.0,2.0,124.0,27.0,34.0,36.0,65.0,649.0,2023-06-29 13:27:37.000,0.9.1,,23754.0,3.0,165.0,165.0,18.0,https://pypi.org/project/bash_kernel,,,20829.0,https://anaconda.org/conda-forge/bash_kernel,2023-06-16 16:16:52.485,137500.0,2.0,,,,,,,,,,,,,,,,,,,
110,Enterprise Gateway,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across..",https://github.com/jupyter-server/enterprise_gateway,,kernels,22,False,jupyter_enterprise_gateway,jupyter/enterprise_gateway,conda-forge/jupyter_enterprise_gateway,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2023-08-28 21:21:30.000000,2023-07-04 00:31:00,1338.0,2.0,207.0,43.0,735.0,65.0,490.0,575.0,2023-03-18 23:02:09.000,3.2.2,30675.0,8112.0,40.0,,,112.0,https://pypi.org/project/jupyter_enterprise_gateway,2023-03-18 22:38:00.459,,5791.0,https://anaconda.org/conda-forge/jupyter_enterprise_gateway,2023-06-16 13:24:38.315,129971.0,2.0,,,,,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,
111,xeus-python,Jupyter kernel for the Python programming language.,https://github.com/jupyter-xeus/xeus-python,,kernels,22,True,xeus-python,jupyter-xeus/xeus-python,conda-forge/xeus-python,https://github.com/jupyter-xeus/xeus-python,BSD-3-Clause,2018-10-12 13:18:30.000,2023-06-16 16:14:17.776000,2023-04-27 13:42:24,900.0,,65.0,16.0,405.0,62.0,122.0,389.0,2023-03-22 11:55:54.747,0.15.8,,33495.0,84.0,3.0,,21.0,https://pypi.org/project/xeus-python,2023-03-22 11:55:54.747,3.0,9861.0,https://anaconda.org/conda-forge/xeus-python,2023-06-16 16:14:17.776,1323520.0,2.0,,,,,,,,,,,,,,,,,,,
112,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,22,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-08-04 21:07:12.374000,2023-08-04 14:43:59,410.0,5.0,59.0,17.0,120.0,47.0,101.0,296.0,2023-08-04 14:55:02.000,7.0.0,,33450.0,28.0,9.0,2.0,24.0,https://pypi.org/project/dask-labextension,2023-08-04 14:55:02.000,5.0,7583.0,https://anaconda.org/conda-forge/dask-labextension,2023-08-04 21:07:12.374,909196.0,2.0,,,,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,612.0,,2022-06-21 23:23:38.435,2.0,,,,,,,,
113,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,22,True,ipytest,chmp/ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2023-05-19 07:54:53.000000,2023-05-19 07:54:10,322.0,,19.0,5.0,43.0,1.0,56.0,270.0,2023-05-19 07:54:53.000,0.13.3,,16950.0,20.0,299.0,299.0,5.0,https://pypi.org/project/ipytest,,,16950.0,,,,3.0,,,,,,,,,,,,,,,,,,,
114,Jupyter Sphinx,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,22,False,jupyter_sphinx,jupyter/jupyter-sphinx,conda-forge/jupyter_sphinx,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2023-08-30 20:18:05.000000,2022-06-25 19:26:22,372.0,,57.0,23.0,91.0,52.0,87.0,167.0,2022-06-25 19:35:21.000,0.4.0,,90226.0,13.0,,,25.0,https://pypi.org/project/jupyter_sphinx,,,87335.0,https://anaconda.org/conda-forge/jupyter_sphinx,2023-06-16 13:24:13.395,222634.0,3.0,,,,,,,,,,,,,,,,,,,
115,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,22,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2023-08-11 12:01:52.980000,2023-08-11 05:47:41,223.0,3.0,11.0,8.0,87.0,20.0,21.0,151.0,2023-08-11 05:48:03.000,1.0.0,128.0,38571.0,16.0,62.0,51.0,7.0,https://pypi.org/project/ipylab,2023-08-11 05:47:52.000,9.0,37093.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,25074.0,2.0,,,,,,ipylab,https://www.npmjs.com/package/ipylab,668.0,,2023-08-11 05:47:59.304,2.0,,,,,,,,
116,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,22,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-08-06 15:00:19.000000,2023-08-06 15:00:18,436.0,17.0,45.0,7.0,127.0,2.0,43.0,59.0,2023-03-31 10:44:15.000,1.5.0,,2752.0,8.0,96.0,96.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,,,2752.0,,,,2.0,,,,,,,,,,,,,,,,,,,
117,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,22,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2023-08-30 14:46:42.000000,2023-08-30 14:46:00,123.0,11.0,13.0,6.0,66.0,4.0,6.0,52.0,2023-08-30 11:11:27.882,1.10.0,,160486.0,28.0,577.0,547.0,4.0,https://pypi.org/project/ipyvue,2023-08-30 11:11:19.000,18.0,154312.0,https://anaconda.org/conda-forge/ipyvue,2023-06-16 16:16:23.273,102933.0,3.0,,,,,,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,4030.0,widgetti/ipyvue,2023-08-30 11:11:27.882,12.0,,,,,,,,
118,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,False,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-12-25 14:22:01.000000,2021-11-22 20:42:15,846.0,,394.0,75.0,32.0,3.0,91.0,3171.0,2021-07-13 22:12:59.000,0.13.2,,10558.0,4.0,,,11.0,,,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,538479.0,,,,,,,,,,,,,,
