,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,pypi,gem_id,hex_id,bitbucket_id
112,almond,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,21,True,,almond-sh/almond,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000,2022-03-22 17:05:24.000000,2021-09-01 14:23:22,989.0,,213.0,62.0,629.0,110.0,192.0,1425.0,,,1165.0,192.0,37.0,,,35.0,,BSD-3-Clause,,,,,,,2.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,13902.0,,,,,,,,,,,,
113,mercury,Mercury: easily convert Python notebook to web app and share with others.,https://github.com/mljar/mercury,,notebook-tools,21,False,mljar-mercury,mljar/mercury,,https://github.com/mljar/mercury,2021-12-20 13:43:44.000,2022-03-24 13:09:01.000000,2022-03-24 13:08:54,185.0,184.0,80.0,25.0,11.0,19.0,43.0,1298.0,2022-03-22 10:57:24.000,0.6.2,,822.0,19.0,26.0,26.0,4.0,https://pypi.org/project/mljar-mercury,,2022-03-22 10:57:24.000,,822.0,,,,3.0,,,,,,,,,,,,,5.0,,,,,,,,,
114,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr-jupyterlab-variableinspector,lckr/jupyterlab-variableInspector,conda-forge/jupyterlab-variableinspector,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000,2022-02-27 11:16:41.000000,2021-10-19 16:52:05,165.0,,80.0,28.0,82.0,40.0,114.0,897.0,2021-04-10 13:07:39.934,3.0.9,,20278.0,11.0,3.0,3.0,17.0,https://pypi.org/project/lckr-jupyterlab-variableinspector,BSD-3-Clause,2021-04-10 13:07:22.000,,9979.0,https://anaconda.org/conda-forge/jupyterlab-variableinspector,2021-04-10 15:26:15.988,2965.0,2.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2021-04-10 13:07:39.934,,10030.0,,,,,,,,,,,,,,,,,
115,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,21,False,notedown,aaren/notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,264.0,,91.0,20.0,29.0,39.0,29.0,790.0,2017-11-16 17:59:43.000,1.5.1,,4916.0,26.0,199.0,171.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000,28.0,4185.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,32924.0,3.0,,,,,,,,,,,,,,,,,,,,,,
116,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,conda-forge/jupyterlab_code_formatter,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000,2022-01-22 01:59:06.000000,2021-04-02 15:15:07,353.0,,39.0,8.0,95.0,27.0,117.0,513.0,2021-04-02 15:07:25.000,1.4.10,,46148.0,54.0,3.0,,30.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-04-02 15:07:25.000,3.0,26401.0,https://anaconda.org/conda-forge/jupyterlab_code_formatter,2021-04-08 19:11:09.139,505670.0,2.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2021-04-02 15:06:23.719,,5300.0,,,,,,,,,,,,,,,,,
117,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,21,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000,2022-02-27 17:11:29.000000,2021-12-14 18:02:31,295.0,,59.0,18.0,107.0,60.0,57.0,480.0,2021-08-13 08:05:12.035,0.5.0,,38183.0,22.0,16.0,3.0,10.0,https://pypi.org/project/ipysheet,MIT,2021-08-11 12:28:11.000,13.0,33326.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098,42770.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,2021-08-13 08:05:12.035,,3732.0,,,,,,,,,,,,,,,,,
118,itkwidgets,"Interactive Jupyter widgets to visualize images, point sets, and meshes in 2D and 3D.",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,21,True,itkwidgets,InsightSoftwareConsortium/itkwidgets,conda-forge/itkwidgets,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000,2022-03-12 13:54:32.000000,2022-03-12 13:54:32,879.0,2.0,53.0,22.0,266.0,74.0,100.0,423.0,2021-05-14 15:18:42.716,0.32.1,64.0,15171.0,64.0,9.0,,21.0,https://pypi.org/project/itkwidgets,Apache-2.0,2021-05-14 15:16:38.000,9.0,7500.0,https://anaconda.org/conda-forge/itkwidgets,2020-08-10 14:40:39.579,258430.0,3.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,2021-05-14 15:18:42.716,,1209.0,,,,,,,,,,,,,,,,,
119,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,96.0,,66.0,24.0,8.0,3.0,49.0,392.0,2020-06-09 08:23:50.000,0.8.0,,5835.0,16.0,328.0,306.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000,22.0,2927.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,151252.0,2.0,,,,,,,,,,,,,,,,,,,,,,
120,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,21,True,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000,2022-03-12 18:55:19.653000,2022-02-28 11:51:17,621.0,36.0,30.0,13.0,73.0,9.0,72.0,355.0,2021-02-27 04:59:39.000,0.1.5,,1145.0,15.0,18.0,18.0,7.0,https://pypi.org/project/tributary,Apache-2.0,2020-08-25 18:51:06.000,,414.0,https://anaconda.org/conda-forge/tributary,2022-03-12 18:55:19.653,15370.0,3.0,,,,,,,,,,,,,,,,,,,,,,
121,JupyterLab GitHub,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,21,True,jupyterlab-github,jupyterlab/jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000,2022-01-22 07:38:11.000000,2021-12-10 09:26:11,228.0,,84.0,28.0,72.0,24.0,36.0,318.0,2021-11-27 17:02:34.000,3.0.1,,3515.0,23.0,4.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,BSD-3-Clause,2021-11-27 16:59:30.000,2.0,1788.0,,,,2.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2021-11-27 16:51:25.639,,1727.0,,,,,,,,,,,,,,,,,
122,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,True,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000,2022-02-27 23:05:29.000000,2021-12-06 09:55:23,183.0,,67.0,9.0,65.0,31.0,27.0,301.0,2021-12-06 09:34:12.000,0.6.1,12.0,38096.0,5.0,3.0,,20.0,https://pypi.org/project/jupyter-resource-usage,BSD-2-Clause,2021-12-06 09:34:10.000,3.0,17849.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,476137.0,2.0,@jupyter-server/resource-usage,https://www.npmjs.com/package/@jupyter-server/resource-usage,2021-12-06 09:34:07.883,,408.0,,,,,,,,,,,,,,,,,
123,JupyterLab Templates,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,21,True,jupyterlab_templates,jpmorganchase/jupyterlab_templates,conda-forge/jupyterlab_templates,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000,2022-02-28 11:47:03.000000,2022-02-28 11:47:02,324.0,17.0,51.0,16.0,83.0,8.0,70.0,289.0,2021-03-28 03:28:25.639,0.3.1,,9661.0,24.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,Apache-2.0,2019-06-30 05:07:41.000,,6318.0,https://anaconda.org/conda-forge/jupyterlab_templates,2021-03-28 15:22:13.818,4838.0,2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2021-03-28 03:28:25.639,,3124.0,,,,,,,,,,,,,,,,,
124,ThebeLab,Turn static HTML pages into live documents with Jupyter kernels.,https://github.com/executablebooks/thebe,,notebook-sharing,21,True,,executablebooks/thebe,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000,2022-03-14 08:06:23.000000,2021-11-19 12:06:20,676.0,,53.0,20.0,402.0,64.0,84.0,271.0,2021-10-26 10:05:57.827,0.8.2,,5678.0,6.0,5.0,5.0,26.0,,BSD-3-Clause,,,,,,,3.0,thebe,https://www.npmjs.com/package/thebe,2021-10-26 10:05:57.827,,5678.0,,,,,,,,,,,,,,,,,
125,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,21,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000,2022-01-22 02:07:28.000000,2022-01-08 00:53:47,337.0,7.0,48.0,19.0,97.0,35.0,89.0,256.0,2022-01-08 01:09:14.000,5.2.0,,25108.0,27.0,3.0,,18.0,https://pypi.org/project/dask-labextension,BSD-3-Clause,2022-01-08 00:59:54.000,3.0,6886.0,https://anaconda.org/conda-forge/dask-labextension,2022-01-08 15:40:51.016,500955.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-01-08 01:00:06.053,,3042.0,,,,,,,,,,,,,,,,,
126,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,21,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000,2022-02-15 08:27:54.000000,2022-02-15 08:27:46,176.0,11.0,28.0,5.0,49.0,19.0,20.0,232.0,2021-02-04 22:39:49.000,0.8.0,,16359.0,20.0,33.0,32.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,BSD-3-Clause,2021-02-04 22:37:18.000,1.0,5811.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2021-02-25 11:47:38.410,6968.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,,10012.0,,,,,,,,,,,,,,,,,
127,OCaml Kernel,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,21,True,,akabe/ocaml-jupyter,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000,2022-03-22 09:05:31.000000,2022-03-22 08:54:46,367.0,47.0,29.0,9.0,118.0,3.0,65.0,214.0,2022-03-22 09:11:27.000,2.7.9,62720.0,1120.0,31.0,,,18.0,,MIT,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
128,ipydatagrid,Fast Datagrid widget for the Jupyter Notebook and JupyterLab.,https://github.com/bloomberg/ipydatagrid,,widgets,21,True,ipydatagrid,bloomberg/ipydatagrid,conda-forge/ipydatagrid,https://github.com/bloomberg/ipydatagrid,2019-07-19 09:06:19.000,2022-03-23 23:38:08.000000,2022-03-16 04:44:52,644.0,35.0,26.0,8.0,237.0,30.0,48.0,203.0,2022-03-08 18:11:54.000,1.1.11,,2837.0,31.0,3.0,,12.0,https://pypi.org/project/ipydatagrid,BSD-3-Clause,2022-03-07 21:41:08.000,3.0,1595.0,https://anaconda.org/conda-forge/ipydatagrid,2022-03-08 05:41:00.267,11452.0,3.0,ipydatagrid,https://www.npmjs.com/package/ipydatagrid,2022-03-07 21:43:41.571,,362.0,,,,,,,,,,,,,,,,,
129,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,21,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000,2022-03-22 00:07:13.000000,2022-03-22 00:07:13,227.0,8.0,39.0,4.0,52.0,5.0,26.0,53.0,2021-11-15 20:11:03.000,1.3.0,,4188.0,8.0,82.0,73.0,13.0,https://pypi.org/project/jupyterhub-ltiauthenticator,BSD-3-Clause,2021-11-15 20:11:03.000,9.0,4188.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
130,Native Authenticator,JupyterHub-native User Authenticator https://native-authenticator.readthedocs.io/en/latest/.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,21,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000,2022-03-21 23:43:50.000000,2022-03-21 23:43:49,488.0,6.0,49.0,9.0,113.0,21.0,69.0,47.0,2021-10-19 17:25:45.000,1.0.5,,6269.0,11.0,35.0,35.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,BSD-3-Clause,2021-10-19 17:25:45.000,,6269.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
131,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,,nteract/hydrogen,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000,2021-12-15 22:55:15.000000,2021-10-16 10:59:33,2359.0,,352.0,92.0,872.0,157.0,1095.0,3785.0,2021-06-02 09:44:54.000,2.16.3,,,90.0,,,88.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
132,pyforest,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,20,True,pyforest,8080labs/pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,196.0,,181.0,34.0,31.0,13.0,14.0,950.0,2021-06-14 15:07:13.000,1.1.0,,6861.0,10.0,6.0,,13.0,https://pypi.org/project/pyforest,MIT,2021-06-14 15:07:13.000,6.0,6861.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
133,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,20,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000,2022-03-22 23:51:47.000000,2022-02-17 09:42:09,713.0,17.0,16.0,31.0,135.0,44.0,140.0,697.0,2021-08-17 16:20:34.000,0.7.4,15.0,18.0,10.0,156.0,156.0,44.0,,MIT,,,,,,,2.0,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1589.0,,,,,,,,,,iruby,,
134,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,20,False,bash_kernel,takluyver/bash_kernel,conda-forge/bash_kernel,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000,2022-03-22 10:45:28.000000,2019-07-22 16:06:53,86.0,,109.0,23.0,26.0,40.0,53.0,573.0,2019-07-22 16:07:09.000,0.7.2,2838.0,6459.0,10.0,27.0,,13.0,https://pypi.org/project/bash_kernel,BSD-3-Clause,2019-07-22 16:07:09.000,27.0,4874.0,https://anaconda.org/conda-forge/bash_kernel,2021-11-16 13:29:31.555,46388.0,2.0,,,,,,,,,,,,,,,,,,,,,,
135,datapane,Datapane is the easiest way to create data science reports from Python.,https://github.com/datapane/datapane,,others,20,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,2020-04-23 20:56:54.000,2022-03-17 05:15:50.000000,2022-03-17 05:13:42,319.0,8.0,39.0,11.0,5.0,9.0,63.0,484.0,2021-12-24 13:13:45.000,0.13.1,,16542.0,73.0,1.0,,9.0,https://pypi.org/project/datapane,Apache-2.0,2021-12-29 21:25:31.000,1.0,15377.0,https://anaconda.org/conda-forge/datapane,2021-12-29 22:00:20.421,23312.0,3.0,,,,,,,,,,,,,,,,,,,,,,
136,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,20,True,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,212.0,4.0,53.0,18.0,51.0,14.0,29.0,481.0,2022-02-11 15:19:00.000,1.0.0,,2240.0,11.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2022-02-11 15:19:00.000,,486.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,9200.0,2.0,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66423.0,,,,,,,,,,,,
137,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,20,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000,2022-03-24 11:53:30.000000,2022-03-07 20:39:10,198.0,13.0,53.0,14.0,71.0,26.0,30.0,450.0,2021-05-25 18:05:21.000,0.6.0,,9030.0,102.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,BSD-3-Clause,2022-03-07 15:46:50.000,,5984.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2021-05-30 13:00:25.332,17570.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,,2396.0,,,,,,,,3.0,,,,,,,,,
138,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,False,pick,nteract/pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,44.0,5.0,26.0,4.0,5.0,426.0,2021-12-06 15:27:43.000,1.2.0,,28443.0,19.0,112.0,,5.0,https://pypi.org/project/pick,BSD-3-Clause,2021-12-06 15:27:43.000,112.0,28443.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
139,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000,2022-03-02 11:47:21.000000,2021-07-29 16:32:39,177.0,,36.0,21.0,27.0,19.0,13.0,396.0,2016-12-23 13:07:38.000,1.0.4,,1826.0,5.0,29.0,26.0,3.0,https://pypi.org/project/nbtutor,BSD-3-Clause,2016-12-23 13:07:38.000,3.0,290.0,https://anaconda.org/conda-forge/nbtutor,2021-11-16 20:29:38.101,96775.0,3.0,,,,,,,,,,,,,,,,,,,,,,
140,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,20,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000,2022-02-28 17:20:02.000000,2022-02-28 17:20:01,340.0,11.0,42.0,4.0,64.0,10.0,44.0,237.0,2021-10-02 05:04:29.585,0.8.1,,1415.0,16.0,1.0,1.0,4.0,https://pypi.org/project/jupyter-flex,Apache-2.0,2021-09-29 21:27:13.000,,1110.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,5053.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,25.0,,,,,,,,,,,,,,,,,
141,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,20,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2022-03-23 07:09:52.000000,2022-03-23 07:09:49,121.0,5.0,36.0,21.0,66.0,8.0,78.0,194.0,2021-09-30 18:07:43.000,3.0.4,,28175.0,17.0,5.0,,16.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-09-30 18:07:43.000,5.0,5665.0,https://anaconda.org/conda-forge/jupyter_bokeh,2021-11-30 03:54:16.601,17933.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-09-30 18:05:39.040,,21657.0,,,,,,,,,,,,,,,,,
142,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,20,False,bookstore,nteract/bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000,2021-12-15 14:37:42.138000,2019-12-09 16:52:07,619.0,,18.0,20.0,109.0,35.0,39.0,181.0,2019-12-09 16:49:29.000,2.5.1,,566182.0,19.0,9.0,8.0,7.0,https://pypi.org/project/bookstore,BSD-3-Clause,2019-12-09 16:49:29.000,1.0,566182.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
143,Spylon Kernel,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,20,False,spylon-kernel,vericast/spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,188.0,,25.0,12.0,25.0,17.0,18.0,158.0,2018-03-23 20:36:58.000,0.4.1,,9358.0,14.0,73.0,73.0,6.0,https://pypi.org/project/spylon-kernel,BSD-3-Clause,2018-03-23 20:36:58.000,,8000.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,82880.0,2.0,,,,,,,,,,,,,,,,,,,,,,
144,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,20,True,mkdocs-jupyter,danielfrg/mkdocs-jupyter,conda-forge/mkdocs-jupyter,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000,2022-03-16 20:53:23.000000,2022-03-16 20:53:22,158.0,12.0,16.0,3.0,32.0,4.0,38.0,106.0,2022-03-16 04:55:49.000,0.20.1,,20900.0,24.0,9.0,,13.0,https://pypi.org/project/mkdocs-jupyter,Apache-2.0,2022-03-16 04:55:49.000,9.0,20256.0,https://anaconda.org/conda-forge/mkdocs-jupyter,2022-03-16 09:12:13.740,10312.0,3.0,,,,,,,,,,,,,,,,,,,,,,
145,JupyterLab IFrame,View html as an embedded iframe in JupyterLab.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,20,True,jupyterlab_iframe,timkpaine/jupyterlab_iframe,conda-forge/jupyterlab_iframe,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000,2022-03-20 21:36:15.385000,2022-03-20 16:23:03,245.0,21.0,15.0,3.0,45.0,6.0,61.0,79.0,2022-03-20 16:27:26.000,0.4.2,,2430.0,23.0,11.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,Apache-2.0,2019-06-29 16:55:52.000,8.0,1073.0,https://anaconda.org/conda-forge/jupyterlab_iframe,2022-03-20 21:36:15.385,5015.0,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,2022-03-20 16:26:53.240,,1130.0,,,,,,,,,,,,,,,,,
146,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,20,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,117.0,3.0,8.0,4.0,43.0,3.0,4.0,49.0,2021-11-06 14:18:45.000,0.4.0,,571263.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,BSD-3-Clause,2021-11-06 14:16:09.000,12.0,570216.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,27242.0,3.0,,,,,,,,,,,,,,,,,,,,,,
147,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000,2021-12-17 07:34:26.000000,2021-10-27 14:05:51,702.0,,375.0,122.0,256.0,97.0,683.0,2432.0,2021-02-24 00:04:46.000,1.23.2,,,41.0,,,100.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
148,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-03-08 22:30:52.790000,2022-01-17 13:34:34,472.0,1.0,227.0,59.0,192.0,127.0,113.0,2136.0,,,,3515.0,15.0,,,20.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/xeus-cling,2022-03-08 22:30:52.790,137114.0,3.0,,,,,,,,,,,,,,,,,,,,,,
149,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000,2022-03-17 17:26:31.000000,2022-02-23 17:12:18,415.0,2.0,60.0,15.0,109.0,49.0,54.0,515.0,2021-09-15 15:34:35.000,3.1.0,,4614.0,16.0,3.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,BSD-3-Clause,2021-09-15 15:34:16.000,1.0,2769.0,https://anaconda.org/conda-forge/jupyterlab-latex,2021-09-15 23:50:03.130,2995.0,3.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,,1715.0,,,,,,,,-2.0,,,,,,,,,
