,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,44,True,bokeh,bokeh/bokeh,conda-forge/bokeh,@bokeh/bokehjs,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-08-18 09:10:56.000000,2022-08-17 22:48:58,19650.0,103.0,3968.0,453.0,5246.0,700.0,6271.0,16594.0,58335.0,54777.0,612.0,https://pypi.org/project/bokeh,2022-07-05 19:06:24.000,2022-05-18 19:00:14.000,2.4.3,130.0,3553.0,3367098.0,3506101.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,8169912.0,https://www.npmjs.com/package/@bokeh/bokehjs,2022-08-06 18:43:26.120,5.0,11349.0,1.0,,,,,,,,,,,,,,,,,,
2,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,44,True,ipython,ipython/ipython,conda-forge/ipython,,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2022-08-18 05:42:59.000000,2022-08-16 08:15:38,25997.0,36.0,4355.0,773.0,6704.0,1537.0,5510.0,15468.0,333105.0,298105.0,893.0,https://pypi.org/project/ipython,2022-05-28 12:34:24.000,2022-05-28 12:34:24.000,8.4.0,151.0,35000.0,17035229.0,17213703.0,https://anaconda.org/conda-forge/ipython,2022-05-28 16:47:29.603,13339518.0,,,,,1.0,319170.0,,,,,,,,,,,,,,,,,
3,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2022-08-17 13:35:13.000000,2022-08-10 06:01:42,13023.0,56.0,3862.0,318.0,2045.0,2037.0,2463.0,10230.0,8703.0,9.0,614.0,https://pypi.org/project/notebook,2022-06-14 16:08:46.000,2022-06-15 01:21:43.000,6.4.12,98.0,8694.0,11074754.0,11418925.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2254119.0,,,,,1.0,8784.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-08-15 04:57:09.056527,939.0,27315197.0,,,,,,,,,,,,
4,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,39,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2022-08-18 14:01:53.000000,2022-08-16 12:13:49,5869.0,194.0,1741.0,268.0,1823.0,138.0,2013.0,7085.0,2216.0,1846.0,280.0,https://pypi.org/project/jupyterhub,2022-06-06 14:27:26.000,2022-06-06 14:27:26.000,2.3.1,65.0,370.0,143782.0,179515.0,https://anaconda.org/conda-forge/jupyterhub,2022-06-06 18:07:49.815,636819.0,,,,,1.0,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-08-16 12:22:34.476262,313.0,2669833.0,,,,,,,,,,,,
5,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,39,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,@jupyter-widgets/jupyterlab-manager,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2022-08-18 12:00:46.876000,2022-08-18 09:36:07,7573.0,146.0,856.0,70.0,1746.0,606.0,1228.0,2556.0,13464.0,4663.0,197.0,https://pypi.org/project/ipywidgets,2022-07-06 21:32:24.000,2022-08-18 10:08:44.000,8.0.0,139.0,8720.0,7856997.0,8005314.0,https://anaconda.org/conda-forge/ipywidgets,2022-08-18 12:00:46.876,5711531.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2022-08-18 09:20:08.873,81.0,73166.0,1.0,,,,,,,,,,,,,,,,,,
6,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,38,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2022-08-16 13:56:09.000000,2022-08-16 13:56:09,3878.0,56.0,492.0,47.0,824.0,441.0,588.0,1363.0,8324.0,,247.0,https://pypi.org/project/nbconvert,2022-06-15 13:14:05.000,2022-08-11 11:55:23.519,6.5.3,58.0,8324.0,11651963.0,11754582.0,https://anaconda.org/conda-forge/nbconvert,2022-08-11 13:00:48.998,7799113.0,,,,,1.0,,,,,,,,,,,,,,,,,,
7,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/ydataai/pandas-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-08-03 13:54:35.000000,2022-08-03 13:54:31,1023.0,17.0,1330.0,153.0,421.0,118.0,465.0,9382.0,8922.0,8764.0,89.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,2022-05-02 02:53:44.000,3.2.0,32.0,158.0,1192023.0,1195708.0,https://anaconda.org/conda-forge/pandas-profiling,2022-05-02 10:58:37.618,265326.0,,,,,1.0,,,,,,,ydataai/pandas-profiling,,,,,,,,,,,
8,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,widgets,37,True,panel,holoviz/panel,conda-forge/panel,@holoviz/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2022-08-18 13:20:58.000000,2022-08-16 17:48:10,2192.0,92.0,274.0,41.0,1846.0,570.0,1342.0,2060.0,4035.0,3923.0,101.0,https://pypi.org/project/panel,2022-07-05 13:31:06.000,2022-05-24 10:28:39.753,0.13.1,203.0,112.0,431889.0,553498.0,https://anaconda.org/conda-forge/panel,2022-05-24 21:55:47.367,577432.0,https://www.npmjs.com/package/@holoviz/panel,2022-07-05 13:35:02.394,,109057.0,1.0,,,,,,,,,,,,,,,,,,
9,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,37,True,ipykernel,ipython/ipykernel,ipykernel,,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2022-08-15 23:31:48.000000,2022-08-15 23:31:45,2723.0,60.0,314.0,31.0,560.0,229.0,202.0,499.0,9629.0,,155.0,https://pypi.org/project/ipykernel,2022-06-15 16:50:11.000,2022-07-08 10:58:07.000,6.15.1,90.0,9599.0,10407005.0,10411543.0,https://anaconda.org/anaconda/ipykernel,2022-05-02 20:19:38.840,364850.0,,,,,1.0,512.0,,,,,,,30.0,,,,,,,,,,
10,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,36,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2022-08-09 16:17:44.000000,2022-06-19 17:26:07,1887.0,14.0,178.0,22.0,242.0,101.0,216.0,324.0,113423.0,107103.0,116.0,https://pypi.org/project/qtconsole,2022-06-05 17:30:57.000,2022-03-28 17:07:14.000,5.3.0,40.0,6320.0,3089673.0,3127153.0,https://anaconda.org/conda-forge/qtconsole,2022-06-05 21:52:17.510,2811025.0,,,,,1.0,,,,,,,,,,,,,,,,,,
11,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,35,True,jupyter-client,jupyter/jupyter_client,conda-forge/jupyter_client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-08-09 06:17:20.000000,2022-08-09 06:17:17,2374.0,56.0,231.0,33.0,497.0,152.0,182.0,281.0,2182.0,,119.0,https://pypi.org/project/jupyter-client,2022-06-08 20:05:19.000,2022-06-08 20:05:27.000,7.3.4,61.0,2182.0,11952342.0,12072850.0,https://anaconda.org/conda-forge/jupyter_client,2022-06-08 23:34:27.965,9156655.0,,,,,1.0,318.0,,,,,,,,,,,,,,,,,
12,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,34,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,jupyter-leaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-08-18 13:42:00.000000,2022-08-17 14:31:24,1124.0,55.0,343.0,62.0,540.0,209.0,316.0,1288.0,2708.0,2591.0,80.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,2022-07-25 09:22:27.000,0.17.0,74.0,114.0,95120.0,154979.0,https://anaconda.org/conda-forge/ipyleaflet,2022-07-07 10:08:41.198,869579.0,https://www.npmjs.com/package/jupyter-leaflet,2022-07-07 04:20:21.542,3.0,48265.0,1.0,,,,,,,,,,,,,,,,,,
13,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,34,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2022-08-17 10:36:47.000000,2022-08-15 20:27:42,12385.0,55.0,182.0,40.0,653.0,123.0,188.0,325.0,153.0,,478.0,https://pypi.org/project/jupyter_server,2022-07-05 21:01:08.000,2022-07-05 20:25:48.000,1.18.1,93.0,153.0,1645132.0,1686976.0,https://anaconda.org/conda-forge/jupyter_server,2022-07-06 11:43:59.420,1966087.0,,,,,3.0,418.0,,,,,,,,,,,,,,,,,
14,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,33,True,papermill,nteract/papermill,conda-forge/papermill,,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-08-15 07:33:19.000000,2022-08-15 07:33:10,924.0,14.0,371.0,92.0,328.0,105.0,239.0,4838.0,2536.0,2350.0,104.0,https://pypi.org/project/papermill,2022-01-22 22:46:54.000,2022-08-15 04:13:05.241,2.4.0,72.0,186.0,870671.0,876783.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,293403.0,,,,,1.0,,,,,,,,,2.0,,,,,,,,,
15,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,33,True,voila,voila-dashboards/voila,conda-forge/voila,@jupyter-voila/jupyterlab-preview,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2022-08-16 15:40:43.000000,2022-08-11 08:22:57,1286.0,34.0,420.0,73.0,579.0,268.0,365.0,4254.0,7275.0,7213.0,61.0,https://pypi.org/project/voila,2022-03-29 17:15:53.000,2022-07-18 20:31:49.000,0.3.6,76.0,62.0,48461.0,55896.0,https://anaconda.org/conda-forge/voila,2022-07-18 23:28:25.603,201078.0,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555,,3038.0,1.0,291.0,,,,,,,,,,,,,,,,,
16,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,33,True,nikola,getnikola/nikola,,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2022-08-02 17:57:54.000000,2022-08-02 17:57:54,10290.0,15.0,415.0,81.0,1508.0,44.0,2059.0,2321.0,573.0,436.0,230.0,https://pypi.org/project/nikola,2022-05-01 17:06:34.000,2022-08-01 21:01:18.000,8.2.3,86.0,137.0,2026.0,2026.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
17,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,32,True,nteract_on_jupyter,nteract/nteract,,@nteract/messaging,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-07-25 16:16:57.000000,2022-07-23 17:29:08,11197.0,28.0,562.0,158.0,3954.0,162.0,1520.0,5865.0,37.0,,177.0,https://pypi.org/project/nteract_on_jupyter,2019-07-16 03:59:16.000,2021-10-22 17:46:48.907,7.0.20,94.0,5.0,2494.0,46578.0,,,,https://www.npmjs.com/package/@nteract/messaging,2021-10-22 17:46:48.907,32.0,25918.0,2.0,1362501.0,,,,,,,,,,,,,,,,,
18,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,32,True,jupytext,mwouts/jupytext,conda-forge/jupytext,jupyterlab-jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-08-14 23:11:31.000000,2022-07-29 10:20:53,2265.0,9.0,355.0,68.0,458.0,74.0,463.0,5516.0,3316.0,3152.0,72.0,https://pypi.org/project/jupytext,2022-07-03 09:09:53.000,2022-07-29 11:00:19.211,1.14.1,111.0,164.0,272886.0,287593.0,https://anaconda.org/conda-forge/jupytext,2022-07-03 18:12:05.254,373551.0,https://www.npmjs.com/package/jupyterlab-jupytext,2021-12-04 13:07:28.249,,6406.0,2.0,,,,,,,,,,,,,,,,,,
19,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,32,True,nbdev,fastai/nbdev,,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-08-18 12:38:18.000000,2022-08-18 12:36:44,1044.0,753.0,367.0,41.0,353.0,35.0,505.0,3585.0,77.0,,58.0,https://pypi.org/project/nbdev,2022-06-17 20:22:23.000,2022-08-18 03:08:47.354,2.2.2,132.0,77.0,93415.0,93415.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
20,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,32,True,nbformat,jupyter/nbformat,conda-forge/nbformat,nbformat-schema,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2022-08-17 09:11:18.473000,2022-08-17 09:09:50,913.0,56.0,135.0,24.0,174.0,49.0,74.0,178.0,8597.0,,67.0,https://pypi.org/project/nbformat,2022-05-03 15:51:21.000,2022-08-17 09:11:11.000,5.5.0b1,27.0,8597.0,10271115.0,10398390.0,https://anaconda.org/conda-forge/nbformat,2022-05-03 19:45:12.925,9665580.0,https://www.npmjs.com/package/nbformat-schema,2022-08-17 09:11:18.473,,97.0,1.0,,,,,,,,,,,,,,,,,,
21,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2022-08-04 11:33:55.000000,2022-07-17 11:19:32,2629.0,16.0,765.0,138.0,832.0,333.0,452.0,4891.0,191.0,,129.0,https://pypi.org/project/jupyter_contrib_nbextensions,2019-01-02 12:28:49.000,2019-01-02 12:28:49.000,0.5.1,17.0,191.0,287849.0,306654.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2021-03-05 08:03:36.764,1354003.0,,,,,1.0,,,,,,,,,,,,,,,,,,
22,ipyparallel,IPython Parallel: Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,31,False,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-08-16 12:00:10.000000,2022-08-16 11:53:24,2694.0,48.0,915.0,114.0,401.0,55.0,279.0,2248.0,287.0,,111.0,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,2022-06-20 10:37:35.000,8.4.1,41.0,287.0,84618.0,93309.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,660553.0,,,,,2.0,,,,,,,,,,,,,,,,,,
23,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,31,True,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-07-28 00:45:28.000000,2022-06-12 04:14:20,285.0,15.0,258.0,51.0,74.0,105.0,40.0,1553.0,3427.0,3358.0,53.0,https://pypi.org/project/ipython-sql,2022-06-12 04:51:46.000,2022-06-12 04:51:46.000,0.4.1,18.0,69.0,113466.0,115726.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,162789.0,,,,,1.0,,,,,,,,,,,,,,,,,,
24,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2022-08-01 23:42:34.000000,2022-07-05 06:47:44,320.0,10.0,46.0,8.0,154.0,35.0,62.0,102.0,65839.0,65753.0,33.0,https://pypi.org/project/nbclient,2022-07-01 09:13:27.000,2022-07-01 09:13:33.000,0.6.6,30.0,86.0,9932684.0,10099993.0,https://anaconda.org/conda-forge/nbclient,2022-07-01 15:10:26.686,5019075.0,,,,,2.0,85.0,,,,,,,,,,,,,,,,,
25,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,30,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,@jupyterlab/ui-components,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2022-08-18 09:57:59.000000,,,,2430.0,,,2146.0,,12265.0,2183.0,,395.0,https://pypi.org/project/jupyterlab,2022-06-09 13:09:14.000,2022-08-10 13:48:58.135,3.4.5,441.0,1897.0,1677446.0,1964291.0,https://anaconda.org/conda-forge/jupyterlab,2022-08-10 14:14:04.258,5987126.0,https://www.npmjs.com/package/@jupyterlab/ui-components,2022-08-10 13:48:58.135,286.0,205938.0,2.0,,,,,,,,,,,,,,,,,,
26,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,30,True,,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-08-17 16:32:55.000000,2022-08-11 07:51:10,3140.0,135.0,2759.0,190.0,1004.0,41.0,727.0,7170.0,,,221.0,,,,,,,,1012591.0,,,,,,,,2.0,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-08-15 05:07:27.355912,357.0,86070294.0,,,,,,,,,,,,
27,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,30,True,perspective-python,finos/perspective,conda-forge/perspective,@finos/perspective-jupyterlab,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-08-15 01:14:46.314000,2022-08-11 20:04:30,5321.0,151.0,500.0,102.0,1306.0,85.0,466.0,4797.0,12.0,3.0,72.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,2022-08-11 02:10:15.726,1.6.3,84.0,9.0,3125.0,9270.0,https://anaconda.org/conda-forge/perspective,2022-08-15 01:14:46.314,122762.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-08-10 19:02:14.132,,1424.0,1.0,,,,,,,,,-2.0,,,,,,,,,
28,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,30,False,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-08-14 19:16:00.000000,2022-08-07 17:10:54,618.0,20.0,297.0,66.0,217.0,43.0,431.0,3589.0,463.0,451.0,27.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,2022-08-07 19:29:08.000,2.7.1,149.0,12.0,88559.0,93329.0,https://anaconda.org/conda-forge/dtale,2022-08-07 22:53:15.855,143104.0,,,,,2.0,,,,,,,,,,,,,,,,,,
29,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,30,False,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-08-14 19:16:00.000000,2022-08-07 17:10:54,618.0,20.0,297.0,66.0,217.0,43.0,431.0,3589.0,463.0,451.0,27.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,2022-08-07 19:29:08.000,2.7.1,149.0,12.0,88559.0,93329.0,https://anaconda.org/conda-forge/dtale,2022-08-07 22:53:15.855,143104.0,,,,,1.0,,,,,,,,,,,,,,,,,,
30,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,30,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-08-16 07:13:52.000000,2022-08-16 06:59:36,1376.0,15.0,538.0,62.0,661.0,465.0,660.0,3001.0,65.0,,111.0,https://pypi.org/project/jupyter-book,2022-06-03 14:18:41.000,2022-08-16 07:22:00.869,0.13.1,42.0,65.0,48072.0,49559.0,https://anaconda.org/conda-forge/jupyter-book,2022-06-03 19:20:51.874,26777.0,,,,,2.0,,,,,,,,,,,,,,,,,,
31,elyra,Elyra extends JupyterLab with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,30,True,elyra,elyra-ai/elyra,conda-forge/elyra,@elyra/services,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-08-18 11:16:36.000000,2022-08-17 05:03:02,1734.0,109.0,257.0,46.0,1322.0,229.0,1259.0,1417.0,39.0,32.0,53.0,https://pypi.org/project/elyra,2022-07-06 22:27:20.000,2022-07-18 16:35:45.000,3.10.1,110.0,3.0,3457.0,6846.0,https://anaconda.org/conda-forge/elyra,2022-07-30 00:48:19.676,16412.0,https://www.npmjs.com/package/@elyra/services,2022-07-18 16:23:08.434,4.0,2706.0,1.0,,,,,,,,,,,,,,,,,,
32,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,30,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,jupyter-matplotlib,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-07-20 10:12:15.000000,2022-07-07 05:42:06,474.0,6.0,187.0,41.0,224.0,116.0,142.0,1328.0,3769.0,3688.0,28.0,https://pypi.org/project/ipympl,2022-04-25 12:03:10.000,2022-04-25 12:06:36.481,0.11.1,47.0,81.0,141809.0,182229.0,https://anaconda.org/conda-forge/ipympl,2022-04-25 12:22:35.098,1043980.0,https://www.npmjs.com/package/jupyter-matplotlib,2022-04-25 12:06:36.481,,24839.0,2.0,,,,,,,,,,,,,,,,,,
33,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,30,True,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,,https://github.com/jupyter-incubator/sparkmagic,BSD-3-Clause,2015-09-21 15:35:25.000,2022-07-19 16:53:06.000000,2022-05-02 22:12:52,1212.0,,398.0,52.0,370.0,138.0,271.0,1153.0,268.0,248.0,57.0,https://pypi.org/project/sparkmagic,2022-05-02 22:18:06.000,2022-05-02 22:18:06.000,0.20.0,50.0,20.0,41377.0,42215.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,50317.0,,,,,1.0,,,,,,,,,,,,,,,,,,
34,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,30,True,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,@jupyterlab/git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-08-16 23:27:44.000000,2022-08-11 16:28:49,1788.0,18.0,248.0,35.0,607.0,90.0,447.0,1133.0,38.0,14.0,76.0,https://pypi.org/project/jupyterlab-git,2022-04-26 06:31:56.000,2022-07-28 15:00:01.658,0.38.0,61.0,20.0,142773.0,178654.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-07-29 10:35:26.231,228740.0,https://www.npmjs.com/package/@jupyterlab/git,2022-07-28 14:59:27.934,4.0,30683.0,1.0,,,,,,,,,,,,,,,,,,
35,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,30,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-08-15 15:53:15.000000,2022-08-15 15:53:11,3310.0,208.0,311.0,44.0,831.0,204.0,612.0,1111.0,17.0,,97.0,https://pypi.org/project/nbgrader,2022-07-06 09:43:23.000,2022-06-23 11:04:59.000,0.7.1,29.0,17.0,2635.0,4391.0,https://anaconda.org/conda-forge/nbgrader,2022-06-23 17:56:54.463,117712.0,,,,,1.0,25.0,,,,,,,,,,,,,,,,,
36,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,30,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-08-09 06:09:09.000000,2022-08-09 06:09:09,1094.0,52.0,331.0,23.0,302.0,44.0,197.0,342.0,328.0,285.0,107.0,https://pypi.org/project/oauthenticator,2022-06-09 11:01:21.000,2022-06-06 06:48:58.000,15.0.0,30.0,43.0,38160.0,38818.0,https://anaconda.org/conda-forge/oauthenticator,2022-06-09 13:33:38.024,26352.0,,,,,1.0,,,,,,,,,,,,,,,,,,
37,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,29,True,bqplot,bqplot/bqplot,conda-forge/bqplot,bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-08-18 11:55:31.000000,2022-07-25 11:39:08,3525.0,6.0,458.0,106.0,944.0,228.0,359.0,3334.0,136.0,34.0,59.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,2022-02-11 15:29:07.544,0.5.34,100.0,92.0,87619.0,109979.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,1017399.0,https://www.npmjs.com/package/bqplot,2022-02-11 15:29:07.544,10.0,8795.0,2.0,,,,,,,,,,,,,,,,,,
