,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,gem_id,hex_id,docs_url,bitbucket_id
115,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,22,False,jupyterlab-drawio,QuantStack/jupyterlab-drawio,conda-forge/jupyterlab-drawio,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-06-16 19:25:47.823000,2021-06-29 12:29:51,101.0,,69.0,28.0,52.0,43.0,25.0,591.0,2021-04-29 10:22:28.814,0.9.0,,5025.0,11.0,1358.0,1355.0,16.0,https://pypi.org/project/jupyterlab-drawio,2021-04-29 10:19:55.000,,2300.0,https://anaconda.org/conda-forge/jupyterlab-drawio,2023-06-16 19:25:47.823,21641.0,1.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,2021-04-29 10:22:28.814,3.0,2089.0,,,,,,,,,,,,,,,,
116,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,22,True,appmode,oschuett/appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2024-02-05 15:13:33.000000,2023-05-18 15:12:24,102.0,,70.0,24.0,16.0,7.0,54.0,429.0,2023-05-18 14:28:00.000,0.9.0,,6633.0,17.0,381.0,359.0,9.0,https://pypi.org/project/appmode,2023-05-18 14:25:00.792,22.0,1594.0,https://anaconda.org/conda-forge/appmode,2024-02-05 12:45:27.862,221741.0,2.0,,,,,,,,,,,,,,,,,,,,,
117,jupyterlab-execute-time,A JupyterLab extension for displaying cell timings.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,22,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2024-03-28 01:17:55.000000,2024-03-27 01:10:31,61.0,6.0,45.0,8.0,52.0,8.0,56.0,328.0,2024-02-14 22:33:59.000,3.1.2,,66503.0,15.0,11.0,4.0,17.0,https://pypi.org/project/jupyterlab-execute-time,2024-02-14 22:33:59.000,4.0,63768.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2024-02-15 00:39:31.021,60612.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,3.0,1140.0,,,,,,,,,,,,,,,,
118,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,22,True,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,MIT,2020-07-20 11:43:20.358,2024-03-22 16:22:28.140000,,,,55.0,,,,,327.0,2024-03-22 13:58:54.705,1.9.3,,136713.0,62.0,1166.0,1117.0,14.0,https://pypi.org/project/ipyvuetify,2024-03-22 13:58:48.000,45.0,122807.0,https://anaconda.org/conda-forge/ipyvuetify,2024-03-22 16:22:28.140,161853.0,3.0,jupyter-vuetify,https://www.npmjs.com/package/jupyter-vuetify,2024-03-22 13:58:54.705,4.0,10228.0,,,,,,,,-5.0,,,,,,,,
119,dask-labextension,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,22,True,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2023-08-04 21:07:12.374000,2023-08-04 14:43:59,410.0,,62.0,17.0,120.0,46.0,101.0,305.0,2023-11-07 09:41:30.000,7.0.0,,31676.0,28.0,14.0,3.0,24.0,https://pypi.org/project/dask-labextension,2023-08-04 14:55:02.000,8.0,9326.0,https://anaconda.org/conda-forge/dask-labextension,2023-08-04 21:07:12.374,949255.0,2.0,dask-labextension,https://www.npmjs.com/package/dask-labextension,2022-06-21 23:23:38.435,3.0,275.0,,,,,,,,,,,,,,,,
120,scrapbook,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,22,False,nteract-scrapbook,nteract/scrapbook,conda-forge/nteract-scrapbook,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2023-06-16 19:17:54.716000,2022-04-13 16:57:42,184.0,,28.0,18.0,41.0,24.0,26.0,276.0,2021-01-06 19:12:18.000,0.4.2,,13801.0,7.0,356.0,338.0,11.0,https://pypi.org/project/nteract-scrapbook,2021-01-06 19:12:18.000,18.0,13475.0,https://anaconda.org/conda-forge/nteract-scrapbook,2023-06-16 19:17:54.716,15977.0,3.0,,,,,,,,,,,,,,,,,,,,,
121,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,22,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2024-03-27 09:02:48.000000,2023-10-09 07:01:31,224.0,,13.0,8.0,90.0,25.0,22.0,172.0,2023-08-11 05:48:03.000,1.0.0,133.0,118141.0,16.0,123.0,106.0,7.0,https://pypi.org/project/ipylab,2023-08-11 05:47:52.000,14.0,116990.0,https://anaconda.org/conda-forge/ipylab,2023-08-11 12:01:52.980,28861.0,2.0,ipylab,https://www.npmjs.com/package/ipylab,2023-08-11 05:47:59.304,3.0,390.0,,,,,,,,,,,,,,,,
122,Native Authenticator,JupyterHub-native User Authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,22,True,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2024-02-06 07:26:19.000000,2024-02-06 07:26:18,583.0,9.0,63.0,13.0,159.0,33.0,73.0,69.0,2023-05-22 08:28:01.738,1.2.0,,12979.0,13.0,75.0,75.0,22.0,https://pypi.org/project/jupyterhub-nativeauthenticator,2022-09-09 11:33:03.525,,12979.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
123,LTI Authenticator,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,22,True,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2024-03-06 20:09:58.000000,2024-03-06 20:09:57,469.0,25.0,50.0,7.0,144.0,4.0,47.0,63.0,2024-01-04 13:15:25.000,1.6.2,,4580.0,14.0,115.0,106.0,18.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2024-01-04 13:15:25.000,9.0,4580.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
124,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,21,True,,ml-tooling/ml-workspace,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2023-11-14 19:49:37.000000,2023-11-14 19:49:36,847.0,,424.0,73.0,33.0,2.0,92.0,3337.0,2021-07-13 22:12:59.000,0.13.2,,9550.0,4.0,,,12.0,,,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,27.0,553934.0,,,,,,,,,,,
125,xeus-cling,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,21,True,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2024-01-06 22:00:58.000000,2023-08-05 06:50:25,531.0,,284.0,66.0,225.0,169.0,126.0,2925.0,,,,5205.0,20.0,,,26.0,,,,,https://anaconda.org/conda-forge/xeus-cling,2023-11-11 12:27:30.968,234231.0,2.0,,,,,,,,,,,,,,,,,,,,,
126,colabcode,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,False,colabcode,abhishekkrthakur/colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2023-05-31 15:54:53.000000,2021-06-11 15:16:36,44.0,,297.0,19.0,39.0,62.0,33.0,2017.0,2021-06-11 15:17:12.000,0.3.0,,4024.0,13.0,173.0,173.0,8.0,https://pypi.org/project/colabcode,2021-06-11 15:17:12.000,,4024.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,
127,datapane,Build and share data reports in 100% Python.,https://github.com/datapane/datapane,,others,21,True,datapane,datapane/datapane,conda-forge/datapane,https://github.com/datapane/datapane,Apache-2.0,2020-04-23 20:56:54.000,2023-10-16 21:21:29.000000,2023-09-07 13:44:00,362.0,,101.0,19.0,119.0,,112.0,1342.0,2023-09-07 13:59:32.000,0.17.0,,35749.0,90.0,14.0,,16.0,https://pypi.org/project/datapane,2023-09-07 13:59:32.000,14.0,33884.0,https://anaconda.org/conda-forge/datapane,2023-09-07 16:46:44.103,82097.0,3.0,,,,,,,,,,,,,,,,,,,,,
128,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,21,False,jupyterlab-dash,plotly/jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34,41.0,,237.0,52.0,12.0,22.0,8.0,885.0,2021-01-22 17:06:54.671,0.4.0,,4231.0,10.0,644.0,640.0,7.0,https://pypi.org/project/jupyterlab-dash,2019-07-13 16:38:26.000,1.0,2207.0,,,,2.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671,3.0,2024.0,,,,,,,,,,,,,,,,
129,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,21,True,witwidget,PAIR-code/what-if-tool,conda-forge/tensorboard-plugin-wit,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2024-03-14 21:28:06.000000,2024-02-01 21:38:56,330.0,1.0,162.0,29.0,111.0,80.0,56.0,880.0,2021-10-12 17:42:50.869,1.8.1,,53399.0,40.0,8.0,2.0,20.0,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,4.0,4278.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2023-06-16 19:20:28.498,2145685.0,3.0,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,2.0,1440.0,,,,,,,,,,,,,,,,
130,IRuby,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,21,True,,SciRuby/iruby,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2024-02-08 14:58:01.000000,2024-02-08 14:58:00,722.0,4.0,23.0,30.0,144.0,45.0,147.0,827.0,2021-08-17 16:20:34.000,0.7.4,15.0,19.0,10.0,227.0,227.0,47.0,,,,,,,,2.0,,,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,5.0,2121.0,,,,,,,,iruby,,,
131,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,21,True,toree,apache/incubator-toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2024-03-26 16:19:26.000000,2024-03-26 16:19:25,1173.0,1.0,220.0,49.0,222.0,12.0,,732.0,2022-04-21 19:01:00.000,0.5.0,,7464.0,14.0,9.0,,108.0,https://pypi.org/project/toree,2022-04-21 19:01:00.000,9.0,7464.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
132,pivottablejs,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,21,False,pivottablejs,nicolaskruchten/jupyter_pivottablejs,anaconda/pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2024-03-15 12:50:01.000000,2018-12-04 14:43:25,32.0,,82.0,21.0,9.0,23.0,41.0,646.0,2018-01-15 18:11:51.000,0.9.0,,36912.0,8.0,421.0,421.0,3.0,https://pypi.org/project/pivottablejs,,,36883.0,https://anaconda.org/anaconda/pivottablejs,2023-12-06 04:45:55.894,2895.0,3.0,,,,,,,,,,,,,,,,,,,,,
133,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,21,True,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2024-03-24 20:20:18.000000,2024-03-24 20:19:59,400.0,56.0,67.0,20.0,110.0,43.0,143.0,559.0,2020-09-05 22:35:32.000,2.3.0,,29829.0,11.0,,,18.0,,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2024-02-20 14:40:03.362,1282659.0,2.0,,,,,,,,,,,,,,,,,,,,,
134,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,21,True,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,conda-forge/jupyterlab-nvdashboard,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2024-03-27 22:14:54.000000,2024-03-27 22:12:24,242.0,6.0,73.0,17.0,112.0,35.0,42.0,548.0,2023-08-25 14:12:11.000,0.9.0,,9601.0,123.0,8.0,3.0,21.0,https://pypi.org/project/jupyterlab-nvdashboard,2023-12-04 16:35:05.000,2.0,8662.0,https://anaconda.org/conda-forge/jupyterlab-nvdashboard,2023-06-16 16:21:24.095,38630.0,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2021-04-27 07:19:46.929,3.0,182.0,,,,,,,,,,,,,,,,
135,ipysheet,Jupyter handsontable integration.,https://github.com/jupyter-widgets-contrib/ipysheet,,widgets,21,True,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,https://github.com/jupyter-widgets-contrib/ipysheet,MIT,2017-07-10 13:46:31.000,2024-01-04 06:37:51.000000,2024-01-04 06:37:51,311.0,2.0,69.0,20.0,125.0,63.0,60.0,535.0,2022-11-28 09:27:38.314,0.7.0,,124876.0,24.0,38.0,7.0,14.0,https://pypi.org/project/ipysheet,2022-11-28 09:25:01.163,28.0,122362.0,https://anaconda.org/conda-forge/ipysheet,2023-06-16 16:13:19.853,108542.0,3.0,ipysheet,https://www.npmjs.com/package/ipysheet,2022-11-28 09:27:38.314,3.0,764.0,,,,,,,jupyter-widgets-contrib/ipysheet,,,,,,,,,
136,JupyterLab Renderers,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,21,True,jupyterlab-katex,jupyterlab/jupyter-renderers,conda-forge/jupyterlab-vega3,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2024-03-27 12:52:53.000000,2024-03-20 13:37:27,626.0,4.0,75.0,33.0,205.0,40.0,74.0,484.0,2023-08-01 12:55:42.001,3.4.0,,1421.0,33.0,5.0,,31.0,https://pypi.org/project/jupyterlab-katex,2023-05-23 12:27:01.602,1.0,828.0,https://anaconda.org/conda-forge/jupyterlab-vega3,2023-06-16 19:25:17.752,3672.0,2.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,2023-08-01 12:55:42.001,4.0,491.0,,,,,,,,,,,,,,,,
137,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,21,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,Apache-2.0,2019-12-13 20:19:40.000,2024-03-20 17:57:09.000000,2024-03-20 17:57:08,387.0,4.0,54.0,8.0,111.0,12.0,51.0,309.0,2023-03-28 23:50:00.718,0.9.1,,1564.0,18.0,49.0,46.0,4.0,https://pypi.org/project/jupyter-flex,2023-03-28 23:50:00.718,,1147.0,https://anaconda.org/conda-forge/jupyter-flex,2023-06-16 19:22:49.073,16791.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,3.0,18.0,,,,,,,,,,,,,,,,
138,JupyterLab System Monitor,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,21,True,jupyterlab-system-monitor,jtpio/jupyterlab-system-monitor,conda-forge/jupyterlab-system-monitor,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-07-28 15:17:36.000000,2023-07-28 15:17:32,177.0,,30.0,6.0,60.0,27.0,44.0,294.0,2021-02-04 22:39:49.000,0.8.0,,9481.0,20.0,173.0,169.0,7.0,https://pypi.org/project/jupyterlab-system-monitor,2021-02-04 22:37:18.000,2.0,6872.0,https://anaconda.org/conda-forge/jupyterlab-system-monitor,2023-06-16 19:24:50.049,32434.0,2.0,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,2020-11-23 15:30:52.408,2.0,1733.0,,,,,,,,,,,,,,,,
139,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,21,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2024-03-18 20:21:00.260000,2024-03-18 15:49:58,138.0,2.0,46.0,21.0,95.0,20.0,86.0,234.0,2024-03-18 16:01:00.886,4.0.1,,42476.0,21.0,32.0,3.0,19.0,https://pypi.org/project/jupyter-bokeh,2023-03-14 10:10:06.309,26.0,36611.0,https://anaconda.org/conda-forge/jupyter_bokeh,2024-03-18 20:21:00.260,81245.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2024-03-18 16:01:00.886,3.0,4060.0,,,,,,,,,,,,,,,,
140,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,21,True,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2024-02-13 21:24:04.000000,2024-02-13 21:24:04,595.0,5.0,22.0,8.0,117.0,66.0,42.0,228.0,2021-01-05 06:49:39.135,0.2.6,,2215.0,46.0,46.0,4.0,8.0,https://pypi.org/project/nbinteract,2021-01-05 06:49:39.135,39.0,2203.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,3.0,12.0,,,,,,,,,,,,,,,,
141,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,21,True,jupyterlab-spellchecker,jupyterlab-contrib/spellchecker,conda-forge/jupyterlab-spellchecker,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2023-10-07 22:03:22.000000,2023-07-28 20:05:17,217.0,,19.0,9.0,84.0,18.0,39.0,199.0,2023-07-28 20:19:38.000,0.8.4,,8640.0,19.0,235.0,230.0,6.0,https://pypi.org/project/jupyterlab-spellchecker,2023-07-28 20:19:38.000,2.0,5188.0,https://anaconda.org/conda-forge/jupyterlab-spellchecker,2023-07-28 22:34:41.159,110279.0,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2021-10-08 10:09:24.361,3.0,302.0,,,,,,,,,,,,,,,,
142,ipyvue,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,21,True,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2024-03-01 13:05:09.000000,2024-02-27 14:23:35,138.0,5.0,17.0,7.0,76.0,5.0,9.0,63.0,2024-02-27 15:52:41.000,1.10.2,,129536.0,32.0,789.0,758.0,6.0,https://pypi.org/project/ipyvue,2024-02-27 14:30:11.000,18.0,122436.0,https://anaconda.org/conda-forge/ipyvue,2024-02-28 15:53:16.864,122326.0,3.0,jupyter-vue,https://www.npmjs.com/package/jupyter-vue,2024-02-27 15:10:24.898,13.0,4382.0,,,,,,,widgetti/ipyvue,,,,,,,,,
143,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,21,True,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,BSD-3-Clause,2017-07-31 17:37:26.000,2023-06-16 16:11:33.197000,2023-06-14 12:39:14,307.0,,9.0,6.0,47.0,8.0,10.0,39.0,2023-06-14 12:41:06.000,4.3.5,,79280.0,22.0,1097.0,1067.0,5.0,https://pypi.org/project/ipydatawidgets,2023-06-14 11:16:58.611,30.0,75492.0,https://anaconda.org/conda-forge/ipydatawidgets,2023-06-16 16:11:33.197,261391.0,3.0,,,,,,,,,,,,,,,,,,,,,
144,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,20,False,,nteract/commuter,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-09-08 15:20:37.000000,2022-04-28 20:49:58,640.0,,552.0,41.0,255.0,53.0,39.0,6129.0,2020-10-27 19:53:29.453,5.11.0,,80.0,71.0,5.0,2.0,27.0,,,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-10-27 19:53:29.453,3.0,80.0,,,,,,,,,,,,,,,,
145,IJulia.jl,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,20,True,,JuliaLang/IJulia.jl,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2024-03-08 20:52:07.000000,2024-03-08 20:50:01,722.0,4.0,401.0,117.0,274.0,126.0,708.0,2736.0,2023-06-02 17:41:48.000,1.24.2,,,45.0,,,108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
146,IHaskell,A Haskell kernel for the Jupyter project.,https://github.com/IHaskell/IHaskell,,kernels,20,True,,gibiansky/IHaskell,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2024-03-24 05:56:27.000000,2024-03-24 05:56:26,2282.0,26.0,248.0,50.0,701.0,39.0,741.0,2535.0,,,,4.0,,,,114.0,,,,,,,,3.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,,,4.0,,,,,,,IHaskell/IHaskell,,,,,,,,,
147,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,20,False,gmaps,pbugnion/gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2023-06-16 13:23:14.332000,2019-07-22 06:22:45,1380.0,,146.0,25.0,154.0,74.0,137.0,759.0,2016-01-02 19:06:03.000,0.2,,10455.0,20.0,4.0,4.0,16.0,https://pypi.org/project/gmaps,,,5823.0,https://anaconda.org/conda-forge/gmaps,2023-06-16 13:23:14.332,311214.0,3.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,,,837.0,,,,,,,,-4.0,,,,,,,,
148,pick,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,20,False,pick,nteract/pick,,https://github.com/nteract/pick,BSD-3-Clause,2020-04-08 23:47:09.000,2021-12-06 15:27:43.000000,2020-11-04 01:10:24,87.0,,57.0,6.0,26.0,4.0,5.0,618.0,2022-11-21 06:29:00.831,2.2.0,,140752.0,29.0,167.0,,5.0,https://pypi.org/project/pick,2021-12-06 15:27:43.000,167.0,140752.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
149,JupyterLab Latex,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,20,True,jupyterlab_latex,jupyterlab/jupyterlab-latex,conda-forge/jupyterlab-latex,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2024-03-19 12:12:34.255000,2023-10-31 13:44:58,446.0,,67.0,15.0,131.0,38.0,57.0,601.0,2023-05-31 04:26:11.000,3.2.0,,2982.0,16.0,5.0,,23.0,https://pypi.org/project/jupyterlab_latex,2021-09-15 15:34:16.000,2.0,2187.0,https://anaconda.org/conda-forge/jupyterlab-latex,2024-03-19 12:12:34.255,13478.0,3.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2021-07-06 17:15:27.404,3.0,374.0,,,,,,,,,,,,,,,,
150,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,20,False,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,Apache-2.0,2018-06-26 14:28:02.000,2023-06-16 16:15:33.557000,2022-02-11 15:18:23,212.0,,58.0,21.0,51.0,17.0,29.0,529.0,2022-02-11 15:19:00.000,1.0.0,,1424.0,11.0,13.0,13.0,10.0,https://pypi.org/project/ansible-kernel,2022-02-11 15:19:00.000,,194.0,https://anaconda.org/conda-forge/ansible-kernel,2023-06-16 16:15:33.557,14999.0,3.0,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66739.0,,,,,,,,,,,
151,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,nbtutor,lgpage/nbtutor,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,BSD-3-Clause,2016-11-07 14:08:25.000,2024-03-25 14:15:34.000000,2023-04-14 07:14:04,272.0,,39.0,20.0,112.0,19.0,24.0,449.0,2022-04-19 10:58:08.000,2.0.3,,2306.0,8.0,42.0,39.0,4.0,https://pypi.org/project/nbtutor,2022-04-19 10:58:08.000,3.0,661.0,https://anaconda.org/conda-forge/nbtutor,2023-06-16 13:17:46.107,143155.0,3.0,,,,,,,,,,,,,,,,,,,,,
152,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,20,False,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2023-06-16 19:23:33.373000,2022-11-29 20:28:15,127.0,,40.0,17.0,65.0,48.0,47.0,403.0,2020-08-11 16:50:08.000,0.1.3,,1606.0,7.0,343.0,343.0,15.0,https://pypi.org/project/nteract-testbook,2020-08-11 16:50:08.000,,18.0,https://anaconda.org/conda-forge/testbook,2023-06-16 19:23:33.373,63552.0,3.0,,,,,,,,,,,,,,,,,,,,,
