,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,pypi,gem_id,hex_id,bitbucket_id
151,Ansible Kernel,Jupyter Notebook Kernel for running Ansible Tasks and Playbooks.,https://github.com/ansible/ansible-jupyter-kernel,,kernels,19,True,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,212.0,,53.0,19.0,51.0,15.0,29.0,486.0,2022-02-11 15:19:00.000,1.0.0,,1770.0,11.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,Apache-2.0,2022-02-11 15:19:00.000,,84.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,9558.0,3.0,,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66424.0,,,,,,,,,,,
152,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,19,True,nteract-testbook,nteract/testbook,conda-forge/testbook,https://github.com/nteract/testbook,2020-02-26 19:43:22.000,2022-04-16 15:28:56.000000,2021-09-21 04:29:32,125.0,,28.0,15.0,59.0,38.0,45.0,302.0,2020-08-11 16:50:08.000,0.1.3,,1093.0,7.0,111.0,111.0,14.0,https://pypi.org/project/nteract-testbook,BSD-3-Clause,2020-08-11 16:50:08.000,,9.0,https://anaconda.org/conda-forge/testbook,2021-06-02 23:59:03.381,19528.0,3.0,,,,,,,,,,,,,,,,,,,,,,
153,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,19,True,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000,2022-04-01 12:43:46.000000,2021-08-30 21:48:24,31.0,,38.0,11.0,1.0,21.0,8.0,222.0,2020-03-12 16:09:39.000,0.0.8,,26315.0,10.0,15.0,,3.0,https://pypi.org/project/jupyter_http_over_ws,Apache-2.0,2020-03-12 16:09:39.000,15.0,25974.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2020-08-13 15:32:13.531,7165.0,3.0,,,,,,,,,,,,,,,,,,,,,,
154,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,19,False,nbinteract,SamLau95/nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-05-18 22:05:38.000000,2021-04-15 20:39:36,590.0,,20.0,10.0,108.0,43.0,41.0,211.0,2021-01-05 06:49:22.791,0.2.6,,1471.0,46.0,38.0,1.0,8.0,https://pypi.org/project/nbinteract,BSD-3-Clause,2021-01-05 06:47:54.000,37.0,1233.0,,,,3.0,nbinteract,https://www.npmjs.com/package/nbinteract,2021-01-05 06:49:22.791,,238.0,,,,,,,,,,,,,,,,,
155,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,19,True,jupyter-bokeh,bokeh/jupyter_bokeh,conda-forge/jupyter_bokeh,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2022-04-09 12:01:05.000000,2022-03-23 07:09:49,121.0,5.0,38.0,19.0,68.0,8.0,78.0,198.0,2021-09-30 18:07:43.000,3.0.4,,20285.0,17.0,5.0,,16.0,https://pypi.org/project/jupyter-bokeh,BSD-3-Clause,2021-09-30 18:07:43.000,5.0,5171.0,https://anaconda.org/conda-forge/jupyter_bokeh,2021-11-30 03:54:16.601,21059.0,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,2021-09-30 18:05:39.040,,14199.0,,,,,,,,,,,,,,,,,
156,SAS Kernel,A Jupyter kernel for SAS. This opens up all the data manipulation and analytics capabilities of your SAS system within..,https://github.com/sassoftware/sas_kernel,,kernels,19,True,sas_kernel,sassoftware/sas_kernel,anaconda/sas_kernel,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000,2022-03-05 07:03:16.530000,2021-09-21 14:53:24,252.0,,72.0,35.0,28.0,3.0,53.0,185.0,2021-07-14 17:27:18.000,2.4.11,,1242.0,14.0,2.0,,7.0,https://pypi.org/project/sas_kernel,Apache-2.0,2017-09-13 16:41:27.000,2.0,1216.0,https://anaconda.org/anaconda/sas_kernel,2022-03-05 07:03:16.530,1453.0,3.0,,,,,,,,,,,,,,,,,,,,,,
157,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,19,True,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2022-04-29 14:54:24.213000,2022-04-29 11:09:30,461.0,9.0,32.0,7.0,18.0,31.0,56.0,161.0,2022-04-29 11:08:28.000,0.6.2,,1737.0,43.0,,,13.0,https://pypi.org/project/cdsdashboards,BSD-3-Clause,2022-04-29 11:08:28.000,,714.0,https://anaconda.org/conda-forge/cdsdashboards,2022-04-29 14:54:24.213,22511.0,3.0,,,,,,,,,,,,,,,,,,,,,,
158,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,19,True,theme-darcula,telamonian/theme-darcula,conda-forge/theme-darcula,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000,2022-04-09 06:02:36.000000,2021-08-26 08:02:18,111.0,,24.0,4.0,32.0,7.0,16.0,143.0,2021-08-26 08:02:17.096,3.1.1,,3254.0,12.0,301.0,301.0,7.0,https://pypi.org/project/theme-darcula,BSD-3-Clause,2021-08-26 08:01:55.000,,1467.0,https://anaconda.org/conda-forge/theme-darcula,2021-09-20 17:55:41.101,2879.0,1.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,2021-08-26 08:02:17.096,,1566.0,,,,,,,,,,,,,,,,,
159,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,19,True,jupyterhub-systemdspawner,jupyterhub/systemdspawner,conda-forge/jupyterhub-systemdspawner,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000,2022-04-22 08:28:24.000000,2022-04-22 08:28:24,150.0,4.0,40.0,10.0,38.0,35.0,31.0,77.0,2020-12-07 11:49:55.000,0.15.0,,2303.0,17.0,21.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,BSD-3-Clause,2022-04-22 08:27:58.000,1.0,1838.0,https://anaconda.org/conda-forge/jupyterhub-systemdspawner,2021-11-17 00:47:23.558,15841.0,3.0,,,,,,,,,,,,,,,,,,,,,,
160,IJava,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,18,False,,SpencerPark/IJava,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20,90.0,,150.0,31.0,10.0,66.0,57.0,780.0,2019-05-06 03:28:50.000,1.3.0,80959.0,1722.0,5.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
161,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,18,True,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,2019-09-07 00:30:49.000,2022-05-08 10:19:47.000000,2021-08-23 11:44:08,105.0,,109.0,15.0,15.0,42.0,28.0,745.0,2021-08-23 11:45:07.000,1.2.3,,8332.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,MIT,2021-08-23 11:45:07.000,,8332.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
162,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,18,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-02-07 02:58:37.000000,2020-02-16 06:42:48,69.0,,69.0,18.0,9.0,41.0,29.0,449.0,2020-02-16 07:15:03.000,0.2.0,,2137.0,19.0,31.0,,4.0,https://pypi.org/project/jupyter-tensorboard,MIT,2020-02-16 07:15:03.000,31.0,2137.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
163,nb_conda_kernels,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,False,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,335.0,,55.0,19.0,86.0,34.0,98.0,449.0,2020-09-05 22:35:32.000,2.3.0,,8518.0,11.0,,,14.0,,BSD-3-Clause,,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,604779.0,3.0,,,,,,,,,,,,,,,,,,,,,,
164,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,True,treon,ReviewNB/treon,conda-forge/treon,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000,2022-04-04 07:10:01.000000,2022-04-04 07:10:01,58.0,2.0,22.0,11.0,11.0,3.0,9.0,280.0,2019-11-28 16:00:27.000,0.1.3,,5568.0,4.0,50.0,47.0,4.0,https://pypi.org/project/treon,MIT,2019-11-28 16:00:27.000,3.0,5533.0,https://anaconda.org/conda-forge/treon,2021-06-27 03:31:14.557,393.0,3.0,,,,,,,,,,,,,,,,,,,,,,
165,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,18,True,jupyter-flex,danielfrg/jupyter-flex,conda-forge/jupyter-flex,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000,2022-04-11 23:18:23.000000,2022-04-11 23:11:21,341.0,3.0,44.0,4.0,66.0,11.0,44.0,242.0,2021-10-02 05:04:29.585,0.8.1,,1225.0,16.0,1.0,1.0,4.0,https://pypi.org/project/jupyter-flex,Apache-2.0,2021-09-29 21:27:13.000,,886.0,https://anaconda.org/conda-forge/jupyter-flex,2021-10-01 19:49:41.488,5457.0,3.0,@danielfrg/jupyter-flex,https://www.npmjs.com/package/@danielfrg/jupyter-flex,2021-10-02 05:04:29.585,,67.0,,,,,,,,,,,,,,,,,
166,gator,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,True,mamba-gator,mamba-org/gator,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000,2022-04-09 13:23:25.000000,2022-04-09 13:23:24,608.0,5.0,23.0,7.0,134.0,16.0,38.0,217.0,2021-09-03 10:15:28.752,3.0.2,2.0,1022.0,27.0,1.0,1.0,24.0,https://pypi.org/project/mamba-gator,BSD-3-Clause,2021-09-03 07:30:09.000,,88.0,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360,13781.0,3.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,2021-09-03 10:15:28.752,,169.0,,,,,,,,,,,,,,,,,
167,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,18,True,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,2021-04-12 03:55:17.000,2022-03-03 01:40:42.101000,2021-10-26 05:50:22,55.0,,43.0,4.0,1.0,1.0,,216.0,2022-03-03 01:40:42.101,0.6.7,,1552.0,25.0,16.0,3.0,2.0,https://pypi.org/project/notebookjs,MIT,2021-04-17 19:11:41.000,,248.0,,,,3.0,notebookjs,https://www.npmjs.com/package/notebookjs,2022-03-03 01:40:42.101,13.0,1304.0,,,,,,,,,,,,,,,,,
168,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,18,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2022-05-12 20:41:09.000000,2021-03-10 20:56:11,71.0,,21.0,37.0,33.0,12.0,19.0,208.0,2021-03-10 20:57:44.000,4.14.3,,1287.0,12.0,3.0,3.0,5.0,,BSD-3-Clause,,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2021-03-10 20:56:44.112,,1287.0,,,,,,,,,,,,,,,,,
169,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,18,True,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,2013-10-08 13:16:17.000,2022-04-03 23:00:02.000000,2022-04-03 23:00:02,111.0,4.0,24.0,9.0,34.0,17.0,21.0,128.0,2013-10-13 16:56:18.000,0.1.4,,1176.0,5.0,27.0,21.0,10.0,https://pypi.org/project/ipycache,BSD-3-Clause,2013-10-13 16:56:18.000,6.0,224.0,https://anaconda.org/conda-forge/ipycache,2020-07-07 11:23:37.623,68584.0,2.0,,,,,,,,,,,,,,,,,,,,,,
170,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,18,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000,2022-04-30 03:27:21.000000,2022-04-30 03:27:21,260.0,67.0,9.0,3.0,60.0,3.0,29.0,58.0,2022-04-11 15:35:12.000,0.3.6,,489.0,14.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,Apache-2.0,2019-06-29 15:19:19.000,,204.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2022-04-11 19:13:15.331,3410.0,2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2022-04-11 15:34:49.164,,143.0,,,,,,,,,,,,,,,,,
171,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,18,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000,2022-04-09 07:50:58.000000,2022-04-09 07:50:57,208.0,9.0,10.0,3.0,62.0,1.0,32.0,54.0,2022-04-08 13:51:10.322,3.3.1,3252.0,10240.0,32.0,,,9.0,https://pypi.org/project/jupyter-archive,BSD-3-Clause,2022-04-08 13:50:50.000,,1061.0,https://anaconda.org/conda-forge/jupyter-archive,2022-04-08 17:06:07.608,21283.0,3.0,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2022-04-08 13:51:10.322,,8389.0,,,,,,,,,,,,,,,,,
172,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,117.0,,8.0,4.0,43.0,3.0,4.0,50.0,2021-11-06 14:18:45.000,0.4.0,,631531.0,7.0,12.0,,3.0,https://pypi.org/project/altair_viewer,BSD-3-Clause,2021-11-06 14:16:09.000,12.0,630401.0,https://anaconda.org/conda-forge/altair_viewer,2021-11-06 17:22:59.600,31659.0,3.0,,,,,,,,,,,,,,,,,,,,,,
173,JupyterLab Vim,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,False,,jwkvam/jupyterlab-vim,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000,2022-04-08 23:05:35.000000,2019-07-16 04:37:36,60.0,,96.0,19.0,45.0,63.0,42.0,910.0,2019-07-16 04:35:55.953,0.11.0,,476.0,14.0,3.0,3.0,8.0,,MIT,,,,,,,2.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,2019-07-16 04:35:55.953,,476.0,,,,,,,,,,,,,,,,,
174,clojupyter,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,17,True,,clojupyter/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000,2022-04-15 12:53:57.000000,2021-12-29 07:49:50,283.0,,82.0,38.0,56.0,17.0,79.0,737.0,,,,87.0,7.0,,,26.0,,MIT,,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2870.0,3.0,,,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,383.0,,,,,,,,,,,
175,F# Kernel,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,17,True,,fsprojects/IfSharp,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,339.0,1.0,67.0,36.0,123.0,13.0,127.0,434.0,2020-03-08 20:03:38.000,3.0.4,5355.0,60.0,15.0,,,28.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,667.0,,,,,,,,,,,
176,JupyterLab Google Drive,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,True,,jupyterlab/jupyterlab-google-drive,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000,2022-04-28 22:46:33.000000,2022-04-28 22:45:01,515.0,2.0,71.0,34.0,114.0,40.0,65.0,361.0,2020-05-27 00:10:19.202,2.0.0,,1022.0,32.0,2.0,2.0,16.0,,BSD-3-Clause,,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,2020-05-27 00:10:19.202,,1022.0,,,,,,,,,,,,,,,,,
177,Lantern,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,17,True,pylantern,timkpaine/lantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000,2022-03-27 15:23:56.000000,2022-03-27 15:23:55,514.0,9.0,20.0,14.0,15.0,10.0,188.0,309.0,2020-02-02 22:32:28.000,0.1.6,,104.0,26.0,16.0,15.0,2.0,https://pypi.org/project/pylantern,Apache-2.0,2020-02-02 22:31:39.000,1.0,104.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
178,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,17,True,jupyterlab-execute-time,deshaw/jupyterlab-execute-time,conda-forge/jupyterlab_execute_time,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2022-03-05 01:04:12.000000,2022-03-05 01:04:11,36.0,1.0,30.0,5.0,33.0,4.0,28.0,213.0,2021-10-01 15:42:18.000,2.1.0,,12514.0,7.0,,,11.0,https://pypi.org/project/jupyterlab-execute-time,BSD-3-Clause,2021-10-01 15:42:18.000,,8501.0,https://anaconda.org/conda-forge/jupyterlab_execute_time,2021-10-02 03:21:44.554,12930.0,2.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2021-01-18 14:16:24.052,,3205.0,,,,,,,,,,,,,,,,,
179,JupyterLab SideCar,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,True,sidecar,jupyter-widgets/jupyterlab-sidecar,conda-forge/sidecar,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000,2022-04-16 04:30:33.000000,2021-07-04 21:12:58,69.0,,36.0,13.0,56.0,20.0,10.0,201.0,2021-07-05 14:42:11.336,0.6.1,,4481.0,7.0,9.0,3.0,13.0,https://pypi.org/project/sidecar,BSD-3-Clause,2021-01-15 16:35:10.000,6.0,3560.0,https://anaconda.org/conda-forge/sidecar,2021-03-18 08:13:18.464,8617.0,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,2021-07-05 14:42:11.336,,562.0,,,,,,,,,,,,,,,,,
180,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,17,False,jupyter-spark,mozilla/jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,106.0,,40.0,33.0,28.0,16.0,14.0,193.0,2018-03-08 14:28:54.000,0.4.0,,612.0,4.0,21.0,16.0,12.0,https://pypi.org/project/jupyter-spark,MPL-2.0,2018-03-08 14:28:54.000,5.0,612.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
181,SciJava Kernel,[RETIRED] Try IJava or BeakerX.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,True,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,404.0,,42.0,20.0,22.0,14.0,80.0,176.0,2017-06-02 21:19:27.000,0.5.0,84.0,1252.0,15.0,,,9.0,,Apache-2.0,,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,76324.0,3.0,,,,,,,,,,,,,,,,,,,,,,
182,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,True,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,215.0,1.0,51.0,7.0,23.0,30.0,7.0,164.0,2022-01-18 10:19:53.000,2.1.1,2401.0,1490.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,Apache-2.0,2022-01-18 10:19:53.000,,1434.0,,,,3.0,,,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,915.0,,,,,,,,,,,
183,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,17,True,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-04-09 03:20:44.000000,2021-05-22 01:41:35,98.0,,7.0,4.0,22.0,8.0,22.0,164.0,2021-05-22 01:50:04.000,3.1.0,,6509.0,18.0,4.0,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,BSD-3-Clause,2021-05-22 01:50:04.000,4.0,4712.0,,,,2.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2021-01-11 04:19:41.041,,1797.0,,,,,,,,,,,,,,,,,
184,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,2016-07-21 18:44:38.000,2022-05-03 20:07:32.000000,2022-04-28 19:24:12,137.0,4.0,15.0,15.0,8.0,,41.0,148.0,2022-02-07 18:33:52.000,1.0.0,,372.0,9.0,11.0,10.0,5.0,https://pypi.org/project/igv-jupyter,MIT,2022-01-25 21:48:48.000,1.0,372.0,,,,3.0,,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,
185,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,17,True,,nbgallery/nbgallery,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000,2022-05-17 16:44:18.000000,2022-03-10 16:00:25,1468.0,3.0,22.0,12.0,298.0,84.0,276.0,142.0,,,,2442.0,,,,19.0,,MIT,,,,,,,3.0,,,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2022-05-05 17:32:47.369393,3.0,156344.0,,,,,,,,,,,
186,jupyter-fs,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,17,True,jupyter-fs,jpmorganchase/jupyter-fs,conda-forge/jupyter-fs,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000,2022-04-29 05:20:16.000000,2022-04-29 05:20:16,378.0,33.0,23.0,13.0,86.0,12.0,42.0,114.0,2021-06-04 01:03:11.000,0.3.1,,357.0,7.0,,,9.0,https://pypi.org/project/jupyter-fs,Apache-2.0,2021-06-04 01:03:11.000,,214.0,https://anaconda.org/conda-forge/jupyter-fs,2021-06-04 06:32:01.358,2861.0,2.0,,,,,,,,,,,,,,,,,,,,,,
187,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000,2022-04-09 09:36:06.000000,2021-08-10 09:03:01,103.0,,24.0,8.0,31.0,18.0,13.0,90.0,2021-03-03 12:59:31.000,0.2.1,,22105.0,11.0,5.0,,8.0,https://pypi.org/project/ipytree,MIT,2021-03-03 12:59:31.000,5.0,20926.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,35152.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,2021-03-03 12:58:01.218,,254.0,,,,,,,,,,,,,,,,,
188,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000,2022-04-09 03:10:11.000000,2022-02-21 08:59:58,337.0,8.0,18.0,14.0,84.0,9.0,33.0,88.0,2022-02-21 09:56:36.997,1.2.0,,1572.0,14.0,1.0,,6.0,https://pypi.org/project/jupyterlab_hdf,BSD-3-Clause,2022-02-21 09:56:23.000,1.0,943.0,,,,2.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2022-02-21 09:56:36.997,,629.0,,,,,,,,,,,,,,,,,
