,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,npm_latest_release_published_at,npm_dependent_project_count,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,46,True,ipython,ipython/ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-10-06 15:01:07.000000,2023-10-06 15:01:07,26708.0,102.0,4273.0,757.0,6950.0,1558.0,5632.0,15963.0,2021-01-30 02:36:56.000,7.18.1,320443.0,31512750.0,89.0,456133.0,456133.0,966.0,https://pypi.org/project/ipython,30824929.0,https://anaconda.org/conda-forge/ipython,2023-10-02 16:43:35.440,23981844.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,43,True,bokeh,bokeh/bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-10-12 12:15:45.000000,2023-10-11 20:37:51,20253.0,91.0,4034.0,448.0,5831.0,738.0,6686.0,18110.0,,,,3832232.0,54.0,77210.0,77210.0,671.0,https://pypi.org/project/bokeh,3487722.0,https://anaconda.org/conda-forge/bokeh,2023-10-11 08:08:05.962,12813806.0,1.0,@bokeh/bokehjs,https://www.npmjs.com/package/@bokeh/bokehjs,24165.0,,,,,,,,,,,,,,,,,,,,,
3,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,43,True,notebook,jupyter/notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-10-12 08:23:35.000000,2023-10-12 08:23:26,13461.0,54.0,4195.0,320.0,2323.0,1980.0,2749.0,11610.0,2023-10-12 08:06:23.000,7.0.5,14883.0,18452865.0,137.0,9331.0,345.0,641.0,https://pypi.org/project/notebook,18031251.0,https://anaconda.org/conda-forge/jupyter,2023-10-02 14:08:37.561,3818032.0,1.0,,,,jupyter/datascience-notebook,2023-10-12 08:06:13.000,8986.0,https://hub.docker.com/r/jupyter/datascience-notebook,2023-10-10 13:38:45.678360,1045.0,31185095.0,,,,,,,,,,,,,,
4,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,39,True,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,BSD-3-Clause,2015-04-09 06:58:23.000,2023-10-05 02:36:15.855000,2023-10-05 01:15:43,4006.0,31.0,536.0,51.0,931.0,507.0,636.0,1564.0,2023-10-05 01:15:59.000,7.9.2,730.0,20463099.0,87.0,241397.0,232796.0,265.0,https://pypi.org/project/nbconvert,20036762.0,https://anaconda.org/conda-forge/nbconvert,2023-10-05 02:36:15.855,14921363.0,1.0,,,,,2023-10-05 01:15:52.000,8601.0,,,,,,,,,,,,,,,,,,
5,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,38,True,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,BSD-3-Clause,2014-06-12 23:22:10.000,2023-10-04 09:07:47.000000,2023-10-04 08:48:08,7105.0,147.0,1933.0,267.0,2207.0,200.0,2163.0,7690.0,2023-08-10 09:30:00.000,4.0.2,,255199.0,74.0,2894.0,2508.0,347.0,https://pypi.org/project/jupyterhub,185685.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1007169.0,1.0,,,,jupyterhub/jupyterhub,2023-08-10 09:30:00.000,386.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-10-04 08:57:52.608836,328.0,4893282.0,,,,,,,,,,,,,,
6,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,38,True,ipykernel,ipython/ipykernel,ipykernel,https://github.com/ipython/ipykernel,BSD-3-Clause,2015-04-09 07:44:14.000,2023-10-04 00:37:45.000000,2023-10-04 00:37:45,2865.0,18.0,352.0,35.0,682.0,262.0,230.0,583.0,2023-09-04 16:37:34.000,6.25.2,1828.0,18437660.0,123.0,304608.0,294271.0,173.0,https://pypi.org/project/ipykernel,18429171.0,https://anaconda.org/anaconda/ipykernel,2023-08-08 23:38:38.779,800484.0,1.0,,,,,2023-09-04 16:37:28.000,10299.0,,,,,38.0,,,,,,,,,,,,,
7,pandas-profiling,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,https://github.com/ydataai/ydata-profiling,,widgets,37,True,pandas-profiling,pandas-profiling/pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-10-12 00:14:33.000000,2023-10-10 10:25:21,1351.0,42.0,1521.0,150.0,724.0,181.0,545.0,11236.0,2023-10-10 11:09:25.000,4.6.0,,707924.0,51.0,1519.0,1519.0,115.0,https://pypi.org/project/pandas-profiling,703247.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,402287.0,1.0,,,,,,,,,,,,ydataai/ydata-profiling,,,,,,,,,,,,
8,panel,Panel: The powerful data exploration & web app framework for Python.,https://github.com/holoviz/panel,,widgets,37,True,panel,holoviz/panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-10-12 11:52:29.000000,2023-10-11 20:42:45,3253.0,173.0,362.0,54.0,2758.0,833.0,2007.0,3161.0,2023-09-18 09:39:21.000,1.2.3,,683258.0,56.0,8520.0,8520.0,143.0,https://pypi.org/project/panel,591835.0,https://anaconda.org/conda-forge/panel,2023-09-18 13:22:20.670,1179911.0,1.0,@holoviz/panel,https://www.npmjs.com/package/@holoviz/panel,61926.0,,,,,,,,,,,,,,,,,,,,,
9,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,36,True,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-10-01 17:04:39.000000,2023-09-01 15:16:27,1944.0,5.0,192.0,23.0,255.0,107.0,226.0,375.0,2023-09-01 15:15:12.000,5.4.4,,5235364.0,46.0,156910.0,150541.0,120.0,https://pypi.org/project/qtconsole,5122054.0,https://anaconda.org/conda-forge/qtconsole,2023-09-01 21:42:28.364,4532402.0,1.0,,,,,2023-09-01 15:15:12.000,6369.0,,,,,,,,,,,,,,,,,,
10,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,35,True,jupytext,mwouts/jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-10-07 11:19:42.000000,2023-10-07 11:19:41,2353.0,28.0,381.0,67.0,520.0,115.0,506.0,6170.0,2023-09-16 21:41:00.000,1.15.2,,494276.0,123.0,6204.0,5950.0,81.0,https://pypi.org/project/jupytext,469900.0,https://anaconda.org/conda-forge/jupytext,2023-09-17 11:30:21.079,694197.0,1.0,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,7022.0,,2023-09-16 21:41:00.000,252.0,,,,,,,2023-06-04 20:20:55.075,2.0,,,,,,,,,,
11,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,35,True,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-10-03 21:00:24.000000,2023-10-03 20:59:19,12653.0,22.0,243.0,38.0,916.0,154.0,270.0,422.0,2023-08-31 08:20:58.000,2.7.3,2011.0,18009795.0,134.0,369.0,,513.0,https://pypi.org/project/jupyter_server,17772853.0,https://anaconda.org/conda-forge/jupyter_server,2023-09-25 18:15:44.159,8764833.0,3.0,,,,,2023-08-31 08:20:50.000,369.0,,,,,,,,,,,,,,,,,,
12,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,34,True,nteract_on_jupyter,nteract/nteract,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-10-06 00:41:42.000000,2023-10-06 00:41:38,11271.0,17.0,579.0,155.0,3989.0,189.0,1522.0,6078.0,2021-10-22 17:46:48.907,7.0.20,1466772.0,105011.0,94.0,43.0,2.0,178.0,https://pypi.org/project/nteract_on_jupyter,2828.0,,,,2.0,@nteract/messaging,https://www.npmjs.com/package/@nteract/messaging,85703.0,,2019-07-16 03:59:16.000,5.0,,,,,,,2021-10-22 17:46:48.907,36.0,,,,,,,,,,
13,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,34,True,voila,voila-dashboards/voila,conda-forge/voila,https://github.com/voila-dashboards/voila,BSD-3-Clause,2018-08-21 14:21:42.000,2023-10-09 06:29:35.000000,2023-10-09 06:29:30,1426.0,37.0,477.0,77.0,711.0,281.0,417.0,4954.0,2023-09-18 07:11:18.000,0.5.4,936.0,77126.0,101.0,10394.0,10308.0,66.0,https://pypi.org/project/voila,68535.0,https://anaconda.org/conda-forge/voila,2023-09-18 09:52:45.570,300793.0,1.0,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,425.0,,2023-09-18 07:11:06.000,84.0,,,,,,,2020-05-19 10:24:11.555,2.0,,,,,,,,,,
14,evidently,Evaluate and monitor ML models from validation to production. Join our Discord: https://discord.com/invite/xZjKRaNp8b.,https://github.com/evidentlyai/evidently,,widgets,34,True,evidently,evidentlyai/evidently,conda-forge/evidently,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2023-10-12 12:42:35.000000,2023-10-10 19:14:45,1834.0,92.0,426.0,40.0,536.0,104.0,173.0,3917.0,2023-10-10 19:25:20.000,0.4.6,,253449.0,58.0,2494.0,2494.0,49.0,https://pypi.org/project/evidently,253051.0,https://anaconda.org/conda-forge/evidently,2023-10-11 19:41:43.738,10371.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
15,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,34,True,nbformat,jupyter/nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-10-04 02:59:13.000000,2023-10-04 02:56:59,1033.0,11.0,142.0,23.0,241.0,59.0,80.0,221.0,2023-07-31 10:35:35.000,5.9.2,215.0,18862032.0,26.0,241556.0,241556.0,78.0,https://pypi.org/project/nbformat,18358355.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,19640670.0,1.0,nbformat-schema,https://www.npmjs.com/package/nbformat-schema,65.0,,,,,,,,,,,,,,,,,,,,,
16,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,33,True,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-09 06:31:38.000000,2023-10-09 06:31:38,1150.0,4.0,335.0,63.0,571.0,226.0,341.0,1405.0,2023-06-02 07:09:46.000,0.17.3,,233200.0,67.0,5532.0,5532.0,85.0,https://pypi.org/project/ipyleaflet,161210.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1073727.0,1.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,45802.0,,,,,,,,,,,,,,,,,,,,,
17,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,32,False,,jupyterlab/debugger,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2023-10-11 19:37:15.088000,2021-03-31 14:20:34,1174.0,,2778.0,20.0,322.0,31.0,245.0,13239.0,2023-10-11 19:37:15.088,4.0.7,,83352.0,229.0,1075.0,1065.0,11.0,,,,,,1.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,83352.0,,,,,,,,,,2023-10-11 19:37:15.088,10.0,,,,,,,,,,
18,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,32,True,,jupyter/docker-stacks,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-10-10 13:39:20.459778,2023-10-10 12:03:35,3504.0,126.0,2923.0,190.0,1151.0,25.0,836.0,7920.0,,,,907177.0,,18.0,18.0,236.0,,,,,,2.0,,,,jupyter/scipy-notebook,,,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-10 13:39:20.459778,427.0,89810621.0,,,,,,,,,,,,,,
19,Perspective,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",https://github.com/finos/perspective,,lab-extensions,32,True,perspective-python,finos/perspective,conda-forge/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-10-12 14:19:18.000000,2023-10-11 01:39:37,5749.0,63.0,829.0,112.0,1535.0,96.0,571.0,6760.0,2023-09-01 02:07:50.033,2.5.1,1333.0,21042.0,113.0,621.0,618.0,92.0,https://pypi.org/project/perspective-python,6799.0,https://anaconda.org/conda-forge/perspective,2023-10-09 04:05:53.222,459812.0,1.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2304.0,,,,,,,,,,2023-10-08 20:06:17.808,3.0,,,,,,,,,,
20,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,32,True,papermill,nteract/papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-10-01 16:58:17.000000,2023-06-08 14:23:52,939.0,,396.0,91.0,350.0,131.0,246.0,5390.0,2022-08-15 04:13:05.241,2.4.0,,1003942.0,72.0,5493.0,5275.0,109.0,https://pypi.org/project/papermill,991159.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,511326.0,1.0,,,,,2022-08-15 04:13:05.241,218.0,,,,,,,,,,,,,,,,,,
21,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,32,True,ipywidgets,jupyter-widgets/ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-10-12 13:55:43.000000,2023-09-22 07:25:13,7805.0,31.0,897.0,75.0,1877.0,655.0,1314.0,2906.0,2023-09-13 09:49:35.000,8.1.1,,12883237.0,52.0,2.0,2.0,212.0,https://pypi.org/project/ipywidgets,12511037.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,11778989.0,1.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,53849.0,,,,,,,,,,,,-6.0,,,,,,,,,
22,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,32,True,nbdime,jupyter/nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,BSD-3-Clause,2015-11-16 09:25:53.000,2023-10-12 14:06:34.000000,2023-10-12 13:40:32,2049.0,44.0,163.0,42.0,389.0,87.0,245.0,2520.0,2023-04-30 16:02:31.000,3.2.1,,219889.0,31.0,279.0,129.0,48.0,https://pypi.org/project/nbdime,179070.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,932394.0,2.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,29449.0,,2023-09-18 10:41:17.000,147.0,,,,,,,2023-09-18 09:56:51.708,3.0,,,,,,,,,,
23,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,31,True,jupyterlab,jupyterlab/jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,BSD-3-Clause,2016-06-03 20:09:17.000,2023-10-11 21:35:02.251000,,,,2778.0,,,2386.0,,13239.0,2023-10-11 19:41:54.627,4.0.7,,13472953.0,494.0,2701.0,,430.0,https://pypi.org/project/jupyterlab,13064034.0,https://anaconda.org/conda-forge/jupyterlab,2023-10-11 21:35:02.251,9076920.0,2.0,@jupyterlab/ui-components,https://www.npmjs.com/package/@jupyterlab/ui-components,187531.0,,2023-10-11 19:35:41.000,2333.0,,,,,,,2023-10-11 19:41:54.627,368.0,,,,,,,,,,
24,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,31,True,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,conda-forge/jupyter_contrib_nbextensions,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,BSD-3-Clause,2013-07-13 17:05:16.000,2023-10-11 19:11:18.000000,2022-12-21 19:56:24,2660.0,,803.0,134.0,850.0,352.0,460.0,5097.0,2022-11-15 17:33:00.905,0.7.0,,450983.0,18.0,257.0,18.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,429720.0,https://anaconda.org/conda-forge/jupyter_contrib_nbextensions,2023-06-16 13:22:12.750,1828688.0,1.0,,,,,2022-11-15 17:33:00.905,239.0,,,,,,,,,,,,,,,,,,
25,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-10-06 12:38:17.000000,2023-10-06 12:37:24,759.0,36.0,352.0,72.0,272.0,52.0,492.0,4281.0,2023-10-02 20:11:29.000,3.7.0,,107441.0,175.0,908.0,887.0,30.0,https://pypi.org/project/dtale,101338.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,250262.0,2.0,,,,,2023-10-02 19:47:12.000,21.0,,,,,,,,,,,,,,,,,,
26,dtale,Visualizer for pandas data structures.,https://github.com/man-group/dtale,,jupyter-extensions,31,False,dtale,man-group/dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-10-06 12:38:17.000000,2023-10-06 12:37:24,759.0,36.0,352.0,72.0,272.0,52.0,492.0,4281.0,2023-10-02 20:11:29.000,3.7.0,,107441.0,175.0,908.0,887.0,30.0,https://pypi.org/project/dtale,101338.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,250262.0,1.0,,,,,2023-10-02 19:47:12.000,21.0,,,,,,,,,,,,,,,,,,
27,Jupyter Book,"Create beautiful, publication-quality books and documents from computational content.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,31,True,jupyter-book,executablebooks/jupyter-book,conda-forge/jupyter-book,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-10-09 16:34:08.000000,2023-07-26 09:01:16,1424.0,2.0,626.0,61.0,736.0,571.0,726.0,3532.0,2023-03-14 01:34:01.609,0.15.1,,65298.0,46.0,11482.0,11372.0,126.0,https://pypi.org/project/jupyter-book,61969.0,https://anaconda.org/conda-forge/jupyter-book,2023-06-16 19:24:49.553,106531.0,2.0,,,,,2020-04-28 17:42:58.000,110.0,,,,,,,,,,,,,,,,,,
28,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,31,True,nikola,getnikola/nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-10-08 09:48:22.000000,2023-10-08 09:48:18,10380.0,8.0,441.0,78.0,1527.0,59.0,2093.0,2481.0,2023-04-30 10:43:00.749,8.2.4,20.0,1743.0,87.0,628.0,492.0,236.0,https://pypi.org/project/nikola,1743.0,,,,2.0,,,,,2022-05-01 17:06:34.000,136.0,,,,,,,,,,,,,,,,,,
29,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,31,True,jupyterlab-lsp,jupyter-lsp/jupyterlab-lsp,conda-forge/jupyter-lsp,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2023-10-08 17:22:56.000000,2023-10-08 17:22:56,2850.0,165.0,123.0,19.0,493.0,165.0,339.0,1604.0,2023-10-08 12:30:31.000,5.0.0,,58867.0,53.0,1648.0,1648.0,50.0,https://pypi.org/project/jupyterlab-lsp,33951.0,https://anaconda.org/conda-forge/jupyter-lsp,2023-09-18 22:02:19.126,834179.0,1.0,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2371.0,,,,,,,,,,,,,,,,,,,,,
30,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,31,True,ipympl,matplotlib/ipympl,conda-forge/ipympl,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-10-02 20:57:42.000000,2023-06-16 01:18:19,510.0,,213.0,39.0,246.0,135.0,154.0,1459.0,2023-02-15 19:21:40.000,0.9.3,,239779.0,42.0,8868.0,8868.0,32.0,https://pypi.org/project/ipympl,208478.0,https://anaconda.org/conda-forge/ipympl,2023-06-16 13:22:32.078,1462366.0,2.0,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,13248.0,,,,,,,,,,,,,,,,,,,,,
31,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,31,True,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-09-21 17:39:34.000000,2023-09-12 14:04:24,3405.0,18.0,319.0,44.0,929.0,249.0,640.0,1227.0,2023-09-05 12:35:02.000,0.9.1,275.0,15429.0,39.0,502.0,481.0,105.0,https://pypi.org/project/nbgrader,10551.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,151162.0,1.0,,,,,2023-09-05 12:34:49.000,21.0,,,,,,,,,,,,,,,,,,
32,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,31,True,jupyterhub-kubespawner,jupyterhub/kubespawner,conda-forge/jupyterhub-kubespawner,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2023-10-05 18:19:33.000000,2023-10-05 18:19:33,1553.0,88.0,303.0,30.0,443.0,83.0,275.0,492.0,2023-09-28 16:53:53.000,6.1.0,,82661.0,37.0,155.0,141.0,82.0,https://pypi.org/project/jupyterhub-kubespawner,82054.0,https://anaconda.org/conda-forge/jupyterhub-kubespawner,2023-09-28 19:05:20.782,18830.0,1.0,,,,,2023-09-28 16:53:53.000,14.0,,,,,,,,,,,,,,,,,,
33,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,31,True,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2023-10-09 10:11:16.000000,2023-10-09 10:11:16,1503.0,57.0,348.0,24.0,407.0,47.0,240.0,376.0,2023-09-28 16:52:39.000,16.1.0,,26307.0,41.0,424.0,378.0,118.0,https://pypi.org/project/oauthenticator,25121.0,https://anaconda.org/conda-forge/oauthenticator,2023-09-28 19:06:49.376,42705.0,1.0,,,,,2023-09-28 16:52:39.000,46.0,,,,,,,,,,,,,,,,,,
34,nbclient,A client library for executing notebooks. Formally nbconverts ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,31,True,nbclient,jupyter/nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-10-05 17:18:14.000000,2023-10-05 17:18:14,367.0,5.0,49.0,12.0,193.0,34.0,69.0,124.0,2023-05-22 15:04:06.000,0.8.0,366.0,14004060.0,32.0,127915.0,127915.0,37.0,https://pypi.org/project/nbclient,13724557.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,12297522.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
35,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot,bqplot/bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-10-10 14:19:32.000000,2023-10-04 07:40:23,3656.0,8.0,474.0,102.0,1041.0,245.0,368.0,3480.0,2023-08-04 08:42:57.918,0.5.42,,174528.0,109.0,170.0,49.0,64.0,https://pypi.org/project/bqplot,139349.0,https://anaconda.org/conda-forge/bqplot,2023-07-12 07:26:23.351,1224176.0,2.0,bqplot,https://www.npmjs.com/package/bqplot,5322.0,,2023-07-17 16:10:40.597,105.0,,,,,,,2023-08-04 08:42:57.918,16.0,,,,,,,,,,
36,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,30,True,jupyter-repo2docker,jupyterhub/repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-10-12 14:02:12.000000,2023-10-03 10:41:11,2694.0,14.0,354.0,48.0,789.0,174.0,357.0,1534.0,2023-06-13 07:26:00.805,2023.6.0,,3950.0,20.0,220.0,194.0,119.0,https://pypi.org/project/jupyter-repo2docker,3950.0,,,,1.0,,,,,2022-10-18 19:00:01.421,26.0,,,,,,,,,,,,,,,,,,
37,VSCode Jupyter,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,30,True,,microsoft/vscode-jupyter,conda-forge/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-10-12 03:02:35.000000,2023-10-11 20:38:02,8346.0,212.0,234.0,43.0,3990.0,597.0,8705.0,1120.0,2022-10-12 16:44:26.000,2022.09.120,,1984.0,32.0,2.0,2.0,266.0,,,https://anaconda.org/conda-forge/vscode-jupyter,2023-06-16 19:25:09.142,61524.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
